source_id,source,dataset_or_endpoint,family,grain,important_fields_or_schema,historical_coverage,pit_note,inventory_provenance,current_status
SRC-001,SportsDataverse/cfbfastR-cfb-data,adv_situational,sportsdataverse,one row per team per game,reported columns=73,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,play_participants,sportsdataverse,"one row per (play, athlete, role)",reported columns=56,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,drives,sportsdataverse,one row per drive,reported columns=15,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,game_rosters,sportsdataverse,one row per rostered athlete per game,reported columns=70,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,rosters,sportsdataverse,one row per rostered athlete per season,reported columns=~63 documented / 64 mechanically derived,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,betting,sportsdataverse,one row per game,reported columns=9,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,schedules,sportsdataverse,one row per game,reported columns=34,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,linescores,sportsdataverse,"one row per (team, period)",reported columns=5,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,power_index,sportsdataverse,one row per team per FPI stat (long),reported columns=22,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,injuries,sportsdataverse,one row per injury entry,reported columns=12,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,team_summaries,sportsdataverse,one row per team per season,reported columns=383,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,passing,sportsdataverse,"one row per (team, passer) per season",reported columns=43,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,rushing,sportsdataverse,"one row per (team, rusher) per season",reported columns=28,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,receiving,sportsdataverse,"one row per (team, receiver) per season",reported columns=32,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-001,SportsDataverse/cfbfastR-cfb-data,percentiles,sportsdataverse,one row per percentile (1-99),reported columns=27,dataset-dependent,Historical game outputs require prior-game aggregation; mutable datasets require snapshot review,recon v1.2 expanded dataset inventory,CONFIRMED_W06
SRC-002,CollegeFootballData API,/wepa/players/passing,adjusted_metrics,PlayerWeightedEPA,Opponent-adjusted player passing; useful for player priors/matchups.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/wepa/players/rushing,adjusted_metrics,PlayerWeightedEPA,Opponent-adjusted player rushing.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/wepa/team/season,adjusted_metrics,AdjustedTeamMetrics,Opponent-adjusted team-season metrics; high-value source.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/wepa/players/kicking,adjusted_metrics,KickerPAAR,Opponent/adjusted kicking value.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/lines,betting,BettingGame,Pregame betting lines; timestamp/forecast-time discipline required.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/coaches/profile,coaches,CoachProfile,Newer detailed coach profile surface in 5.22.0.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/coaches/seasons,coaches,DetailedCoachSeason,Coach-season detail.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/coaches/tenures,coaches,CoachTenure,Coach tenure history.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/coaches,coaches,Coach,Head-coach history and seasons.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/conferences,reference,Conference,Conference reference data.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/draft/picks,draft,DraftPick,Player-development outcome/research.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/draft/positions,draft,DraftPosition,Reference.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/draft/teams,draft,DraftTeam,Reference.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/drives,drives,Drive,Drive-level context / field position / possession modeling.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/game/box/advanced,games,AdvancedBoxScore,Advanced per-game team/player summary.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/calendar,games,CalendarWeek,Season-week boundaries.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/games/players,games,GamePlayerStats,Player-game box statistics.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/games/teams,games,GameTeamStats,Team-game box statistics.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/games,games,Game,Canonical game schedule/results surface.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/games/media,games,GameMedia,Media metadata.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/records,games,TeamRecords,Season records.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/scoreboard,games,ScoreboardGame,Current/live-ish scoreboard depending tier/access.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/games/weather,games,GameWeather,Historical game weather; compare with Open-Meteo.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/info/usage,info,UserUsage,API quota monitoring.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/info,info,UserInfo,Account/access metadata.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/metrics/fg/ep,metrics,FieldGoalEP,FG expected points / special teams.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ppa/predicted,metrics,PredictedPointsValue,Predicted points baseline.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ppa/games,metrics,TeamGamePredictedPointsAdded,Game-level PPA.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ppa/players/games,metrics,PlayerGamePredictedPointsAdded,Player-game PPA.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ppa/players/season,metrics,PlayerSeasonPredictedPointsAdded,Player-season PPA.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ppa/teams,metrics,TeamSeasonPredictedPointsAdded,Team-season PPA.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/metrics/wp/pregame,metrics,PregameWinProbability,External baseline/teacher signal; avoid circular BAS labels unless cross-fitted/time-valid.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/metrics/wp,metrics,PlayWinProbability,In-game WP; postgame/within-game leakage for pregame models.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/player/season/overview,players,PlayerSeasonOverview,Player-season state.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/player/usage,players,PlayerUsage,Player usage/role.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/player/returning,players,ReturningProduction,Key preseason/early-season prior.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/player/portal,players,PlayerTransfer,Transfer in/out state and player priors.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/player/search,players,PlayerSearchResult,Entity resolution.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/playoffs/cfp/games,playoffs,GamePlayoff,Postseason context.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/playoffs/cfp/participants,playoffs,PlayoffParticipant,Postseason context.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/playoffs/cfp,playoffs,CfpPlayoff,Postseason structure.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/live/plays,plays,LiveGame,Future live model; access may depend on tier.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/plays/stats/types,plays,PlayStatType,Reference.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/plays/stats,plays,PlayStat,Play participant/stat attribution.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/plays/types,plays,PlayType,Reference.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/plays,plays,Play,Raw CFBD PBP fallback/validation source.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/rankings,rankings,PollWeek,Point-in-time poll context; must select correct week.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ratings/sp/conferences,ratings,ConferenceSP,Conference strength.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ratings/elo,ratings,TeamElo,External team-strength signal.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ratings/srs/expanded,ratings,ExpandedTeamSRS,Expanded SRS signal.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ratings/fpi,ratings,TeamFPI,External power/efficiency signal.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ratings/sp,ratings,TeamSP,External power/efficiency signal.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/ratings/srs,ratings,TeamSRS,External rating.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/recruiting/groups,recruiting,AggregatedTeamRecruiting,Position/group recruiting priors.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/recruiting/players,recruiting,Recruit,Player recruiting priors/entity links.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/recruiting/teams,recruiting,TeamRecruitingRanking,Team recruiting expectation.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/stats/game/advanced,stats,AdvancedGameStat,Advanced game state/validation.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/stats/season/advanced,stats,AdvancedSeasonStat,Advanced season-to-date features; point-in-time handling critical.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/stats/categories,stats,str,Reference.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/stats/game/havoc,stats,GameHavocStats,Disruption/havoc.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/stats/player/success/game,stats,PlayerGameSuccessRate,Player-game success.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/stats/player/season,stats,PlayerStat,Player season stats.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/stats/player/success,stats,PlayerSeasonSuccessRate,Player success.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/stats/season,stats,TeamStat,Team season stats.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/teams/fbs,teams,Team,FBS canonical team reference.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/teams/matchup,teams,Matchup,Historical matchup helper.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/roster,teams,RosterPlayer,Roster/player identity and physical attributes.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/talent,teams,TeamTalent,Team talent composite.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/teams,teams,Team,Canonical team/venue identity across classifications.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/teams/ats,teams,TeamATS,ATS research; careful market dependence.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-002,CollegeFootballData API,/venues,venues,Venue,Venue ID/lat/lon/timezone/elevation/capacity/surface/dome.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06
SRC-017,SEC Availability,availability report versions,W06_new_or_revalidated,player-game-report,status; publication/update; team; game,2024+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-018,Big Ten Availability,gameday availability report,W06_new_or_revalidated,player-game-report,player; team; status; game,2023+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-019,ACC Availability,availability report versions,W06_new_or_revalidated,player-game-report-version,Available/Probable/Questionable/Out; GTD game day,2025+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-020,Big 12 Availability,daily availability reports,W06_new_or_revalidated,player-game-report-version,available/probable/questionable/doubtful/out,2025+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-021,American Availability,gameday report,W06_new_or_revalidated,player-game-report,player; game; availability,2025+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-022,Sun Belt Availability,initial + gameday reports,W06_new_or_revalidated,player-game-report-version,player; status; report date,2025+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-023,CUSA Availability,availability reports,W06_new_or_revalidated,player-game-report-version,Out/Questionable + policy categories,2025+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-024,MAC Availability,gameday availability PDF,W06_new_or_revalidated,player-game-report,player; team; status,2024+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-025,CFP Availability,3-day/daily/final reports,W06_new_or_revalidated,player-game-report-version,available/probable/questionable/doubtful/out/GTD,2025-26+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-026,Open-Meteo Previous Runs,previous-runs API,W06_new_or_revalidated,model-grid-validtime-lead,previous_day1..7; model; run; valid time,mostly 2024+,PIT-safe with requested archived run/lead,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-026,Open-Meteo Single Runs,single-runs API,W06_new_or_revalidated,model-run-grid-forecast-hour,run UTC; valid time; weather variables,model-dependent,PIT-safe with init <= forecast cutoff,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-027,NOAA HRRR,HRRR archive,W06_new_or_revalidated,model-run-grid-forecast-hour,init time; forecast hour; grid variables,2014+,PIT-safe with init <= cutoff,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-028,NOAA NAM/GFS,forecast archives,W06_new_or_revalidated,model-run-grid-forecast-hour,init time; forecast hour; grid variables,NAM ~2007+; GFS varies,PIT-safe with init <= cutoff,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-032,The Odds API,historical odds endpoint,W06_new_or_revalidated,book-event-market-snapshot,bookmaker; market; price/point; snapshot date,2020-06-06+,Returns closest snapshot <= requested timestamp,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-033,SportsDataIO,injuries,W06_new_or_revalidated,player-status-observation,InjuryStatus; InjuryBodyPart; InjuryStartDate; InjuryNotes,vendor-dependent,PIT candidate if source/update time retained,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-033,SportsDataIO,betting market movement,W06_new_or_revalidated,book-market-observation,opening/current/closing; timestamp; book,vendor-dependent,PIT-safe if observation timestamp <= cutoff,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-034,Sportradar,20 NCAA football feeds,W06_new_or_revalidated,feed-specific,schedules; standings; rosters; PBP; stats; rankings,2013+,feed-specific,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-035,SIS,advanced CFB feeds,W06_new_or_revalidated,proprietary play/player,advanced player/team/play metrics,vendor-dependent,license/PIT review,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-037,Teamworks Coaching,tracking/tendency platform,W06_new_or_revalidated,snap/player/alignment,formation; motion; personnel; alignment; snap counts,vendor-dependent,research-only; license/PIT review,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-044,IRS,Form 990 XML,W06_new_or_revalidated,organization-filing,financial lines; EIN; tax year; filing,electronic filing era,historical aggregate only,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-049,NAIA PrestoStats,football stats,W06_new_or_revalidated,game/team/player,schedule; results; season/post-event stats,2021+ Presto; migration older,postgame stats for prior-game aggregates,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-050,NJCAA,football leaders/team stats,W06_new_or_revalidated,team/player-season,passing/rushing/receiving/defense/kicking,at least 2005-06 online,postgame stats for prior-game aggregates,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-055,NCAA Governance,age-based eligibility,W06_new_or_revalidated,rule-effective-date,eligibility model; effective/transition rules,2026+,safe by effective date,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
SRC-054,NCAA Governance,House roster-limit rules,W06_new_or_revalidated,rule-effective-date,roster limits/scholarship environment,2025+,safe by effective date,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06
