source_id,target_id,relationship,hard,source_basis
POST-EPIC-014,POST-STORY-043,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-024,POST-STORY-043,BLOCKS,true,Issue dependency contract
POST-SUBTASK-126,POST-STORY-043,BLOCKS,true,Issue dependency contract
POST-EPIC-014,POST-STORY-044,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-129,POST-STORY-044,BLOCKS,true,Issue dependency contract
POST-EPIC-015,POST-STORY-045,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-105,POST-STORY-045,BLOCKS,true,Issue dependency contract
POST-SUBTASK-114,POST-STORY-045,BLOCKS,true,Issue dependency contract
POST-SUBTASK-123,POST-STORY-045,BLOCKS,true,Issue dependency contract
POST-SUBTASK-132,POST-STORY-045,BLOCKS,true,Issue dependency contract
POST-EPIC-015,POST-STORY-046,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-009,POST-STORY-046,BLOCKS,true,Issue dependency contract
POST-SUBTASK-135,POST-STORY-046,BLOCKS,true,Issue dependency contract
POST-EPIC-015,POST-STORY-047,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-138,POST-STORY-047,BLOCKS,true,Issue dependency contract
POST-EPIC-016,POST-STORY-048,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-141,POST-STORY-048,BLOCKS,true,Issue dependency contract
POST-EPIC-016,POST-STORY-049,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-144,POST-STORY-049,BLOCKS,true,Issue dependency contract
POST-EPIC-016,POST-STORY-050,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-147,POST-STORY-050,BLOCKS,true,Issue dependency contract
POST-EPIC-017,POST-STORY-051,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-141,POST-STORY-051,BLOCKS,true,Issue dependency contract
POST-EPIC-017,POST-STORY-052,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-153,POST-STORY-052,BLOCKS,true,Issue dependency contract
POST-EPIC-017,POST-STORY-053,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-156,POST-STORY-053,BLOCKS,true,Issue dependency contract
POST-EPIC-018,POST-STORY-054,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-040,POST-STORY-054,BLOCKS,true,Issue dependency contract
POST-EPIC-018,POST-STORY-055,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-161,POST-STORY-055,BLOCKS,true,Issue dependency contract
POST-EPIC-018,POST-STORY-056,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-162,POST-STORY-056,BLOCKS,true,Issue dependency contract
POST-SUBTASK-163,POST-STORY-056,BLOCKS,true,Issue dependency contract
POST-SUBTASK-164,POST-STORY-056,BLOCKS,true,Issue dependency contract
POST-SUBTASK-167,POST-STORY-056,BLOCKS,true,Issue dependency contract
POST-SUBTASK-168,POST-STORY-056,BLOCKS,true,Issue dependency contract
POST-STORY-001,POST-SUBTASK-001,PARENT_CHILD,false,Canonical hierarchy
POST-STORY-001,POST-SUBTASK-002,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-001,POST-SUBTASK-002,BLOCKS,true,Issue dependency contract
POST-STORY-001,POST-SUBTASK-003,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-001,POST-SUBTASK-003,BLOCKS,true,Issue dependency contract
POST-SUBTASK-002,POST-SUBTASK-003,BLOCKS,true,Issue dependency contract
POST-STORY-002,POST-SUBTASK-004,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-001,POST-SUBTASK-004,BLOCKS,true,Issue dependency contract
POST-STORY-002,POST-SUBTASK-005,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-001,POST-SUBTASK-005,BLOCKS,true,Issue dependency contract
POST-SUBTASK-004,POST-SUBTASK-005,BLOCKS,true,Issue dependency contract
POST-STORY-002,POST-SUBTASK-006,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-001,POST-SUBTASK-006,BLOCKS,true,Issue dependency contract
POST-SUBTASK-004,POST-SUBTASK-006,BLOCKS,true,Issue dependency contract
POST-SUBTASK-005,POST-SUBTASK-006,BLOCKS,true,Issue dependency contract
POST-STORY-003,POST-SUBTASK-007,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-002,POST-SUBTASK-007,BLOCKS,true,Issue dependency contract
POST-SUBTASK-006,POST-SUBTASK-007,BLOCKS,true,Issue dependency contract
POST-STORY-003,POST-SUBTASK-008,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-002,POST-SUBTASK-008,BLOCKS,true,Issue dependency contract
POST-SUBTASK-006,POST-SUBTASK-008,BLOCKS,true,Issue dependency contract
POST-SUBTASK-007,POST-SUBTASK-008,BLOCKS,true,Issue dependency contract
POST-STORY-003,POST-SUBTASK-009,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-002,POST-SUBTASK-009,BLOCKS,true,Issue dependency contract
POST-SUBTASK-006,POST-SUBTASK-009,BLOCKS,true,Issue dependency contract
POST-SUBTASK-007,POST-SUBTASK-009,BLOCKS,true,Issue dependency contract
POST-SUBTASK-008,POST-SUBTASK-009,BLOCKS,true,Issue dependency contract
POST-STORY-004,POST-SUBTASK-010,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-009,POST-SUBTASK-010,BLOCKS,true,Issue dependency contract
POST-STORY-004,POST-SUBTASK-011,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-009,POST-SUBTASK-011,BLOCKS,true,Issue dependency contract
POST-SUBTASK-010,POST-SUBTASK-011,BLOCKS,true,Issue dependency contract
POST-STORY-004,POST-SUBTASK-012,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-009,POST-SUBTASK-012,BLOCKS,true,Issue dependency contract
POST-SUBTASK-010,POST-SUBTASK-012,BLOCKS,true,Issue dependency contract
POST-SUBTASK-011,POST-SUBTASK-012,BLOCKS,true,Issue dependency contract
POST-STORY-005,POST-SUBTASK-013,PARENT_CHILD,false,Canonical hierarchy
POST-STORY-005,POST-SUBTASK-014,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-013,POST-SUBTASK-014,BLOCKS,true,Issue dependency contract
POST-STORY-005,POST-SUBTASK-015,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-013,POST-SUBTASK-015,BLOCKS,true,Issue dependency contract
POST-SUBTASK-014,POST-SUBTASK-015,BLOCKS,true,Issue dependency contract
POST-STORY-006,POST-SUBTASK-016,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-015,POST-SUBTASK-016,BLOCKS,true,Issue dependency contract
POST-STORY-006,POST-SUBTASK-017,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-015,POST-SUBTASK-017,BLOCKS,true,Issue dependency contract
POST-SUBTASK-016,POST-SUBTASK-017,BLOCKS,true,Issue dependency contract
POST-STORY-006,POST-SUBTASK-018,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-015,POST-SUBTASK-018,BLOCKS,true,Issue dependency contract
POST-SUBTASK-016,POST-SUBTASK-018,BLOCKS,true,Issue dependency contract
POST-SUBTASK-017,POST-SUBTASK-018,BLOCKS,true,Issue dependency contract
POST-STORY-007,POST-SUBTASK-019,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-015,POST-SUBTASK-019,BLOCKS,true,Issue dependency contract
POST-STORY-007,POST-SUBTASK-020,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-015,POST-SUBTASK-020,BLOCKS,true,Issue dependency contract
POST-SUBTASK-019,POST-SUBTASK-020,BLOCKS,true,Issue dependency contract
POST-STORY-007,POST-SUBTASK-021,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-015,POST-SUBTASK-021,BLOCKS,true,Issue dependency contract
POST-SUBTASK-019,POST-SUBTASK-021,BLOCKS,true,Issue dependency contract
POST-SUBTASK-020,POST-SUBTASK-021,BLOCKS,true,Issue dependency contract
POST-STORY-008,POST-SUBTASK-022,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-018,POST-SUBTASK-022,BLOCKS,true,Issue dependency contract
POST-SUBTASK-021,POST-SUBTASK-022,BLOCKS,true,Issue dependency contract
POST-STORY-008,POST-SUBTASK-023,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-018,POST-SUBTASK-023,BLOCKS,true,Issue dependency contract
POST-SUBTASK-021,POST-SUBTASK-023,BLOCKS,true,Issue dependency contract
POST-SUBTASK-022,POST-SUBTASK-023,BLOCKS,true,Issue dependency contract
POST-STORY-008,POST-SUBTASK-024,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-018,POST-SUBTASK-024,BLOCKS,true,Issue dependency contract
POST-SUBTASK-021,POST-SUBTASK-024,BLOCKS,true,Issue dependency contract
POST-SUBTASK-022,POST-SUBTASK-024,BLOCKS,true,Issue dependency contract
POST-SUBTASK-023,POST-SUBTASK-024,BLOCKS,true,Issue dependency contract
POST-STORY-009,POST-SUBTASK-025,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-006,POST-SUBTASK-025,BLOCKS,true,Issue dependency contract
POST-SUBTASK-018,POST-SUBTASK-025,BLOCKS,true,Issue dependency contract
POST-SUBTASK-021,POST-SUBTASK-025,BLOCKS,true,Issue dependency contract
POST-SUBTASK-022,POST-SUBTASK-025,BLOCKS,true,Issue dependency contract
POST-STORY-009,POST-SUBTASK-026,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-006,POST-SUBTASK-026,BLOCKS,true,Issue dependency contract
POST-SUBTASK-018,POST-SUBTASK-026,BLOCKS,true,Issue dependency contract
POST-SUBTASK-021,POST-SUBTASK-026,BLOCKS,true,Issue dependency contract
POST-SUBTASK-022,POST-SUBTASK-026,BLOCKS,true,Issue dependency contract
POST-SUBTASK-025,POST-SUBTASK-026,BLOCKS,true,Issue dependency contract
POST-STORY-009,POST-SUBTASK-027,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-006,POST-SUBTASK-027,BLOCKS,true,Issue dependency contract
POST-SUBTASK-018,POST-SUBTASK-027,BLOCKS,true,Issue dependency contract
POST-SUBTASK-021,POST-SUBTASK-027,BLOCKS,true,Issue dependency contract
POST-SUBTASK-022,POST-SUBTASK-027,BLOCKS,true,Issue dependency contract
POST-SUBTASK-025,POST-SUBTASK-027,BLOCKS,true,Issue dependency contract
POST-SUBTASK-026,POST-SUBTASK-027,BLOCKS,true,Issue dependency contract
POST-STORY-010,POST-SUBTASK-028,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-027,POST-SUBTASK-028,BLOCKS,true,Issue dependency contract
POST-STORY-010,POST-SUBTASK-029,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-027,POST-SUBTASK-029,BLOCKS,true,Issue dependency contract
POST-SUBTASK-028,POST-SUBTASK-029,BLOCKS,true,Issue dependency contract
POST-STORY-010,POST-SUBTASK-030,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-027,POST-SUBTASK-030,BLOCKS,true,Issue dependency contract
POST-SUBTASK-028,POST-SUBTASK-030,BLOCKS,true,Issue dependency contract
POST-SUBTASK-029,POST-SUBTASK-030,BLOCKS,true,Issue dependency contract
POST-STORY-011,POST-SUBTASK-031,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-027,POST-SUBTASK-031,BLOCKS,true,Issue dependency contract
POST-SUBTASK-030,POST-SUBTASK-031,BLOCKS,true,Issue dependency contract
POST-STORY-011,POST-SUBTASK-032,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-027,POST-SUBTASK-032,BLOCKS,true,Issue dependency contract
POST-SUBTASK-030,POST-SUBTASK-032,BLOCKS,true,Issue dependency contract
POST-SUBTASK-031,POST-SUBTASK-032,BLOCKS,true,Issue dependency contract
POST-STORY-011,POST-SUBTASK-033,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-027,POST-SUBTASK-033,BLOCKS,true,Issue dependency contract
POST-SUBTASK-030,POST-SUBTASK-033,BLOCKS,true,Issue dependency contract
POST-SUBTASK-031,POST-SUBTASK-033,BLOCKS,true,Issue dependency contract
POST-SUBTASK-032,POST-SUBTASK-033,BLOCKS,true,Issue dependency contract
POST-STORY-012,POST-SUBTASK-034,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-033,POST-SUBTASK-034,BLOCKS,true,Issue dependency contract
POST-STORY-012,POST-SUBTASK-035,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-033,POST-SUBTASK-035,BLOCKS,true,Issue dependency contract
POST-SUBTASK-034,POST-SUBTASK-035,BLOCKS,true,Issue dependency contract
POST-STORY-012,POST-SUBTASK-036,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-033,POST-SUBTASK-036,BLOCKS,true,Issue dependency contract
POST-SUBTASK-034,POST-SUBTASK-036,BLOCKS,true,Issue dependency contract
POST-SUBTASK-035,POST-SUBTASK-036,BLOCKS,true,Issue dependency contract
POST-STORY-013,POST-SUBTASK-037,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-036,POST-SUBTASK-037,BLOCKS,true,Issue dependency contract
POST-STORY-013,POST-SUBTASK-038,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-036,POST-SUBTASK-038,BLOCKS,true,Issue dependency contract
POST-SUBTASK-037,POST-SUBTASK-038,BLOCKS,true,Issue dependency contract
POST-STORY-013,POST-SUBTASK-039,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-036,POST-SUBTASK-039,BLOCKS,true,Issue dependency contract
POST-SUBTASK-037,POST-SUBTASK-039,BLOCKS,true,Issue dependency contract
POST-SUBTASK-038,POST-SUBTASK-039,BLOCKS,true,Issue dependency contract
POST-STORY-014,POST-SUBTASK-040,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-039,POST-SUBTASK-040,BLOCKS,true,Issue dependency contract
POST-STORY-014,POST-SUBTASK-041,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-039,POST-SUBTASK-041,BLOCKS,true,Issue dependency contract
POST-SUBTASK-040,POST-SUBTASK-041,BLOCKS,true,Issue dependency contract
POST-STORY-014,POST-SUBTASK-042,PARENT_CHILD,false,Canonical hierarchy
POST-SUBTASK-039,POST-SUBTASK-042,BLOCKS,true,Issue dependency contract
