local_id,issue_type,execution_mode,workflow_state,ready,packet_path,directly_executable,aggregate_gate_only,parent_id,governance_traceability_gate
POST-EPIC-018,Epic,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-EPIC-018.md,false,true,,POST-SUBTASK-166
POST-STORY-001,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-001.md,false,true,POST-EPIC-001,POST-SUBTASK-009
POST-STORY-002,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-002.md,false,true,POST-EPIC-001,POST-SUBTASK-009
POST-STORY-003,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-003.md,false,true,POST-EPIC-001,POST-SUBTASK-009
POST-STORY-004,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-004.md,false,true,POST-EPIC-001,POST-SUBTASK-009
POST-STORY-005,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-005.md,false,true,POST-EPIC-002,POST-SUBTASK-024
POST-STORY-006,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-006.md,false,true,POST-EPIC-002,POST-SUBTASK-024
POST-STORY-007,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-007.md,false,true,POST-EPIC-002,POST-SUBTASK-024
POST-STORY-008,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-008.md,false,true,POST-EPIC-002,POST-SUBTASK-024
POST-STORY-009,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-009.md,false,true,POST-EPIC-003,POST-SUBTASK-033
POST-STORY-010,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-010.md,false,true,POST-EPIC-003,POST-SUBTASK-033
POST-STORY-011,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-011.md,false,true,POST-EPIC-003,POST-SUBTASK-033
POST-STORY-012,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-012.md,false,true,POST-EPIC-004,POST-SUBTASK-042
POST-STORY-013,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-013.md,false,true,POST-EPIC-004,POST-SUBTASK-042
POST-STORY-014,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-014.md,false,true,POST-EPIC-004,POST-SUBTASK-042
POST-STORY-015,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-015.md,false,true,POST-EPIC-005,POST-SUBTASK-051
POST-STORY-016,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-016.md,false,true,POST-EPIC-005,POST-SUBTASK-051
POST-STORY-017,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-017.md,false,true,POST-EPIC-005,POST-SUBTASK-051
POST-STORY-018,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-018.md,false,true,POST-EPIC-006,POST-SUBTASK-060
POST-STORY-019,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-019.md,false,true,POST-EPIC-006,POST-SUBTASK-060
POST-STORY-020,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-020.md,false,true,POST-EPIC-006,POST-SUBTASK-060
POST-STORY-021,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-021.md,false,true,POST-EPIC-007,POST-SUBTASK-069
POST-STORY-022,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-022.md,false,true,POST-EPIC-007,POST-SUBTASK-069
POST-STORY-023,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-023.md,false,true,POST-EPIC-007,POST-SUBTASK-069
POST-STORY-024,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-024.md,false,true,POST-EPIC-008,POST-SUBTASK-078
POST-STORY-025,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-025.md,false,true,POST-EPIC-008,POST-SUBTASK-078
POST-STORY-026,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-026.md,false,true,POST-EPIC-008,POST-SUBTASK-078
POST-STORY-027,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-027.md,false,true,POST-EPIC-009,POST-SUBTASK-087
POST-STORY-028,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-028.md,false,true,POST-EPIC-009,POST-SUBTASK-087
POST-STORY-029,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-029.md,false,true,POST-EPIC-009,POST-SUBTASK-087
POST-STORY-030,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-030.md,false,true,POST-EPIC-010,POST-SUBTASK-096
POST-STORY-031,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-031.md,false,true,POST-EPIC-010,POST-SUBTASK-096
POST-STORY-032,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-032.md,false,true,POST-EPIC-010,POST-SUBTASK-096
POST-STORY-033,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-033.md,false,true,POST-EPIC-011,POST-SUBTASK-105
POST-STORY-034,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-034.md,false,true,POST-EPIC-011,POST-SUBTASK-105
POST-STORY-035,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-035.md,false,true,POST-EPIC-011,POST-SUBTASK-105
POST-STORY-036,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-036.md,false,true,POST-EPIC-012,POST-SUBTASK-114
POST-STORY-037,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-037.md,false,true,POST-EPIC-012,POST-SUBTASK-114
POST-STORY-038,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-038.md,false,true,POST-EPIC-012,POST-SUBTASK-114
POST-STORY-039,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-039.md,false,true,POST-EPIC-013,POST-SUBTASK-123
POST-STORY-040,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-040.md,false,true,POST-EPIC-013,POST-SUBTASK-123
POST-STORY-041,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-041.md,false,true,POST-EPIC-013,POST-SUBTASK-123
POST-STORY-042,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-042.md,false,true,POST-EPIC-014,POST-SUBTASK-132
POST-STORY-043,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-043.md,false,true,POST-EPIC-014,POST-SUBTASK-132
POST-STORY-044,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-044.md,false,true,POST-EPIC-014,POST-SUBTASK-132
POST-STORY-045,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-045.md,false,true,POST-EPIC-015,POST-SUBTASK-141
POST-STORY-046,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-046.md,false,true,POST-EPIC-015,POST-SUBTASK-141
POST-STORY-047,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-047.md,false,true,POST-EPIC-015,POST-SUBTASK-141
POST-STORY-048,Story,AGGREGATE_GATE,DEFERRED,false,jira/ai/work_packets/POST-STORY-048.md,false,true,POST-EPIC-016,POST-SUBTASK-150
POST-STORY-049,Story,AGGREGATE_GATE,DEFERRED,false,jira/ai/work_packets/POST-STORY-049.md,false,true,POST-EPIC-016,POST-SUBTASK-150
POST-STORY-050,Story,AGGREGATE_GATE,DEFERRED,false,jira/ai/work_packets/POST-STORY-050.md,false,true,POST-EPIC-016,POST-SUBTASK-150
POST-STORY-051,Story,AGGREGATE_GATE,DEFERRED,false,jira/ai/work_packets/POST-STORY-051.md,false,true,POST-EPIC-017,POST-SUBTASK-159
POST-STORY-052,Story,AGGREGATE_GATE,DEFERRED,false,jira/ai/work_packets/POST-STORY-052.md,false,true,POST-EPIC-017,POST-SUBTASK-159
POST-STORY-053,Story,AGGREGATE_GATE,DEFERRED,false,jira/ai/work_packets/POST-STORY-053.md,false,true,POST-EPIC-017,POST-SUBTASK-159
POST-STORY-054,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-054.md,false,true,POST-EPIC-018,POST-SUBTASK-040
POST-STORY-055,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-055.md,false,true,POST-EPIC-018,POST-SUBTASK-161
POST-STORY-056,Story,AGGREGATE_GATE,BACKLOG,false,jira/ai/work_packets/POST-STORY-056.md,false,true,POST-EPIC-018,POST-SUBTASK-164
POST-SUBTASK-001,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-001.md,true,false,POST-STORY-001,POST-SUBTASK-009
POST-SUBTASK-002,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-002.md,true,false,POST-STORY-001,POST-SUBTASK-009
POST-SUBTASK-003,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-003.md,true,false,POST-STORY-001,POST-SUBTASK-009
POST-SUBTASK-004,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-004.md,true,false,POST-STORY-002,POST-SUBTASK-009
POST-SUBTASK-005,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-005.md,true,false,POST-STORY-002,POST-SUBTASK-009
POST-SUBTASK-006,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-006.md,true,false,POST-STORY-002,POST-SUBTASK-009
POST-SUBTASK-007,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-007.md,true,false,POST-STORY-003,POST-SUBTASK-009
POST-SUBTASK-008,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-008.md,true,false,POST-STORY-003,POST-SUBTASK-009
POST-SUBTASK-009,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-009.md,true,false,POST-STORY-003,POST-SUBTASK-009
POST-SUBTASK-010,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-010.md,true,false,POST-STORY-004,POST-SUBTASK-009
POST-SUBTASK-011,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-011.md,true,false,POST-STORY-004,POST-SUBTASK-009
POST-SUBTASK-012,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-012.md,true,false,POST-STORY-004,POST-SUBTASK-009
POST-SUBTASK-013,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-013.md,true,false,POST-STORY-005,POST-SUBTASK-024
POST-SUBTASK-014,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-014.md,true,false,POST-STORY-005,POST-SUBTASK-024
POST-SUBTASK-015,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-015.md,true,false,POST-STORY-005,POST-SUBTASK-024
POST-SUBTASK-016,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-016.md,true,false,POST-STORY-006,POST-SUBTASK-024
POST-SUBTASK-017,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-017.md,true,false,POST-STORY-006,POST-SUBTASK-024
POST-SUBTASK-018,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-018.md,true,false,POST-STORY-006,POST-SUBTASK-024
POST-SUBTASK-019,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-019.md,true,false,POST-STORY-007,POST-SUBTASK-024
POST-SUBTASK-020,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-020.md,true,false,POST-STORY-007,POST-SUBTASK-024
POST-SUBTASK-021,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-021.md,true,false,POST-STORY-007,POST-SUBTASK-024
POST-SUBTASK-022,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-022.md,true,false,POST-STORY-008,POST-SUBTASK-024
POST-SUBTASK-023,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-023.md,true,false,POST-STORY-008,POST-SUBTASK-024
POST-SUBTASK-025,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-025.md,true,false,POST-STORY-009,POST-SUBTASK-033
POST-SUBTASK-026,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-026.md,true,false,POST-STORY-009,POST-SUBTASK-033
POST-SUBTASK-027,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-027.md,true,false,POST-STORY-009,POST-SUBTASK-033
POST-SUBTASK-028,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-028.md,true,false,POST-STORY-010,POST-SUBTASK-033
POST-SUBTASK-029,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-029.md,true,false,POST-STORY-010,POST-SUBTASK-033
POST-SUBTASK-030,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-030.md,true,false,POST-STORY-010,POST-SUBTASK-033
POST-SUBTASK-031,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-031.md,true,false,POST-STORY-011,POST-SUBTASK-033
POST-SUBTASK-032,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-032.md,true,false,POST-STORY-011,POST-SUBTASK-033
POST-SUBTASK-033,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-033.md,true,false,POST-STORY-011,POST-SUBTASK-033
POST-SUBTASK-034,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-034.md,true,false,POST-STORY-012,POST-SUBTASK-042
POST-SUBTASK-035,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-035.md,true,false,POST-STORY-012,POST-SUBTASK-042
POST-SUBTASK-036,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-036.md,true,false,POST-STORY-012,POST-SUBTASK-042
POST-SUBTASK-037,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-037.md,true,false,POST-STORY-013,POST-SUBTASK-042
POST-SUBTASK-038,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-038.md,true,false,POST-STORY-013,POST-SUBTASK-042
POST-SUBTASK-039,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-039.md,true,false,POST-STORY-013,POST-SUBTASK-042
POST-SUBTASK-040,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-040.md,true,false,POST-STORY-014,POST-SUBTASK-042
POST-SUBTASK-041,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-041.md,true,false,POST-STORY-014,POST-SUBTASK-042
POST-SUBTASK-042,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-042.md,true,false,POST-STORY-014,POST-SUBTASK-042
POST-SUBTASK-043,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-043.md,true,false,POST-STORY-015,POST-SUBTASK-051
POST-SUBTASK-044,Subtask,ATOMIC_EXECUTION,DONE,false,jira/ai/work_packets/POST-SUBTASK-044.md,true,false,POST-STORY-015,POST-SUBTASK-051
POST-SUBTASK-046,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-046.md,true,false,POST-STORY-016,POST-SUBTASK-051
POST-SUBTASK-047,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-047.md,true,false,POST-STORY-016,POST-SUBTASK-051
POST-SUBTASK-048,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-048.md,true,false,POST-STORY-016,POST-SUBTASK-051
POST-SUBTASK-049,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-049.md,true,false,POST-STORY-017,POST-SUBTASK-051
POST-SUBTASK-050,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-050.md,true,false,POST-STORY-017,POST-SUBTASK-051
POST-SUBTASK-051,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-051.md,true,false,POST-STORY-017,POST-SUBTASK-051
POST-SUBTASK-052,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-052.md,true,false,POST-STORY-018,POST-SUBTASK-060
POST-SUBTASK-053,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-053.md,true,false,POST-STORY-018,POST-SUBTASK-060
POST-SUBTASK-054,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-054.md,true,false,POST-STORY-018,POST-SUBTASK-060
POST-SUBTASK-055,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-055.md,true,false,POST-STORY-019,POST-SUBTASK-060
POST-SUBTASK-056,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-056.md,true,false,POST-STORY-019,POST-SUBTASK-060
POST-SUBTASK-057,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-057.md,true,false,POST-STORY-019,POST-SUBTASK-060
POST-SUBTASK-058,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-058.md,true,false,POST-STORY-020,POST-SUBTASK-060
POST-SUBTASK-059,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-059.md,true,false,POST-STORY-020,POST-SUBTASK-060
POST-SUBTASK-060,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-060.md,true,false,POST-STORY-020,POST-SUBTASK-060
POST-SUBTASK-061,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-061.md,true,false,POST-STORY-021,POST-SUBTASK-069
POST-SUBTASK-062,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-062.md,true,false,POST-STORY-021,POST-SUBTASK-069
POST-SUBTASK-063,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-063.md,true,false,POST-STORY-021,POST-SUBTASK-069
POST-SUBTASK-064,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-064.md,true,false,POST-STORY-022,POST-SUBTASK-069
POST-SUBTASK-065,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-065.md,true,false,POST-STORY-022,POST-SUBTASK-069
POST-SUBTASK-066,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-066.md,true,false,POST-STORY-022,POST-SUBTASK-069
POST-SUBTASK-067,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-067.md,true,false,POST-STORY-023,POST-SUBTASK-069
POST-SUBTASK-068,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-068.md,true,false,POST-STORY-023,POST-SUBTASK-069
POST-SUBTASK-069,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-069.md,true,false,POST-STORY-023,POST-SUBTASK-069
POST-SUBTASK-070,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-070.md,true,false,POST-STORY-024,POST-SUBTASK-078
POST-SUBTASK-071,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-071.md,true,false,POST-STORY-024,POST-SUBTASK-078
POST-SUBTASK-072,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-072.md,true,false,POST-STORY-024,POST-SUBTASK-078
POST-SUBTASK-073,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-073.md,true,false,POST-STORY-025,POST-SUBTASK-078
POST-SUBTASK-074,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-074.md,true,false,POST-STORY-025,POST-SUBTASK-078
POST-SUBTASK-075,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-075.md,true,false,POST-STORY-025,POST-SUBTASK-078
POST-SUBTASK-076,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-076.md,true,false,POST-STORY-026,POST-SUBTASK-078
POST-SUBTASK-077,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-077.md,true,false,POST-STORY-026,POST-SUBTASK-078
POST-SUBTASK-078,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-078.md,true,false,POST-STORY-026,POST-SUBTASK-078
POST-SUBTASK-079,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-079.md,true,false,POST-STORY-027,POST-SUBTASK-087
POST-SUBTASK-080,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-080.md,true,false,POST-STORY-027,POST-SUBTASK-087
POST-SUBTASK-081,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-081.md,true,false,POST-STORY-027,POST-SUBTASK-087
POST-SUBTASK-082,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-082.md,true,false,POST-STORY-028,POST-SUBTASK-087
POST-SUBTASK-083,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-083.md,true,false,POST-STORY-028,POST-SUBTASK-087
POST-SUBTASK-084,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-084.md,true,false,POST-STORY-028,POST-SUBTASK-087
POST-SUBTASK-085,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-085.md,true,false,POST-STORY-029,POST-SUBTASK-087
POST-SUBTASK-086,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-086.md,true,false,POST-STORY-029,POST-SUBTASK-087
POST-SUBTASK-087,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-087.md,true,false,POST-STORY-029,POST-SUBTASK-087
POST-SUBTASK-088,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-088.md,true,false,POST-STORY-030,POST-SUBTASK-096
POST-SUBTASK-089,Subtask,ATOMIC_EXECUTION,BLOCKED,false,jira/ai/work_packets/POST-SUBTASK-089.md,true,false,POST-STORY-030,POST-SUBTASK-096
