local_id,issue_type,parent_id,epic_id,depth,import_id,parent_import_id
TASK-152,Task,EPIC-027,EPIC-027,1,100255,100027
TASK-153,Task,EPIC-027,EPIC-027,1,100256,100027
TASK-154,Task,EPIC-027,EPIC-027,1,100257,100027
TASK-155,Task,EPIC-027,EPIC-027,1,100258,100027
TASK-156,Task,EPIC-027,EPIC-027,1,100259,100027
TASK-157,Task,EPIC-027,EPIC-027,1,100260,100027
TASK-158,Task,EPIC-028,EPIC-028,1,100261,100028
TASK-159,Task,EPIC-028,EPIC-028,1,100262,100028
TASK-160,Task,EPIC-028,EPIC-028,1,100263,100028
TASK-161,Task,EPIC-028,EPIC-028,1,100264,100028
TASK-162,Task,EPIC-028,EPIC-028,1,100265,100028
TASK-163,Task,EPIC-028,EPIC-028,1,100266,100028
TASK-164,Task,EPIC-029,EPIC-029,1,100267,100029
TASK-165,Task,EPIC-029,EPIC-029,1,100268,100029
TASK-166,Task,EPIC-029,EPIC-029,1,100269,100029
TASK-167,Task,EPIC-029,EPIC-029,1,100270,100029
TASK-168,Task,EPIC-029,EPIC-029,1,100271,100029
TASK-169,Task,EPIC-030,EPIC-030,1,100272,100030
TASK-170,Task,EPIC-030,EPIC-030,1,100273,100030
TASK-171,Task,EPIC-030,EPIC-030,1,100274,100030
TASK-172,Task,EPIC-030,EPIC-030,1,100275,100030
TASK-173,Task,EPIC-031,EPIC-031,1,100276,100031
TASK-174,Task,EPIC-031,EPIC-031,1,100277,100031
TASK-175,Task,EPIC-031,EPIC-031,1,100278,100031
TASK-176,Task,EPIC-031,EPIC-031,1,100279,100031
TASK-177,Task,EPIC-031,EPIC-031,1,100280,100031
TASK-178,Task,EPIC-031,EPIC-031,1,100281,100031
TASK-179,Task,EPIC-032,EPIC-032,1,100282,100032
TASK-180,Task,EPIC-032,EPIC-032,1,100283,100032
TASK-181,Task,EPIC-032,EPIC-032,1,100284,100032
TASK-182,Task,EPIC-032,EPIC-032,1,100285,100032
TASK-183,Task,EPIC-032,EPIC-032,1,100286,100032
TASK-184,Task,EPIC-032,EPIC-032,1,100287,100032
TASK-185,Task,EPIC-033,EPIC-033,1,100288,100033
TASK-186,Task,EPIC-033,EPIC-033,1,100289,100033
TASK-187,Task,EPIC-033,EPIC-033,1,100290,100033
TASK-188,Task,EPIC-033,EPIC-033,1,100291,100033
TASK-189,Task,EPIC-033,EPIC-033,1,100292,100033
TASK-190,Task,EPIC-002,EPIC-002,1,100293,100002
TASK-191,Task,EPIC-003,EPIC-003,1,100294,100003
TASK-192,Task,EPIC-003,EPIC-003,1,100295,100003
TASK-193,Task,EPIC-009,EPIC-009,1,100296,100009
TASK-194,Task,EPIC-006,EPIC-006,1,100297,100006
TASK-195,Task,EPIC-012,EPIC-012,1,100298,100012
TASK-196,Task,EPIC-022,EPIC-022,1,100299,100022
TASK-197,Task,EPIC-004,EPIC-004,1,100300,100004
TASK-198,Task,EPIC-012,EPIC-012,1,100301,100012
TASK-199,Task,EPIC-031,EPIC-031,1,100302,100031
TASK-200,Task,EPIC-010,EPIC-010,1,100303,100010
TASK-201,Task,EPIC-014,EPIC-014,1,100304,100014
POST-SUBTASK-001,Subtask,POST-STORY-001,POST-EPIC-001,2,100305,100051
POST-SUBTASK-002,Subtask,POST-STORY-001,POST-EPIC-001,2,100306,100051
POST-SUBTASK-003,Subtask,POST-STORY-001,POST-EPIC-001,2,100307,100051
POST-SUBTASK-004,Subtask,POST-STORY-002,POST-EPIC-001,2,100308,100052
POST-SUBTASK-005,Subtask,POST-STORY-002,POST-EPIC-001,2,100309,100052
POST-SUBTASK-006,Subtask,POST-STORY-002,POST-EPIC-001,2,100310,100052
POST-SUBTASK-007,Subtask,POST-STORY-003,POST-EPIC-001,2,100311,100053
POST-SUBTASK-008,Subtask,POST-STORY-003,POST-EPIC-001,2,100312,100053
POST-SUBTASK-009,Subtask,POST-STORY-003,POST-EPIC-001,2,100313,100053
POST-SUBTASK-010,Subtask,POST-STORY-004,POST-EPIC-001,2,100314,100054
POST-SUBTASK-011,Subtask,POST-STORY-004,POST-EPIC-001,2,100315,100054
POST-SUBTASK-012,Subtask,POST-STORY-004,POST-EPIC-001,2,100316,100054
POST-SUBTASK-013,Subtask,POST-STORY-005,POST-EPIC-002,2,100317,100055
POST-SUBTASK-014,Subtask,POST-STORY-005,POST-EPIC-002,2,100318,100055
POST-SUBTASK-015,Subtask,POST-STORY-005,POST-EPIC-002,2,100319,100055
POST-SUBTASK-016,Subtask,POST-STORY-006,POST-EPIC-002,2,100320,100056
POST-SUBTASK-017,Subtask,POST-STORY-006,POST-EPIC-002,2,100321,100056
POST-SUBTASK-018,Subtask,POST-STORY-006,POST-EPIC-002,2,100322,100056
POST-SUBTASK-019,Subtask,POST-STORY-007,POST-EPIC-002,2,100323,100057
POST-SUBTASK-020,Subtask,POST-STORY-007,POST-EPIC-002,2,100324,100057
POST-SUBTASK-021,Subtask,POST-STORY-007,POST-EPIC-002,2,100325,100057
POST-SUBTASK-022,Subtask,POST-STORY-008,POST-EPIC-002,2,100326,100058
POST-SUBTASK-023,Subtask,POST-STORY-008,POST-EPIC-002,2,100327,100058
POST-SUBTASK-024,Subtask,POST-STORY-008,POST-EPIC-002,2,100328,100058
POST-SUBTASK-025,Subtask,POST-STORY-009,POST-EPIC-003,2,100329,100059
POST-SUBTASK-026,Subtask,POST-STORY-009,POST-EPIC-003,2,100330,100059
POST-SUBTASK-027,Subtask,POST-STORY-009,POST-EPIC-003,2,100331,100059
POST-SUBTASK-028,Subtask,POST-STORY-010,POST-EPIC-003,2,100332,100060
POST-SUBTASK-029,Subtask,POST-STORY-010,POST-EPIC-003,2,100333,100060
POST-SUBTASK-030,Subtask,POST-STORY-010,POST-EPIC-003,2,100334,100060
POST-SUBTASK-031,Subtask,POST-STORY-011,POST-EPIC-003,2,100335,100061
POST-SUBTASK-032,Subtask,POST-STORY-011,POST-EPIC-003,2,100336,100061
POST-SUBTASK-033,Subtask,POST-STORY-011,POST-EPIC-003,2,100337,100061
POST-SUBTASK-034,Subtask,POST-STORY-012,POST-EPIC-004,2,100338,100062
POST-SUBTASK-035,Subtask,POST-STORY-012,POST-EPIC-004,2,100339,100062
POST-SUBTASK-036,Subtask,POST-STORY-012,POST-EPIC-004,2,100340,100062
POST-SUBTASK-037,Subtask,POST-STORY-013,POST-EPIC-004,2,100341,100063
POST-SUBTASK-038,Subtask,POST-STORY-013,POST-EPIC-004,2,100342,100063
POST-SUBTASK-039,Subtask,POST-STORY-013,POST-EPIC-004,2,100343,100063
POST-SUBTASK-040,Subtask,POST-STORY-014,POST-EPIC-004,2,100344,100064
POST-SUBTASK-041,Subtask,POST-STORY-014,POST-EPIC-004,2,100345,100064
POST-SUBTASK-042,Subtask,POST-STORY-014,POST-EPIC-004,2,100346,100064
POST-SUBTASK-043,Subtask,POST-STORY-015,POST-EPIC-005,2,100347,100065
POST-SUBTASK-044,Subtask,POST-STORY-015,POST-EPIC-005,2,100348,100065
POST-SUBTASK-045,Subtask,POST-STORY-015,POST-EPIC-005,2,100349,100065
POST-SUBTASK-046,Subtask,POST-STORY-016,POST-EPIC-005,2,100350,100066
POST-SUBTASK-047,Subtask,POST-STORY-016,POST-EPIC-005,2,100351,100066
POST-SUBTASK-048,Subtask,POST-STORY-016,POST-EPIC-005,2,100352,100066
POST-SUBTASK-049,Subtask,POST-STORY-017,POST-EPIC-005,2,100353,100067
POST-SUBTASK-050,Subtask,POST-STORY-017,POST-EPIC-005,2,100354,100067
POST-SUBTASK-051,Subtask,POST-STORY-017,POST-EPIC-005,2,100355,100067
POST-SUBTASK-052,Subtask,POST-STORY-018,POST-EPIC-006,2,100356,100068
POST-SUBTASK-053,Subtask,POST-STORY-018,POST-EPIC-006,2,100357,100068
POST-SUBTASK-054,Subtask,POST-STORY-018,POST-EPIC-006,2,100358,100068
POST-SUBTASK-055,Subtask,POST-STORY-019,POST-EPIC-006,2,100359,100069
POST-SUBTASK-056,Subtask,POST-STORY-019,POST-EPIC-006,2,100360,100069
POST-SUBTASK-057,Subtask,POST-STORY-019,POST-EPIC-006,2,100361,100069
POST-SUBTASK-058,Subtask,POST-STORY-020,POST-EPIC-006,2,100362,100070
POST-SUBTASK-059,Subtask,POST-STORY-020,POST-EPIC-006,2,100363,100070
POST-SUBTASK-060,Subtask,POST-STORY-020,POST-EPIC-006,2,100364,100070
POST-SUBTASK-061,Subtask,POST-STORY-021,POST-EPIC-007,2,100365,100071
POST-SUBTASK-062,Subtask,POST-STORY-021,POST-EPIC-007,2,100366,100071
POST-SUBTASK-063,Subtask,POST-STORY-021,POST-EPIC-007,2,100367,100071
POST-SUBTASK-064,Subtask,POST-STORY-022,POST-EPIC-007,2,100368,100072
POST-SUBTASK-065,Subtask,POST-STORY-022,POST-EPIC-007,2,100369,100072
POST-SUBTASK-066,Subtask,POST-STORY-022,POST-EPIC-007,2,100370,100072
POST-SUBTASK-067,Subtask,POST-STORY-023,POST-EPIC-007,2,100371,100073
POST-SUBTASK-068,Subtask,POST-STORY-023,POST-EPIC-007,2,100372,100073
POST-SUBTASK-069,Subtask,POST-STORY-023,POST-EPIC-007,2,100373,100073
POST-SUBTASK-070,Subtask,POST-STORY-024,POST-EPIC-008,2,100374,100074
POST-SUBTASK-071,Subtask,POST-STORY-024,POST-EPIC-008,2,100375,100074
POST-SUBTASK-072,Subtask,POST-STORY-024,POST-EPIC-008,2,100376,100074
POST-SUBTASK-073,Subtask,POST-STORY-025,POST-EPIC-008,2,100377,100075
POST-SUBTASK-074,Subtask,POST-STORY-025,POST-EPIC-008,2,100378,100075
POST-SUBTASK-075,Subtask,POST-STORY-025,POST-EPIC-008,2,100379,100075
POST-SUBTASK-076,Subtask,POST-STORY-026,POST-EPIC-008,2,100380,100076
POST-SUBTASK-077,Subtask,POST-STORY-026,POST-EPIC-008,2,100381,100076
POST-SUBTASK-078,Subtask,POST-STORY-026,POST-EPIC-008,2,100382,100076
POST-SUBTASK-079,Subtask,POST-STORY-027,POST-EPIC-009,2,100383,100077
POST-SUBTASK-080,Subtask,POST-STORY-027,POST-EPIC-009,2,100384,100077
POST-SUBTASK-081,Subtask,POST-STORY-027,POST-EPIC-009,2,100385,100077
POST-SUBTASK-082,Subtask,POST-STORY-028,POST-EPIC-009,2,100386,100078
POST-SUBTASK-083,Subtask,POST-STORY-028,POST-EPIC-009,2,100387,100078
POST-SUBTASK-084,Subtask,POST-STORY-028,POST-EPIC-009,2,100388,100078
POST-SUBTASK-085,Subtask,POST-STORY-029,POST-EPIC-009,2,100389,100079
POST-SUBTASK-086,Subtask,POST-STORY-029,POST-EPIC-009,2,100390,100079
POST-SUBTASK-087,Subtask,POST-STORY-029,POST-EPIC-009,2,100391,100079
POST-SUBTASK-088,Subtask,POST-STORY-030,POST-EPIC-010,2,100392,100080
POST-SUBTASK-089,Subtask,POST-STORY-030,POST-EPIC-010,2,100393,100080
POST-SUBTASK-090,Subtask,POST-STORY-030,POST-EPIC-010,2,100394,100080
POST-SUBTASK-091,Subtask,POST-STORY-031,POST-EPIC-010,2,100395,100081
POST-SUBTASK-092,Subtask,POST-STORY-031,POST-EPIC-010,2,100396,100081
POST-SUBTASK-093,Subtask,POST-STORY-031,POST-EPIC-010,2,100397,100081
POST-SUBTASK-094,Subtask,POST-STORY-032,POST-EPIC-010,2,100398,100082
POST-SUBTASK-095,Subtask,POST-STORY-032,POST-EPIC-010,2,100399,100082
POST-SUBTASK-096,Subtask,POST-STORY-032,POST-EPIC-010,2,100400,100082
POST-SUBTASK-097,Subtask,POST-STORY-033,POST-EPIC-011,2,100401,100083
POST-SUBTASK-098,Subtask,POST-STORY-033,POST-EPIC-011,2,100402,100083
POST-SUBTASK-099,Subtask,POST-STORY-033,POST-EPIC-011,2,100403,100083
POST-SUBTASK-100,Subtask,POST-STORY-034,POST-EPIC-011,2,100404,100084
POST-SUBTASK-101,Subtask,POST-STORY-034,POST-EPIC-011,2,100405,100084
POST-SUBTASK-102,Subtask,POST-STORY-034,POST-EPIC-011,2,100406,100084
POST-SUBTASK-103,Subtask,POST-STORY-035,POST-EPIC-011,2,100407,100085
POST-SUBTASK-104,Subtask,POST-STORY-035,POST-EPIC-011,2,100408,100085
