task_id,source_status,jira_workflow_state,historical_classification,scoped_maturity,evidence_state,related_post_wave_issue,interpretation
TASK-017,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-018,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-019,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-020,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-021,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-022,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-023,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-024,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-025,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-026,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-027,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-028,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-029,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-030,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-123,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-031,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-032,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-033,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-034,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-035,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-036,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-037,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-038,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-039,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-040,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-041,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-042,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-043,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-044,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-045,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-046,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-047,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-048,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-049,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-050,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-051,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-052,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-053,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-054,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-055,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-056,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-057,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-058,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-059,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-060,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-061,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-062,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-063,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-064,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-065,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-066,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-067,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-033,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-068,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-069,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-070,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-071,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-072,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-073,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-074,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-075,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-076,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-077,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-078,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-079,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-080,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-081,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-082,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-083,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-084,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-085,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-086,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-051,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-087,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-060,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-088,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-089,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-090,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-091,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-092,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-093,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-094,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-087,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-095,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-096,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-097,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-098,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-099,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-100,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-101,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-102,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-103,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-104,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-105,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-106,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-107,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-108,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-109,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-110,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-111,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-112,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-087,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-113,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-114,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-115,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-096,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-116,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-117,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-118,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-119,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-120,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-069,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-121,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-122,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-123,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-124,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-125,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-051,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-126,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-127,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-128,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-129,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-130,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-131,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-132,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-133,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-134,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-135,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-136,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-137,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-105,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-138,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-123,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-139,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,CONTRACT_DEFINED,VERIFIED,POST-SUBTASK-141,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-140,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-141,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-142,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-143,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
TASK-144,DONE,DONE,HISTORICAL_SCOPED_COMPLETED,FUNCTIONAL_STARTER,VERIFIED,POST-SUBTASK-078,Original scoped completion only; post-wave issue carries any higher-maturity obligation.
