path,w17_size_bytes,w17_sha256,w18_size_bytes,w18_sha256,status
configs/architecture_registry.json,14629,a13ada012009709d0511c6e043e6b38306e44d6a1c0572792108ab9e6ea1c91c,14629,a13ada012009709d0511c6e043e6b38306e44d6a1c0572792108ab9e6ea1c91c,UNCHANGED
configs/backlog_policy.json,1693,5a111297510f76a5b4a7247bdcfcd48076c83bb802d04a2991433fc1bcd76f37,1926,2c570c0d260ea4b5f2c211f474928ffede7253ca7e5d1659e007c93638ae6a8e,MODIFIED_CUMULATIVELY
configs/bas_science_registry.json,1799,d4eb21b5902d084824f1965ba116260e99771ba59045674dee662511bd6cf808,1799,d4eb21b5902d084824f1965ba116260e99771ba59045674dee662511bd6cf808,UNCHANGED
configs/context_intelligence_registry.json,1849,8f9b7cbd0de5b9ec32e5f68802da1d548c68bd5117778fd6553ce1c08408cfb6,1849,8f9b7cbd0de5b9ec32e5f68802da1d548c68bd5117778fd6553ce1c08408cfb6,UNCHANGED
configs/entity_registry.json,16533,66f4c69f830e34c23745b42bbcbc98b482bf141c3cb8a0e49bfd32c7fc99c647,16533,66f4c69f830e34c23745b42bbcbc98b482bf141c3cb8a0e49bfd32c7fc99c647,UNCHANGED
configs/feature_lifecycle_registry.json,2033,66b7549d373507277498bb945ae9923704d7097f14a36240fac3d331fcb1a943,2033,66b7549d373507277498bb945ae9923704d7097f14a36240fac3d331fcb1a943,UNCHANGED
configs/hydration_manifest.json,40045,59dfafa11d044c94b8610bd097cd26f4a8305be66977e4057914c13bb2446dc8,53526,5509565c04e5231109f884bae9fe9f3d57cde2d750febd4ff41de2ebff296e17,MODIFIED_CUMULATIVELY
configs/implementation_plan.json,176093,326f23b3159e350ffd8725cbe0032a00e2175d12c082030b61468f4275a1a018,178101,d3eb1bcbf47ec32a7d2db5c5e5280cf7f33772528a3dc4d731bc42c81ee266d2,MODIFIED_CUMULATIVELY
configs/model_architecture_registry.json,1913,635228c63cf38a044b3b6fa8a6779aed2c577ebd2f492b9b45d0e0f1727fb820,1913,635228c63cf38a044b3b6fa8a6779aed2c577ebd2f492b9b45d0e0f1727fb820,UNCHANGED
configs/player_intelligence_registry.json,2615,7ef331f15d8e341e823be1089d5f136fa8c00dbbdccf70d164002146c9e89a22,2615,7ef331f15d8e341e823be1089d5f136fa8c00dbbdccf70d164002146c9e89a22,UNCHANGED
configs/raw_feature_registry.json,3789,2e88c24bff06accc1231aad953e9657f7a52158983de4cf24586a95b16c44f69,3789,2e88c24bff06accc1231aad953e9657f7a52158983de4cf24586a95b16c44f69,UNCHANGED
configs/repository_policy.json,1004,4e46a40ce4fe6d1bc8faa049c5f74aad5db1fe01eb0be2b431b9d25b41132839,1004,4e46a40ce4fe6d1bc8faa049c5f74aad5db1fe01eb0be2b431b9d25b41132839,UNCHANGED
configs/tamu_specialization_registry.json,1816,f30bc0fa6c9f939cac8327cfc8e00120ee8ffacef6fdc10c6934e20f67038d48,1816,f30bc0fa6c9f939cac8327cfc8e00120ee8ffacef6fdc10c6934e20f67038d48,UNCHANGED
configs/team_state_registry.json,2898,5342e3ba89afa2d0bca57acdc7c75239d7ba7b0b26bf2a306161531015fc7975,2898,5342e3ba89afa2d0bca57acdc7c75239d7ba7b0b26bf2a306161531015fc7975,UNCHANGED
configs/temporal_registry.json,16583,0319642bfaef5000535227d30bce3a6654e38e8df82a57cce4e7803ffe36eb6b,16583,0319642bfaef5000535227d30bce3a6654e38e8df82a57cce4e7803ffe36eb6b,UNCHANGED
configs/validation_science_registry.json,2609,b9a01439c457232102b3d0f24f599a6cf852c712122574a64fb91c87d7c33c21,2609,b9a01439c457232102b3d0f24f599a6cf852c712122574a64fb91c87d7c33c21,UNCHANGED
data/README.md,302,00ac41f052e61b9868a179def34bccfac8df9b3227b90dcafa2c2abdb21c52d9,302,00ac41f052e61b9868a179def34bccfac8df9b3227b90dcafa2c2abdb21c52d9,UNCHANGED
docs/00_PROJECT_CHARTER.md,1400,6ba75c6cecc607bc43adf7ec90f8596064f2146c48b32df586b53d4975e9a152,1400,6ba75c6cecc607bc43adf7ec90f8596064f2146c48b32df586b53d4975e9a152,UNCHANGED
docs/00_TERMINOLOGY.md,1532,3b4874ca3e0dba4f188b717ff75b70a7f47709a7667f45658b28098ff6db0bc2,1532,3b4874ca3e0dba4f188b717ff75b70a7f47709a7667f45658b28098ff6db0bc2,UNCHANGED
docs/01_ARCHITECTURE.md,6679,a6f53bb36f185be5000a833dfb4caf5a99432f37575cd6d9908eb16e7f0c9381,6679,a6f53bb36f185be5000a833dfb4caf5a99432f37575cd6d9908eb16e7f0c9381,UNCHANGED
docs/01_SOURCE_SYNTHESIS.md,2017,4bc8cde084797a3315bae218ebce6ea84218774235fed53cca2d8526f289dd63,2017,4bc8cde084797a3315bae218ebce6ea84218774235fed53cca2d8526f289dd63,UNCHANGED
docs/02_RECONNAISSANCE_FINDINGS_INDEX.md,2015,08c1553df1a1b82e2c0f770e750c94b9e1b9f4fd1accc160bb73bc0a25e61be1,2015,08c1553df1a1b82e2c0f770e750c94b9e1b9f4fd1accc160bb73bc0a25e61be1,UNCHANGED
docs/03_REQUIREMENTS_BASELINE.md,2658,bfa3f9965178fb579a1c1991e015db532f8bc8d289b697077f5038e5b913c92f,2658,bfa3f9965178fb579a1c1991e015db532f8bc8d289b697077f5038e5b913c92f,UNCHANGED
docs/04_REPOSITORY_OPERATIONS.md,1613,2caf76a8a85592adf1fea83b4aff6867b622d25ff2975af555eeb1a6a8146868,1613,2caf76a8a85592adf1fea83b4aff6867b622d25ff2975af555eeb1a6a8146868,UNCHANGED
docs/05_LOCAL_WINDOWS_SETUP.md,1147,34d6b5c81b35ab1967e5d2a061eab604f597d53ca1eebf4df6eb3f33dcba5c80,1147,34d6b5c81b35ab1967e5d2a061eab604f597d53ca1eebf4df6eb3f33dcba5c80,UNCHANGED
docs/06_GITHUB_CODEX_WORKFLOW.md,934,3ff557c129c061fb1be7a26a42b17c3ea31b00e4ab35a4d59cbaec030a6fe8da,934,3ff557c129c061fb1be7a26a42b17c3ea31b00e4ab35a4d59cbaec030a6fe8da,UNCHANGED
docs/07_PACKAGING_INTEGRITY.md,1691,25e08209e76a304e2fae09835b90fa5741f506856d84747df066485e0c4c04b2,1691,25e08209e76a304e2fae09835b90fa5741f506856d84747df066485e0c4c04b2,UNCHANGED
docs/08_REQUIREMENTS_AND_ACCEPTANCE_ARCHITECTURE.md,3473,9cbad42b6035b8aeb421bb38dd4e0e99055574d590348da0a1db2fae95ac0043,3473,9cbad42b6035b8aeb421bb38dd4e0e99055574d590348da0a1db2fae95ac0043,UNCHANGED
docs/09_SECURITY_REPRODUCIBILITY_PERFORMANCE_GOVERNANCE.md,1815,42b76936922ee5095954b39cc0805f88113f4040793fc3e70d6c05fcfbd70742,1815,42b76936922ee5095954b39cc0805f88113f4040793fc3e70d6c05fcfbd70742,UNCHANGED
docs/10_IMPLEMENTATION_MASTER_PLAN.md,3261,0a66613bfa4056b47ddc560c96d4d039cf07c5d42945c795f5c04c4ba808bcb6,3261,0a66613bfa4056b47ddc560c96d4d039cf07c5d42945c795f5c04c4ba808bcb6,UNCHANGED
docs/11_CODEX_EXECUTION_STRATEGY.md,2160,045cb173be633f17964842ccbda6da5f6e6dbc244c0473df08be92dc05175cca,2160,045cb173be633f17964842ccbda6da5f6e6dbc244c0473df08be92dc05175cca,UNCHANGED
docs/12_SHARED_CONTRACT_AND_WORKTREE_STRATEGY.md,840,3649169c14020b0976cf10f24936e453b18cff37ff3837ae1aa8bb449f73f3ea,840,3649169c14020b0976cf10f24936e453b18cff37ff3837ae1aa8bb449f73f3ea,UNCHANGED
docs/13_IMPLEMENTATION_EVIDENCE_GATES.md,975,cff0f23c88c74b78a9e2c300f5aa1928fdc83fb7cd946522c2041c67031bb5ec,975,cff0f23c88c74b78a9e2c300f5aa1928fdc83fb7cd946522c2041c67031bb5ec,UNCHANGED
docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,3752,44e0f776dbbb6d8e31f307fac37683fe8c86528c7c353c7e4d10220e4fedb595,3752,44e0f776dbbb6d8e31f307fac37683fe8c86528c7c353c7e4d10220e4fedb595,UNCHANGED
docs/15_SOURCE_MAPPING_AND_EVIDENCE_IDENTITY.md,2303,9fbf23d76009407c25ac28070668325e1df0739d655ccfc5d90ef5f53e9de71d,2303,9fbf23d76009407c25ac28070668325e1df0739d655ccfc5d90ef5f53e9de71d,UNCHANGED
docs/16_ENTITY_RESOLUTION_AND_REVIEW.md,2410,b9b4845be3f8fa2adcd4348c25e1a3d37dd0ca30bdb974c5e980e01584f0c08f,2410,b9b4845be3f8fa2adcd4348c25e1a3d37dd0ca30bdb974c5e980e01584f0c08f,UNCHANGED
docs/17_ENTITY_STORAGE_EVALUATION.md,2162,258a85bef9f21de348ad81736158f7c6dbfd7066fe9ff45769b6239f10a1a860,2162,258a85bef9f21de348ad81736158f7c6dbfd7066fe9ff45769b6239f10a1a860,UNCHANGED
docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,2310,c1bde8d7eee342d75908fa18330edcff814c7d84327a29d78ab4da47363750fe,2310,c1bde8d7eee342d75908fa18330edcff814c7d84327a29d78ab4da47363750fe,UNCHANGED
docs/19_ASOF_QUERY_AND_CUTOFF_CONTRACT.md,1582,5b94506cd458825048a1e74a443d683cc056a37d2f3d19c4ddc479709f77940d,1582,5b94506cd458825048a1e74a443d683cc056a37d2f3d19c4ddc479709f77940d,UNCHANGED
docs/20_MUTABLE_DOMAIN_SNAPSHOT_POLICIES.md,1734,d8f6cd0c2d6994cb7d4293da0d70021820777b4a12bc30451266e5cb9b08b1ee,1734,d8f6cd0c2d6994cb7d4293da0d70021820777b4a12bc30451266e5cb9b08b1ee,UNCHANGED
docs/21_LEAKAGE_AND_REPLAY_TEST_SPEC.md,915,a21ebe22ad0a2663d1281258c48dda9d127d75656009573323a9316d2a3eb508,915,a21ebe22ad0a2663d1281258c48dda9d127d75656009573323a9316d2a3eb508,UNCHANGED
docs/22_RAW_FEATURE_REGISTRY_ARCHITECTURE.md,1648,b45a118fc0da6f90747c821f185a00fa49d9bae1927a3e7e80e53000e9910ad7,1648,b45a118fc0da6f90747c821f185a00fa49d9bae1927a3e7e80e53000e9910ad7,UNCHANGED
docs/23_SCHEMA_DISCOVERY_AND_RECONCILIATION.md,923,5a2fe37b22a3ac99e8157349066031ff35a867663affd2026a878cb307c1ece8,923,5a2fe37b22a3ac99e8157349066031ff35a867663affd2026a878cb307c1ece8,UNCHANGED
docs/24_RAW_FIELD_TO_CANDIDATE_HANDOFF.md,798,103c57900477460d8bc9c6a4ef4bbcd658a5d3ee2d9d2a3cdd8c8ab74bec274c,798,103c57900477460d8bc9c6a4ef4bbcd658a5d3ee2d9d2a3cdd8c8ab74bec274c,UNCHANGED
docs/25_FEATURE_ENGINEERING_ARCHITECTURE.md,1944,bb484a2ff370389fef538c4e571e4200e10022a6a059a90799292e203a9de757,1944,bb484a2ff370389fef538c4e571e4200e10022a6a059a90799292e203a9de757,UNCHANGED
docs/26_FEATURE_SCREENING_AND_SELECTION.md,1554,b4b7c8f9223be05e116981cf5e6d8edca03f2b2294c0694bfd32088f949bca86,1554,b4b7c8f9223be05e116981cf5e6d8edca03f2b2294c0694bfd32088f949bca86,UNCHANGED
docs/27_FEATURE_LIFECYCLE_GOVERNANCE.md,1379,05c31feafeea7702a4714860ea1f853f23d9f61aa022e94f74ece3276564972c,1379,05c31feafeea7702a4714860ea1f853f23d9f61aa022e94f74ece3276564972c,UNCHANGED
docs/28_FEATURE_ABLATION_AND_STABILITY.md,1267,8703e0580e45289f7796bce2adadfedf5575034d0ef60fb35d40c43a324d8698,1267,8703e0580e45289f7796bce2adadfedf5575034d0ef60fb35d40c43a324d8698,UNCHANGED
docs/29_COACHING_INTELLIGENCE_ARCHITECTURE.md,1308,34f1738f58366efc3e6e2feea431399bfa1a8a1735d3f24c1084a81a5c790150,1308,34f1738f58366efc3e6e2feea431399bfa1a8a1735d3f24c1084a81a5c790150,UNCHANGED
docs/29_TEAM_STATE_ARCHITECTURE.md,1614,8ab42b7f390655052e19b0dc72947b2f26690f31f199fd8cf3fa99bfb38b0bba,1614,8ab42b7f390655052e19b0dc72947b2f26690f31f199fd8cf3fa99bfb38b0bba,UNCHANGED
docs/30_EARLY_SEASON_PRIORS_AND_BLENDING.md,1432,b9393b5bda8e705c1980245700e9fcf6f3bd184e6692afc3bb6f4627c5585a35,1432,b9393b5bda8e705c1980245700e9fcf6f3bd184e6692afc3bb6f4627c5585a35,UNCHANGED
docs/30_ENVIRONMENT_RESOURCE_CONTEXT_ARCHITECTURE.md,1451,ffef412c1d3ef4e6ce65bf8f09b6bff5a50aebbe1ed42d8123086bfbe878f44e,1451,ffef412c1d3ef4e6ce65bf8f09b6bff5a50aebbe1ed42d8123086bfbe878f44e,UNCHANGED
docs/31_HISTORICAL_WEIGHTING_AND_REGIME.md,1396,96a689987ca717cfd7af013777c681adbd83397ba1b42822c8a44a616de66c67,1396,96a689987ca717cfd7af013777c681adbd83397ba1b42822c8a44a616de66c67,UNCHANGED
docs/31_REGULATORY_ENVIRONMENT_ARCHITECTURE.md,682,f51f19e341b4282ec8dacd74f892cd8b00edbfc07e266c5a865a3dce8b068c08,682,f51f19e341b4282ec8dacd74f892cd8b00edbfc07e266c5a865a3dce8b068c08,UNCHANGED
docs/32_GAME_MECHANICS_ARCHITECTURE.md,1041,c12aa1cce4bdc5560425648638894c7964a4451512cd8cbf5a0241359d956c37,1041,c12aa1cce4bdc5560425648638894c7964a4451512cd8cbf5a0241359d956c37,UNCHANGED
docs/32_LOWER_DIVISION_STRENGTH_AND_UNCERTAINTY.md,1288,206f1ca5aef2ce2b2f3e6d4a17c8703dcfca9ae781f43b808c3a0a69327ebed0,1288,206f1ca5aef2ce2b2f3e6d4a17c8703dcfca9ae781f43b808c3a0a69327ebed0,UNCHANGED
docs/33_OPPONENT_STYLE_SCHEDULE_OFFICIATING.md,1164,31e70588f04c5c019512471f60cc0701a69425833ec357c1c4078bb9a5228d37,1164,31e70588f04c5c019512471f60cc0701a69425833ec357c1c4078bb9a5228d37,UNCHANGED
docs/33_TEAM_STATE_COMPARISON_AND_GATE.md,1143,c3804ea97b25fa644ff52b679af97668d87e11ec6694eca348894b4133e18a35,1143,c3804ea97b25fa644ff52b679af97668d87e11ec6694eca348894b4133e18a35,UNCHANGED
docs/34_PLAYER_ROSTER_DEPTH_ARCHITECTURE.md,2113,81f740dd0d7fd17dc1050d147b2c2bea909c7c07a62eaa661517c82d7a462b54,2113,81f740dd0d7fd17dc1050d147b2c2bea909c7c07a62eaa661517c82d7a462b54,UNCHANGED
docs/34_W13_EXPERIMENT_BOUNDARIES.md,623,be35187b0d886e6780ff0e0fd3ac8b277d502dab6d06d32854adfb25d154ff3a,623,be35187b0d886e6780ff0e0fd3ac8b277d502dab6d06d32854adfb25d154ff3a,UNCHANGED
docs/35_PLAYER_VALUE_REPLACEMENT_AND_AVAILABILITY.md,2032,b31df121dc75f3bf1a5d7d4912f090240f6e5e52a0aefe3bd6eb6cdcf65b5dac,2032,b31df121dc75f3bf1a5d7d4912f090240f6e5e52a0aefe3bd6eb6cdcf65b5dac,UNCHANGED
docs/35_W13_TO_W14_HANDOFF.md,705,af2cd0f93eafee70cdebb333d15741547c7bd9e3c6f2d98d2c800eca0cabc5ab,705,af2cd0f93eafee70cdebb333d15741547c7bd9e3c6f2d98d2c800eca0cabc5ab,UNCHANGED
docs/36_AVAILABILITY_EVIDENCE_AND_OFFICIAL_REPORTS.md,1593,2837c318b5afa052ecfbdc0804c14254007058c331e7dbc9116d8d059a59945e,1593,2837c318b5afa052ecfbdc0804c14254007058c331e7dbc9116d8d059a59945e,UNCHANGED
docs/37_RECRUITING_TRANSFER_AND_FRESHMAN_INTELLIGENCE.md,1627,37af6220d726b9cb4667d2535dd44fd6282955dd734375025035653e1e05feb2,1627,37af6220d726b9cb4667d2535dd44fd6282955dd734375025035653e1e05feb2,UNCHANGED
docs/38_PRESEASON_HONORS_AND_DRAFT_DEVELOPMENT.md,1352,aefc24da060abbdd419ccac730d1f005f4517e592a3df607c95ec93409ef7e32,1352,aefc24da060abbdd419ccac730d1f005f4517e592a3df607c95ec93409ef7e32,UNCHANGED
docs/39_PLAYER_INTELLIGENCE_GATE_AND_HANDOFF.md,1494,00d7357136935a00beb3231968ced35bf0913b22f9eb2640f12971f872832f7a,1494,00d7357136935a00beb3231968ced35bf0913b22f9eb2640f12971f872832f7a,UNCHANGED
docs/40_TEXAS_AM_SPECIALIZATION_ARCHITECTURE.md,1241,c8a8aff2a83d4272fbe860eb67913788580124cf674d6155bb72d7780cbf0718,1241,c8a8aff2a83d4272fbe860eb67913788580124cf674d6155bb72d7780cbf0718,UNCHANGED
docs/41_TAMU_HIGH_RESOLUTION_STATE.md,789,26f144da14356dc18a6db41056dad517b1a2c7b17dbc92f772c79317ffd7d373,789,26f144da14356dc18a6db41056dad517b1a2c7b17dbc92f772c79317ffd7d373,UNCHANGED
docs/42_TAMU_PEERS_ANALOGS_AND_SNAPSHOTS.md,728,3b4e0ba68f742b539499646b0f18ba6518ac5015d9a35d83623e8c7b2c491aab,728,3b4e0ba68f742b539499646b0f18ba6518ac5015d9a35d83623e8c7b2c491aab,UNCHANGED
docs/43_TAMU_SPECIALIZATION_CANDIDATES_AND_OVERFIT_GUARDS.md,732,3e46e6ced0fe09fe6c1a8a747ac0b9d83cf308b0c054f9dcbda5ebe8e99b8816,732,3e46e6ced0fe09fe6c1a8a747ac0b9d83cf308b0c054f9dcbda5ebe8e99b8816,UNCHANGED
docs/44_W14_TO_W15_HANDOFF.md,509,3d370d69e58fa0905d747b715a5d06b15d891e65abe05cbdbb8de8a91db29272,509,3d370d69e58fa0905d747b715a5d06b15d891e65abe05cbdbb8de8a91db29272,UNCHANGED
docs/45_SCIENTIFIC_BAS_SPECIFICATION.md,1509,5686b9fc38c62ce089e0e2b277356d32101b6de1593f334bbf95dc3518f73065,1509,5686b9fc38c62ce089e0e2b277356d32101b6de1593f334bbf95dc3518f73065,UNCHANGED
docs/46_BAS_CROSSFIT_LABELING_AND_ANTI_CIRCULARITY.md,848,3e5ccf7426247265a0549806ffa879d812f71745123689e9aa2807e3e4857d0e,848,3e5ccf7426247265a0549806ffa879d812f71745123689e9aa2807e3e4857d0e,UNCHANGED
docs/47_BAS_GENERAL_FBS_AGGIE_EXCESS_AND_PEERS.md,855,9e00d6badf24665d5fbb668e16b9921604cbb96225a20810b75bcdbd6dbfc624,855,9e00d6badf24665d5fbb668e16b9921604cbb96225a20810b75bcdbd6dbfc624,UNCHANGED
docs/48_BAS_COMPONENTS_REGIME_STABILITY_AND_CALIBRATION.md,913,b0326bac2afe72c6b97abc8fc487343fbfd8d87c802de852664deb32234b7323,913,b0326bac2afe72c6b97abc8fc487343fbfd8d87c802de852664deb32234b7323,UNCHANGED
docs/49_W15_EXPERIMENT_BOUNDARIES.md,516,7105d948bd16c7f92f7ce8af985d8e53e175a542d1430efca214cdc42a88b2ed,516,7105d948bd16c7f92f7ce8af985d8e53e175a542d1430efca214cdc42a88b2ed,UNCHANGED
docs/50_W15_TO_W16_HANDOFF.md,687,3f54d7387a78c3da1768ec3ca572268ae2287c7a1ddd0af0c199b816065a2635,687,3f54d7387a78c3da1768ec3ca572268ae2287c7a1ddd0af0c199b816065a2635,UNCHANGED
docs/51_MODEL_TARGETS_AND_OUTPUT_COHERENCE.md,1668,0a9ef5d0cc74649cb829719c389f4d9941d40bd4b9eab83870c931b3a16d861d,1668,0a9ef5d0cc74649cb829719c389f4d9941d40bd4b9eab83870c931b3a16d861d,UNCHANGED
docs/52_MODEL_ARCHITECTURE_CANDIDATES.md,1361,99be1aaa01490817a06f76e778fb6d098b8fdf6e3a596ee1a453bc85d0402925,1361,99be1aaa01490817a06f76e778fb6d098b8fdf6e3a596ee1a453bc85d0402925,UNCHANGED
docs/53_JOINT_SCORE_AND_SIMULATION.md,1311,8d76729ed1b772b0861568309948ca4e7c713940c460dfe5ac1d13fadf987fde,1311,8d76729ed1b772b0861568309948ca4e7c713940c460dfe5ac1d13fadf987fde,UNCHANGED
docs/54_UNCERTAINTY_OOD_AND_MARKET_LANES.md,1397,98e0478a2eb1e611ba2de6145bea6bbb96f4e46e952663b418096f6fd57fc305,1397,98e0478a2eb1e611ba2de6145bea6bbb96f4e46e952663b418096f6fd57fc305,UNCHANGED
docs/55_W16_EXPERIMENT_BOUNDARIES_AND_W17_HANDOFF.md,1461,faaf29e1f32aa6f512adf6cf8869a578a9353ac4e6d3388cfcd908d443e076b2,1461,faaf29e1f32aa6f512adf6cf8869a578a9353ac4e6d3388cfcd908d443e076b2,UNCHANGED
docs/56_VALIDATION_AND_PROTECTED_SPLITS.md,2044,c868b8d962482fca305db33d230d4338d32f1de6282476829eb62afc06bb3bf2,2044,c868b8d962482fca305db33d230d4338d32f1de6282476829eb62afc06bb3bf2,UNCHANGED
docs/57_SCORING_CALIBRATION_AND_SCORECARDS.md,1619,17fc5e920fd0879788ce41b7222083730af8491f53580831425be8c0c6b8a1fd,1619,17fc5e920fd0879788ce41b7222083730af8491f53580831425be8c0c6b8a1fd,UNCHANGED
docs/58_MODEL_PROMOTION_AND_THRESHOLD_PRECOMMITMENT.md,1389,2e53f84fb0398a7fc9870e4d890a0f28346843e6467433dfb11cce564d3deff1,1389,2e53f84fb0398a7fc9870e4d890a0f28346843e6467433dfb11cce564d3deff1,UNCHANGED
docs/59_BAS_TAMU_UNCERTAINTY_MARKET_EVALUATION.md,1347,057f643e092b467d666c0a0eb1d98c2b51a08822bf19aedbac406cfd1a0c487b,1347,057f643e092b467d666c0a0eb1d98c2b51a08822bf19aedbac406cfd1a0c487b,UNCHANGED
docs/60_W17_EXPERIMENT_BOUNDARIES_AND_W18_HANDOFF.md,1088,15eab56b2ed0131eb72a8b6c70832a4f73048fb581be612f12d349e7e2eaa28b,1088,15eab56b2ed0131eb72a8b6c70832a4f73048fb581be612f12d349e7e2eaa28b,UNCHANGED
docs/architecture/DATAFLOW_AND_STORAGE.md,3025,4af509a9e4c0402f7bc3333078d35978a7c743b11ebeef5905bf3fcf66ff99e9,3025,4af509a9e4c0402f7bc3333078d35978a7c743b11ebeef5905bf3fcf66ff99e9,UNCHANGED
docs/architecture/DEPLOYMENT_AND_EXECUTION_LANES.md,1254,373bbae28fb40c4d24015d7a1d4b1c4107ecbfb59533ef0860f289b07d4e321c,1254,373bbae28fb40c4d24015d7a1d4b1c4107ecbfb59533ef0860f289b07d4e321c,UNCHANGED
docs/architecture/INTERFACE_CONTRACTS.md,2302,60671d5c6b7ea7e3202d6f91300bcba75973078bad75e2f771011dd0d25eda5b,2302,60671d5c6b7ea7e3202d6f91300bcba75973078bad75e2f771011dd0d25eda5b,UNCHANGED
docs/architecture/MODEL_LAYERS.md,1753,e0ffb855fb0ef66e9479348712fec5392421caf78f41da35abe3b1beacd119b0,1753,e0ffb855fb0ef66e9479348712fec5392421caf78f41da35abe3b1beacd119b0,UNCHANGED
docs/architecture/NATIONAL_TAMU_INTERFACE.md,1325,c409e537167e830cc9c7e455a325c52efcab06bd164d4b074252207b957730fa,1325,c409e537167e830cc9c7e455a325c52efcab06bd164d4b074252207b957730fa,UNCHANGED
