path,size_bytes,sha256,top_level_area,purpose_class
docs/82_HPO_PRUNING_AND_STOPPING.md,1507,580fed63f4cfec1fcaa847e513a4eb42492797296e52cc1be2c963172a557a39,docs,W18_FULL_REBUILD
docs/83_RESULT_PACKET_AND_EVIDENCE.md,1610,591011f9720ecf92e0c3873bbc5b784bde5a4fd1e1a2055cbb131b3c35012ac1,docs,W18_FULL_REBUILD
docs/84_REPLAY_ENGINE.md,1719,1a8ac59b0aa5739ec91f1bb81624bd1958d16cf2ea3a64b3e1fb809c9bd4227f,docs,W18_FULL_REBUILD
docs/85_WORKTREE_ISOLATION.md,1598,2cf480999bb0c2f76167b6ab6765bbfddc89c6c07e52bd284a18b8f0d3150e28,docs,W18_FULL_REBUILD
docs/86_ARTIFACT_RETENTION.md,1524,4bb02995ec2c70c3d6f83b16107bc3a87b2d36541774e4b648413e5a4d925eb9,docs,W18_FULL_REBUILD
docs/87_FAILURE_AND_NEGATIVE_EVIDENCE.md,1613,6ee2fcf9e80e6df3c007f78c945c2b0604b0381072fc3d4d06302a7d94c2453c,docs,W18_FULL_REBUILD
docs/88_CHALLENGER_ADOPTION.md,1280,88cf470c4a27466fe0ef04796348ff0836d61e88b2252ca53e295e63f7297592,docs,W18_FULL_REBUILD
docs/89_RESEARCH_THREAT_MODEL.md,1594,717b11eb90c5c69024d9450b089aaa4bad43167395518eb83f7ff582d4ae9abf,docs,W18_FULL_REBUILD
docs/90_LOCAL_RESOURCE_ORCHESTRATION.md,1311,f933c2a7d6fb8f216f190cde1297a4371a5c19711f2748f00529da8e7acf3238,docs,W18_FULL_REBUILD
docs/91_ADVANCED_CHALLENGER_GATE.md,1229,bbcacb288290681536034694f91fbd6a3db98105bae5f79c466f84bd647420e6,docs,W18_FULL_REBUILD
docs/92_MLFLOW_ADAPTER.md,1613,93e55fe54234ae2fff65f2e8b662a4f6bd8bebb47d6c5fb651d2230c24a79271,docs,W18_FULL_REBUILD
docs/93_OPTUNA_ADAPTER.md,1559,b127ebb33b1ded3d03b2339be9e80f8e94e1bc2f3cc9488c82497e1fbb68e3ab,docs,W18_FULL_REBUILD
docs/94_W18_ACCEPTANCE_TRACEABILITY.md,1630,926ea451391ded5e3f1dbf0c05d10089c4a06988fdb9a5c33704b2897eed88af,docs,W18_FULL_REBUILD
docs/95_W18_W19_INTEGRATION.md,1369,19e3c76af1d7efc93fb149fdab0cc4f76b6831bf79f5d3576822e9719460d077,docs,W18_FULL_REBUILD
docs/96_W18_OPERATOR_RUNBOOK.md,1902,aad9d84226a5be443719f4832920fd367717d973f23dbff5a449f60dbe99e9e4,docs,W18_FULL_REBUILD
docs/97_EXPERIMENT_EXAMPLES.md,1874,0dbbda1130650713c89c0d47ff0509890ab19878a88eacfd5ad2a4837a5be86a,docs,W18_FULL_REBUILD
docs/98_RESEARCH_PROVENANCE.md,1496,11aaf51cd2d120d2a28724e570520069ef819b86def7e88f811a4ef6e2bd7d15,docs,W18_FULL_REBUILD
docs/99_FULL_REBUILD_AUDIT_METHOD.md,1331,c4296db6e438758673347da20fb9f76c85cf8d6ed73460856276a83eab31ed42,docs,W18_FULL_REBUILD
fixtures/experimentation/advanced_challenger_blocked.json,536,f7086d872a8f3a6e86a4031be03c57cd8f3317fc01a33bf771896b50f114ea2d,fixtures,W18_FULL_REBUILD
fixtures/experimentation/experiment_spec_margin.json,602,4b00de5cf00b2bfaa49616a683f9a322db3b80723dd20887c5f0c6f662a24916,fixtures,W18_FULL_REBUILD
fixtures/experimentation/feature_tournament_evidence.json,377,af66cdb93a43d0ac37b78c352b6234e3e6436851aa8daf6d1a25e8e3f504c400,fixtures,W18_FULL_REBUILD
fixtures/experimentation/hpo_grid_study.json,255,677848583ce68b0d8d99d7163b7433efb0017973ef6e35ef8073e401a9dfc935,fixtures,W18_FULL_REBUILD
fixtures/experimentation/model_tournament_plan.json,957,cae3c64a30070d09821806feaa54d1ff37bf81574f1da0b20af51fabfe01a97e,fixtures,W18_FULL_REBUILD
fixtures/experimentation/queue_candidates.json,790,40d9aa2a9e1b1327fb6260fe7099ba92e12c7062c9dc16cfd71f6e43134bfc87,fixtures,W18_FULL_REBUILD
fixtures/experimentation/resource_pool_local.json,133,1cd5a99294bece9e7576da3402b784a7fee8e69c5db83f0dba32bd26e399a7f7,fixtures,W18_FULL_REBUILD
governance/ADVANCED_CHALLENGER_ADMISSION.csv,1076,151543563b98fca337b1f0d2caf01cd3fed9801d7610d7b178f8912bd4bdd78e,governance,W18_FULL_REBUILD
governance/ARTIFACT_CLASS_CATALOG.csv,976,8074e84594956c115c0759abe971243f8bfd841a8c64542fa35107494cf94736,governance,W18_FULL_REBUILD
governance/EXPERIMENT_ARTIFACT_POLICY.csv,503,13141c46a825cf448eccb061215e3bdb7e9db721737bf6fa2c993a756f6aa24c,governance,W18_FULL_REBUILD
governance/EXPERIMENT_GATE_STATUS.csv,1705,e5b60b0214be285f70ea477b9cd7f9e1840de8afecb9b30aeb382f3239563fc5,governance,W18_FULL_REBUILD
governance/EXPERIMENT_IDENTITY_FIELDS.csv,1530,b81321f08ca5cc53afebe3c285c6c1ee0c6816c60ac2156815f017d792a48e70,governance,W18_FULL_REBUILD
governance/EXPERIMENT_QUEUE_POLICY.csv,1321,b1b88cc7f8c4c670eae0327333d8b7620b66c0e32d3560694e6d96ca91114126,governance,W18_FULL_REBUILD
governance/EXPERIMENT_REPLAY_CONTRACT.csv,864,29ff258c85b24c6f18534f84bcde67c7b760dabdcd05a96a229ea9c6c1f7403c,governance,W18_FULL_REBUILD
governance/EXPERIMENT_RESULT_EVIDENCE_CONTRACT.csv,1444,827344595a75d268a8d89814f9932ea680988a9e2c34527c7d892f290382fdab,governance,W18_FULL_REBUILD
governance/EXPERIMENT_STATE_MACHINE.csv,1442,88454f7a9c1b34d3f07ab30e3742cc15b472804f44fb4086117021ec1962cc66,governance,W18_FULL_REBUILD
governance/EXPERIMENT_STORE_SCHEMA_CATALOG.csv,1282,dbc075b2fa2d2f228515bf05abacd0408d4201cfce5a71ebdf63cbeaf260ac77,governance,W18_FULL_REBUILD
governance/EXPERIMENT_TOOL_DECISION_MATRIX.csv,1352,3ad1f09cf53b4960b74c3b2ebbbb423628feaeb0ad2880279c43803d84aff895,governance,W18_FULL_REBUILD
governance/EXPERIMENT_TOOL_RESEARCH_EVIDENCE.csv,2765,bd98f1ee50ded23dfd5f55944857008593fe40049627533a4429540163469067,governance,W18_FULL_REBUILD
governance/FEATURE_TOURNAMENT_POLICY.csv,1234,77bb783f18cefb393a78188ea022c55c2b35cc9e5de8065f2351af2ac9ec9daf,governance,W18_FULL_REBUILD
governance/FEATURE_TOURNAMENT_STAGE_MATRIX.csv,1104,41f361f9ba1d4fe23d171457865aa84fcdc44ad4551da4ceae3a1f63911072d6,governance,W18_FULL_REBUILD
governance/HPO_PARAMETER_TYPE_CATALOG.csv,547,84a8c2e52d265d2942e57880cb36ea9fb4dfc9a645ce448caa7c1984fa4192ad,governance,W18_FULL_REBUILD
governance/HPO_PRUNING_POLICY.csv,567,c6dec9a8a65198b382eebf7dec0bf73445ad238635c1736de46b085a86b9d283,governance,W18_FULL_REBUILD
governance/HPO_SEARCH_SPACE_POLICY.csv,356,3a23cc5a141092a8a1ad4cf4cae872540886014bfd8741c9bd10231e11653b5f,governance,W18_FULL_REBUILD
governance/HPO_STUDY_POLICY.csv,663,f292f03c86af5d71c86bcfc5bbaf37b6ae00ec60f8beb1c6bb7a51d51090d08f,governance,W18_FULL_REBUILD
governance/HYPOTHESIS_QUEUE_POLICY.csv,659,edf44178b50d72a9d2c3b0ce2ec57cf299b0bfd3335c315a1851697cac574a4e,governance,W18_FULL_REBUILD
governance/MLFLOW_FIELD_MAPPING.csv,951,45d05329bf8bade3e76fdebb3a209bd13ee2206c6b2dde09d71eacd2bf3d341f,governance,W18_FULL_REBUILD
governance/MODEL_TOURNAMENT_BASELINE_MATRIX.csv,593,c2fcb696f71475a811ee697a5cb47dca26de30ae6c70a0945709d15616124e68,governance,W18_FULL_REBUILD
governance/MODEL_TOURNAMENT_COMPATIBILITY_MATRIX.csv,875,c6b75aefd242fe529f36d7579099dbd47893293108f7d9ad09ac03490654ba6f,governance,W18_FULL_REBUILD
governance/MODEL_TOURNAMENT_POLICY.csv,1088,19c232d3d77f0b7a63a5627ec578def7c603786c50cbd6c55b3b2f2f92153a04,governance,W18_FULL_REBUILD
governance/OPTUNA_FIELD_MAPPING.csv,937,76f2c1af15a725a5ce458015af9ba64b82995d6ddb3484d952e1004a484914e5,governance,W18_FULL_REBUILD
governance/PROTECTED_JUDGING_RULE_SEAL.csv,2351,7bf245d93d1d0fc6b87f55dddcacec76ced222279ffa09b7b1ab08ba36667356,governance,W18_FULL_REBUILD
governance/REPLAY_CHECK_CATALOG.csv,777,ab64b9fe2e918854506e3572820363d5bec21eec5bad473e64e1b48ffc5416a1,governance,W18_FULL_REBUILD
governance/REPLAY_FAILURE_POLICY.csv,655,1eaffe74cd7396ffb0f980297609cb035f1813664d1a9599436d99ed6260d2b7,governance,W18_FULL_REBUILD
governance/RESEARCH_BACKEND_CAPABILITIES.csv,728,50e2a3e1a881bbc7c16f0b64a9ae14d99988daedaeb7c32bc66be223d10e2e05,governance,W18_FULL_REBUILD
governance/RESEARCH_FAILURE_TAXONOMY.csv,853,fa334fb1e71a1a24cd55c0285ce96bd7e7e24939b205fbdd8ec58d70b4e3c856,governance,W18_FULL_REBUILD
governance/RESEARCH_RESOURCE_BUDGET_POLICY.csv,556,d749eacaf54bffbdb49c9e65dbc464729dadb14f67d5a836970e6b6a65baf7fc,governance,W18_FULL_REBUILD
governance/RESEARCH_ROLE_CAPABILITIES.csv,1493,cd2878a83c0f0beac82039817d67960f6f91b0c59e50519b70dc7427bf148990,governance,W18_FULL_REBUILD
governance/RESOURCE_ADMISSION_RULES.csv,1149,34384d1c29e15941fa139faa5cd0eac96f9efdb8b0ec1e58b7c85023cad8cf81,governance,W18_FULL_REBUILD
governance/RESULT_ADOPTION_POLICY.csv,357,b68658818e6c0808d326ddc72ba3896b26f8962773f855cdda43dd829300e534,governance,W18_FULL_REBUILD
governance/RESULT_PACKET_FIELD_CATALOG.csv,1129,f09439248487a1f315d3752df90e252ab6087a8d118458ef83534444aafe96e4,governance,W18_FULL_REBUILD
governance/TOURNAMENT_COMPARISON_POLICY.csv,503,2e6393117cae462fc9710022ab5b6395bbd3a133dcea80cbae11e422541bd45f,governance,W18_FULL_REBUILD
governance/TOURNAMENT_STAGE_CATALOG.csv,560,13a92f927f8fca380b7a301c545ddeeef34020c35e14aff2ac6a8846d4af1f87,governance,W18_FULL_REBUILD
governance/W18_ADAPTIVE_REVIEW.md,1200,ce7d6edd31aa7d78e73c1d0ba4cc7a3ebf531c318042e63ae3437b8e66d0bc18,governance,W18_FULL_REBUILD
governance/W18_CORRECTION_AUDIT.md,4635,22ba11be76278277bc7633a5a1a6deefd862eb3639f286752ae6395b5fd95b95,governance,W18_FULL_REBUILD
governance/W18_FULL_REQUIREMENT_TO_ARTIFACT_MATRIX.csv,49587,374d29dde50c609af92dcec84bb2c588f0ddc4b0c6433656dc374af316a650dd,governance,W18_FULL_REBUILD
governance/W18_MASTER_REQUIREMENT_COVERAGE.csv,2954,1c1da9e00b6096dd7e67493617d189b6e32252a02c19332aa2490ff8d5edcd73,governance,W18_FULL_REBUILD
governance/W18_SUBSYSTEM_COMPLETENESS.csv,2649,62a1013f66dde57a01ec995122137e2afa0f8dcabd45857762e8d034abadb1ed,governance,W18_FULL_REBUILD
governance/W18_TASK_TO_TEST_MATRIX.csv,3226,3c6253f9129fff271b6ea24ab8881f8607c21633d5216b81f575ef143430d151,governance,W18_FULL_REBUILD
governance/W18_VALIDATION_REPORT.md,3679,50cb3da5cc218583bf3a63b6861ba09e594dd69ab961638c25c638756e5861a3,governance,W18_FULL_REBUILD
governance/W18_W17_PARENT_PRESERVATION.csv,99312,106e39c6a7130ad93206eb1faab5786f5b7fee29a8f2c078eb4257d4a827c2cd,governance,W18_FULL_REBUILD
governance/WORKTREE_EXECUTION_POLICY.csv,517,3cd90deac880a56fb5d002ad6c99be0c6b9b4a493095aca1185f1c71bbbd2009,governance,W18_FULL_REBUILD
governance/WORKTREE_LOCK_CATALOG.csv,755,41674ce777e9c203423b14b7ad787a23ab09326d05fa0faf1575e828fc9ef6a6,governance,W18_FULL_REBUILD
provenance/W18_INPUT_ARTIFACTS.csv,1436,138fcb477f54c5040ea6343fe9db902fabd50ab8c0a9413389246d31b7635516,provenance,W18_FULL_REBUILD
schemas/experiments/adoption_decision.json,631,9332028d6922ffb6edc70423dc8fb09ebb5c412008554e2df545cf3fbee7819b,schemas,W18_FULL_REBUILD
schemas/experiments/advanced_challenger_evidence.json,1399,5e35e97d92f0ed055185e5d654e70c64b1f2745138905bbbfa547f25585a5e77,schemas,W18_FULL_REBUILD
schemas/experiments/artifact_manifest.json,1088,4a27928a6b4beb487b36a615098dc4394181b458cd2e220a8a47720659ae3bbf,schemas,W18_FULL_REBUILD
schemas/experiments/experiment_spec.json,1553,8de9790a79b061bee9768a025d2b27927acb8fa7590fda5dc0a64c4e16a41b1e,schemas,W18_FULL_REBUILD
schemas/experiments/experiment_store_record.json,577,e4365431180f420d6adaab279bad0f3ed3b3a43e75451eae2c396da5e9940ae4,schemas,W18_FULL_REBUILD
schemas/experiments/feature_family_candidate.json,1144,e23eb9040aa27a40b7bdf2566964b3dbc04a1c6c66fe33e898c270405d0c60f9,schemas,W18_FULL_REBUILD
schemas/experiments/feature_tournament_evidence.json,1228,95719990ce46132362428c983554adfa40938258468f3e85d8e52a4849644adc,schemas,W18_FULL_REBUILD
schemas/experiments/hpo_study.json,990,3795b623eb9be670f751fb8d66c53f7dd6b12deb650a4fe55f29998f156ef767,schemas,W18_FULL_REBUILD
schemas/experiments/hypothesis_record.json,812,2d95d6017d7a327eef22b0a3eafdcf13f84beb5a558bff0cf8e68e0846bbf5ec,schemas,W18_FULL_REBUILD
schemas/experiments/judging_rule_seal.json,473,048cb109df23c3bf7eaccd2aba07efcd3d27bfbbe2976b2b51276633c42cd351,schemas,W18_FULL_REBUILD
schemas/experiments/local_tracker_event.json,418,fc3b318c25b66ce605dfe3d693c60418d756b5966203732f811795e2420dcb45,schemas,W18_FULL_REBUILD
schemas/experiments/metric_compatibility.json,827,4c84d486d589a0aa21917ee99eba3a8ba989156e875397ac98f5a577fdab4aa5,schemas,W18_FULL_REBUILD
schemas/experiments/model_entrant.json,1095,a3a5a67c0b7234fe09b84d41a1865deb208b31e0895d5294235fcc731f7ec24d,schemas,W18_FULL_REBUILD
schemas/experiments/model_tournament_plan.json,1043,c40fdd37e8e44e3742d5a4d05f0fe6cf2c2f6bcc46c987468dccb486163b3077,schemas,W18_FULL_REBUILD
schemas/experiments/promotion_review_packet.json,934,c3aa223e779cd96b398e65d778393a43022cd0d1c832e6ee171a4a0c311e65f8,schemas,W18_FULL_REBUILD
schemas/experiments/queue_candidate.json,1094,153211299923f2d6df1ed2529cb7e87acc5db1ff22b2ad012b45d75922920be5,schemas,W18_FULL_REBUILD
schemas/experiments/queue_event.json,685,faabf4547066165defc32455f901062eea655235cfda3fdfb68bf3c040bb5c48,schemas,W18_FULL_REBUILD
schemas/experiments/replay_plan_v2.json,1337,a8cb27456430acb10ed1bf799f689c95ca2618fa82539fc216b395fbcbfcf550,schemas,W18_FULL_REBUILD
schemas/experiments/replay_report.json,998,e01578a52ce089702431a15e6c60460e0d59b08c27ee9e0f0a389ec6b3042f8b,schemas,W18_FULL_REBUILD
schemas/experiments/research_failure_record.json,1022,42fe23920e6ff22ebf2b509f5dec0394acb0a5705592da3391de1e220e04ba71,schemas,W18_FULL_REBUILD
schemas/experiments/resource_request.json,954,14d218579c96916518fb68f3da2f2e230fdd3beb99362611689bf9b1b762976d,schemas,W18_FULL_REBUILD
schemas/experiments/result_packet.json,1228,a1f9109dacd56d7a1d3c90c18730e8eb2b565306d46863e54d123ce4c91edbce,schemas,W18_FULL_REBUILD
schemas/experiments/search_multiplicity_record.json,1042,233d8448c887b99429bda84bccc6f1c1cb6f95cee97ca583bd1230b5ea301071,schemas,W18_FULL_REBUILD
schemas/experiments/tournament_entry.json,749,9f85fbf500783eea9d02efbb347e2f09a0e2316c9267ef9640d094e9fe1a4ae4,schemas,W18_FULL_REBUILD
schemas/experiments/tournament_spec.json,1003,eee4039526f4945de574b2f1ca970612265ab0752c9be2d6b9d147a187bdfe06,schemas,W18_FULL_REBUILD
schemas/experiments/worktree_lock.json,556,9c0a92c8e338fc1f715e19abda47ff9f2613a67aae27166aacd4d5658c1e8d64,schemas,W18_FULL_REBUILD
schemas/experiments/worktree_plan.json,764,c14117befb7848e676053781acd9a212fc8698c122a08fdf793cabe949e16d5b,schemas,W18_FULL_REBUILD
sql/README.md,331,905f18707304426974cd1dcd8ad100eb89ec66b09f41c9c6eab4db1f60290264,sql,W18_FULL_REBUILD
sql/experimentation/experiment_store.sql,2290,e8cde2754516e55d49d7732696277cd615bc2ee515a9187cb3e29340e2f1f692,sql,W18_FULL_REBUILD
src/aggie_analytics/experimentation/__init__.py,1031,3f9513433ac05947186cb9c27e7af610cc3d516720d8774f87dbcfce7818d682,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/adapters.py,496,7b489dc4ead9c0b2db9c47cb516bc78f9fa728c90417509ccd1c994f6fbfe2ef,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/adoption.py,608,a35cbf188c542114dff3f5f7333d1bdea6ffde727d31ed36ffba4298ea0ea5ba,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/advanced_challengers.py,1875,f30053e402f26df4d76afd00db5ed937ec4e997c69047d267eddbe48ec74baf3,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/artifacts.py,1197,589b01e35e6a2f90bce2b1089fb9db4bcd4d1e2b7fe9734a79bf0e1634be6ca1,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/artifacts_v2.py,2682,aa6e1eef14a001bc2658acd74b82fea85db806e8eee59caf64b00d8cace5fb53,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/comparison.py,2936,7e417fbd0ae6dda0d92cea69c89f24c61857767ec50a19604dac2f8d014ccb87,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/contracts.py,3300,c2b582f9185f33b34025cab795c465e1362672d0e62c7ac2da6d2c87dbec5e73,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/feature_tournament.py,2879,36a2819c1670ba57e1956b5902d49f3c4a60cc9bad54e381bab10aaacf8d82b2,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/governance.py,1262,f3929ebb70846ec9237fea7e9b4a803647e658ab50b68ed05b62811d35d8719a,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/hpo.py,3065,16c83e8addf1a342769bfe4a3fc6404a4bd3e423e342918bb64e42652b620d0d,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/hpo_engine.py,2280,e86eb13965c2a6d2ad7e57f60124e8fb48550495596d7876112fa0e2de8007ac,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/hypotheses.py,1185,27c2098d53d664d3c22406e1a5f04d32e917a0f0c547bee42be389c9d8d3a86d,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/identity.py,408,c1806d285bfa30a993a073367d58c3a6cb5327f368d16dab6a830051bde12a60,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/lineage.py,3098,7e0484c22253932a83bdbf1f67ed2a7893c46a0cf87dd2b97774ed32e36806b6,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/local_tracker.py,1414,754dc389915577d656ceefcdea98ce76ce4cd193d9241cc26c32548097ce6c23,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/locks.py,1755,fc75bc041dc04e09fb7831e9df8d99b5b55a158dba15b93eaad2c03ab186001f,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/model_tournament.py,2581,1669b2f62c1e9cf1f69a0fd27127ac6560eae0aac9334347a8a87017edd8d6ba,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/promotion_bridge.py,1576,a69e99eae063cc361416e4b3e8af305472e96620caae6a6d09d82032779d792c,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/queue.py,1906,1017592b958086cd37795c00ebd210189bb676a92fdfb72f1ea7eaab7e67c59f,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/replay.py,834,374dd0452aeb4d1891717ae2eacfe4a0682068e10f6e681ac6ff842758482329,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/replay_engine.py,2386,970859c65dd137a30cc1ee161090a71a8ca874793472dd74b01e3cc080e3b9ba,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/scheduler.py,3783,54dca64bcdbf63a8b74b186db65fce9d6dbf3776f822365a884e71bdc94acc63,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/store.py,10290,ef136979ef135d678014e46cbc66d475825f6c6b464082b94e33c8639b418e66,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/tournaments.py,2634,7a6d2f0d2c8c86d92d19f4d733c81b8c30ac85359569355301673e4149e231cf,src,W18_FULL_REBUILD
src/aggie_analytics/experimentation/worktree.py,1175,1c49c3c5a756c4652e641b06d4999cbb16c942bb7f30ab7449b5c516353d84cb,src,W18_FULL_REBUILD
tests/test_advanced_challenger_full.py,1233,e5eda8906b2aaf32c9efce52e3d86c60c7a3125627f041c06b31de66973a69ed,tests,W18_FULL_REBUILD
tests/test_artifact_manifest.py,584,eb9745a0d49b38d54314df5fbc95872eb445f36965ac71be6d32a283f9da761d,tests,W18_FULL_REBUILD
tests/test_artifact_policy_full.py,980,79c45572a926471e9b38cc715731db16e2020453bc264f12bdda439566e1aa08,tests,W18_FULL_REBUILD
tests/test_experiment_store_full.py,2221,f086336c6bd87ce72225c6de945a2ccbd30e4359643e44cc2081463935c71aa3,tests,W18_FULL_REBUILD
tests/test_experimentation_governance.py,3323,80c208392a23c351ffebf2b3db6f96836b748052d078792ccde2259885235165,tests,W18_FULL_REBUILD
tests/test_feature_tournament.py,1142,f50e591388a433e1c0774fb452e6081ff913760bd7a2312b72e924aef6bc2c31,tests,W18_FULL_REBUILD
