requirement_id,task_id,mapping_role,notes
REQ-021,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-022,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-023,TASK-082,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-024,TASK-184,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-025,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-026,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-027,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-028,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-029,TASK-157,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-030,TASK-157,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-031,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-032,TASK-157,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-033,TASK-157,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-034,TASK-157,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-035,TASK-184,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-036,TASK-184,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-037,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-038,TASK-012,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-039,TASK-018,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-040,TASK-012,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-041,TASK-018,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-042,TASK-018,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-043,TASK-070,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-044,TASK-018,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-045,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-046,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-047,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-048,TASK-070,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-049,TASK-012,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-050,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-051,TASK-023,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-052,TASK-023,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-053,TASK-046,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-054,TASK-006,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-055,TASK-046,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-056,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-057,TASK-006,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-058,TASK-012,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-059,TASK-076,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-060,TASK-133,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-061,TASK-133,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-062,TASK-012,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-063,TASK-076,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-064,TASK-029,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-065,TASK-029,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-066,TASK-029,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-067,TASK-164,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-068,TASK-082,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-069,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-070,TASK-035,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-071,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-072,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-073,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-074,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-075,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-076,TASK-064,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-077,TASK-064,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-078,TASK-070,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-079,TASK-070,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-080,TASK-070,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-081,TASK-076,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-082,TASK-076,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-083,TASK-070,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-084,TASK-164,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-085,TASK-164,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-086,TASK-076,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-087,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-088,TASK-164,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-089,TASK-164,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-090,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-091,TASK-018,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-092,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-093,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-094,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-095,TASK-104,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-095,TASK-110,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-096,TASK-104,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-096,TASK-110,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-097,TASK-104,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-097,TASK-110,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-098,TASK-164,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-099,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-100,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-101,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-102,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-103,TASK-104,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-103,TASK-110,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-104,TASK-104,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-104,TASK-110,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-105,TASK-104,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-105,TASK-110,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-106,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-107,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-108,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-109,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-110,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-111,TASK-139,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-112,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-113,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-114,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-115,TASK-151,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-116,TASK-052,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-117,TASK-151,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-118,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-119,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-120,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-121,TASK-139,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-122,TASK-157,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-123,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-124,TASK-046,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-125,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-126,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-127,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-128,TASK-139,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-129,TASK-139,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-130,TASK-184,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-131,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-132,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-133,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-134,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-135,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-136,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-137,TASK-186,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-138,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-138,TASK-186,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-139,TASK-186,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-140,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-141,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-142,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-143,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-144,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-145,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-146,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-147,TASK-186,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-148,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-149,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-150,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-151,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-152,TASK-152,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-152,TASK-187,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-153,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-154,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-155,TASK-012,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-156,TASK-046,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-157,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-158,TASK-018,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-159,TASK-012,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-160,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-161,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-162,TASK-099,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-163,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-164,TASK-104,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-164,TASK-110,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-165,TASK-127,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-166,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-167,TASK-046,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-168,TASK-012,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-169,TASK-152,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-169,TASK-187,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-170,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-171,TASK-152,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-171,TASK-187,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-172,TASK-139,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-173,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-174,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-175,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-176,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-177,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-178,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-179,TASK-133,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-180,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-181,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-182,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-183,TASK-139,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-184,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-184,TASK-186,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-185,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-185,TASK-186,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-186,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-186,TASK-186,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-187,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-187,TASK-186,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-188,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-188,TASK-186,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-189,TASK-163,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-189,TASK-186,SUPPORTING,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-190,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-191,TASK-018,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-192,TASK-145,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-193,TASK-121,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-194,TASK-133,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-195,TASK-076,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-196,TASK-012,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-197,TASK-023,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-198,TASK-006,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-199,TASK-018,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-200,TASK-046,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-201,TASK-046,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-202,TASK-046,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-203,TASK-151,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-204,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-205,TASK-076,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-206,TASK-133,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-207,TASK-133,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-208,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-209,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-210,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-211,TASK-006,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-212,TASK-157,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-213,TASK-076,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-214,TASK-151,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-215,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-216,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-217,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-218,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-219,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-220,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-221,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-222,TASK-188,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-223,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-224,TASK-006,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-225,TASK-006,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-226,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-227,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-228,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-229,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-230,TASK-189,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-231,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-232,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-233,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-234,TASK-188,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-235,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-236,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-237,TASK-188,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-238,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-239,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-240,TASK-188,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-232,TASK-001,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-198,TASK-001,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-233,TASK-001,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-232,TASK-002,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-198,TASK-002,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-233,TASK-002,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-232,TASK-003,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-198,TASK-003,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-233,TASK-003,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-232,TASK-004,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-198,TASK-004,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-233,TASK-004,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-232,TASK-005,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-198,TASK-005,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-233,TASK-005,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-233,TASK-006,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-232,TASK-006,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-232,TASK-007,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-037,TASK-007,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
REQ-233,TASK-007,TASK_ANCHOR,W05 task-level semantic/plan trace; does not imply later-wave evidence is complete.
