evidence_id,file,column,rows,non_null,missing,missing_pct,dtype_observed,evidence_kind,interpretation,promotion_use
MISS-0030,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,EPA,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0031,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,EPA_rush,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0032,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,EPA_scrimmage,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0033,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,EPA_success,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0034,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,action_play,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0035,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,adj_rush_yardage,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0036,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,athlete_name,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0037,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,awayScore,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0038,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,awayTeamAbbrev,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0039,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,awayTeamId,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0040,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,awayTeamMascot,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0041,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,awayTeamName,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0042,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,clock.displayValue,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0043,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,completion,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0044,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,def_EPA,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0045,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,early_down,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0046,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,end.distance,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0047,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,end.down,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0048,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,end.team.id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0049,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,end.yardLine,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0050,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,end.yardsToEndzone,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0051,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,gameSpread,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0052,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,gameSpreadAvailable,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0053,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,game_id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0054,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,game_play_number,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0055,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,goal_to_go,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0056,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,highlight_run,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0057,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,highlight_yards,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0058,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,homeFavorite,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0059,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,homeScore,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0060,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,homeTeamAbbrev,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0061,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,homeTeamId,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0062,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,homeTeamMascot,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0063,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,homeTeamName,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0064,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,homeTeamSpread,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0065,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,id,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0066,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,int,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0067,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,isPenalty,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0068,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,isTurnover,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0069,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,late_down,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0070,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,line_yards,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0071,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,middle_8,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0072,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,open_field_yards,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0073,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,opportunity_run,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0074,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,overUnder,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0075,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,pass,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0076,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,pass_attempt,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0077,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,passing_down,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0078,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,period.number,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0079,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,qbr_epa,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0080,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,rush,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0081,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,rush_epa,1,1,0,0.0,float64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0082,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,rusher_player_name,1,1,0,0.0,object,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0083,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,rz_play,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0084,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,sack,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0085,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,scoringPlay,1,1,0,0.0,bool,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0086,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,season,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
MISS-0087,sportsdataverse/samples/real_game_401628455/play_by_play_first_play_curated_real_fields.csv,seasonType,1,1,0,0.0,int64,materialized_sample_or_curated_evidence,REPRESENTATIVE_SAMPLE_ONLY_NOT_POPULATION_STATISTIC,MEASURE_AGAIN_ON_MATERIALIZED_SOURCE_SNAPSHOT
