schema_version,generated_at_utc,source_id,provider_alias,source_role,acquisition_priority,production_disposition,credential_contract_state,credential_present_redacted,provider_entitlement_verified,technical_smoke_disposition,technical_smoke_http_status,source_rights_state,rights_decision_id,rights_decision,readiness_status,concrete_reason_code,unblock_condition,human_reviewer,human_review_date,terms_or_policy_version_date,access_purpose_decision,retention_decision,model_training_decision,publication_decision,redistribution_decision,deletion_decision,unresolved_questions,substitute_source_ids,production_access_ready,downstream_materialization_allowed,downstream_consumer_contract,credential_value_included,response_body_included
1,2026-08-09T16:24:29Z,SRC-011,Official conferences,official validation/fallback and reports,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-006,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-006@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-012,Recognized preseason selectors,consensus prior research candidate,SECONDARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_EXPERIMENTAL_APPROVED,RIGHTS-SUP-006,ALLOW_WITH_CONDITIONS,BLOCKED_RIGHTS,EXPERIMENTAL_ONLY_NOT_PRODUCTION_READY,Do not use this route for production materialization; use approved substitute source IDs SRC-002 or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-006@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-013,NCAA,EFFECTIVE_DATED_RULE_ENVIRONMENT,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-007,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-007@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-014,Official gamebooks/box scores,"official reconciliation, officiating and participation evidence",PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-008,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-008@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-015,NCAA Statistics,official validation + lower-division foundation,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-009,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-009@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-016,NCAA,canonical institution/division/conference crosswalk support,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-010,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-010@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-017,Southeastern Conference,TAMU_AVAILABILITY_PRIMARY,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-011,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-011@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-018,Big Ten Conference,national official availability lane,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-007,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-007@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-019,Atlantic Coast Conference,OFFICIAL_CONFERENCE_AVAILABILITY,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-008,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-008@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-020,Big 12 Conference,OFFICIAL_CONFERENCE_AVAILABILITY,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-009,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-009@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-021,American Conference,national official availability lane,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-010,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-010@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-022,Sun Belt Conference,national official availability lane,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-011,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-011@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-023,Conference USA,national official availability lane,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-012,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-012@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-024,Mid-American Conference,national official availability lane,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-013,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-013@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-025,College Football Playoff,OFFICIAL_POSTSEASON_AVAILABILITY,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-014,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-014@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-026,Open-Meteo,normalized historical forecast reconstruction,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-T1-012,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-012@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_ON_THIS_PERSONAL_HOST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_DERIVED_OUTPUTS_WITH_OPEN_METEO_AND_UPSTREAM_PROVIDER_ATTRIBUTION_NO_RAW_REPOSITORY_PAYLOADS,CC_BY_4_0_PERMITS_WITH_ATTRIBUTION_BUT_PROJECT_POLICY_PROHIBITS_RAW_DATA_IN_GIT,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-027,NOAA/NCEP/GSL,high-resolution historical forecast source,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-015,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-015@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
