schema_version,decision_id,source_id,provider,dataset,domain,human_reviewer,owner_authorization_basis,technical_reviewer,review_date,terms_url,terms_version_date,terms_snapshot_name,terms_snapshot_sha256,terms_http_status,robots_url,robots_snapshot_name,robots_snapshot_sha256,robots_http_status,robots_target_result,crawl_delay_seconds,authorized_acquisition_route,allowed_access,local_storage_decision,derived_use_decision,model_training_decision,publication_decision,redistribution_decision,retention_decision,attribution_decision,deletion_decision,unresolved_questions,lane_disposition,rights_decision,production_materialization_allowed,substitute_source_ids,required_data_outcome_status,required_data_outcome_nonblocking,decision_reason,revalidation_trigger,supersedes_decision_id,policy_version,rights_metadata_nonblocking,private_research_acquisition_allowed
2.0.0,PRIVATE-RESEARCH-SRC-022,SRC-022,Sun Belt Conference,Football Availability Reporting,injuries/availability,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_PUBLIC_SITE,PUBLIC_FACTUAL_LANE_REVIEWED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://sunbeltsports.org/robots.txt,sunbelt_robots,bb01f376f844316fa17dcb1929a91a88ca1c460c18c89d91ebefcb0fea6b92d9,200,ALLOW,5,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-011,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-023,SRC-023,Conference USA,Football Availability Reports,injuries/availability,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_PUBLIC_SITE,PUBLIC_FACTUAL_LANE_REVIEWED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://conferenceusa.com/robots.txt,cusa_robots,bb01f376f844316fa17dcb1929a91a88ca1c460c18c89d91ebefcb0fea6b92d9,200,ALLOW,5,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-012,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-024,SRC-024,Mid-American Conference,Football Availability Reports,injuries/availability,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_PUBLIC_SITE,PUBLIC_FACTUAL_LANE_REVIEWED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://getsomemaction.com/robots.txt,mac_robots,bb01f376f844316fa17dcb1929a91a88ca1c460c18c89d91ebefcb0fea6b92d9,200,ALLOW,5,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-013,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-025,SRC-025,College Football Playoff,CFP Student-Athlete Availability Reporting,injuries/availability,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_PUBLIC_SITE,PUBLIC_FACTUAL_LANE_REVIEWED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,https://collegefootballplayoff.com/robots.txt,cfp_robots,454315be725af18052b2009cd7aa02628dbbf5d6445a4818036b110a2ce8b5da,200,ALLOW,30,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-014,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-027,SRC-027,NOAA/NCEP/GSL,HRRR model + archives,weather forecast snapshots,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,US_GOVERNMENT_PUBLIC_DATA_POLICY,CURRENT_ACCESSED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,NONE_PRIMARY_SOURCE,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-015,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-028,SRC-028,NOAA/NCEP/ARL,NAM/GFS and forecast model archives,weather forecast snapshots,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,US_GOVERNMENT_PUBLIC_DATA_POLICY,CURRENT_ACCESSED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,NONE_PRIMARY_SOURCE,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-016,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-029,SRC-029,NOAA/NCEI,GHCN Hourly / historical observations,observed weather,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,US_GOVERNMENT_PUBLIC_DATA_POLICY,CURRENT_ACCESSED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,NONE_PRIMARY_SOURCE,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-017,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-030,SRC-030,IANA,Time Zone Database,timezone/body-clock,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,https://data.iana.org/time-zones/tz-link.html,PUBLIC_DOMAIN_TZDB_ACCESSED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,NONE_PRIMARY_SOURCE,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-018,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-031,SRC-031,USGS,3DEP / Elevation Point Query Service,venue/elevation,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,US_GOVERNMENT_PUBLIC_DATA_POLICY,CURRENT_ACCESSED_2026-08-09,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,NONE_PRIMARY_SOURCE,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-019,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-032,SRC-032,The Odds API,Historical Odds,markets,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_COMMERCIAL_LICENSE,LICENSE_REQUIRED,odds_api_terms,567592c63b8e6efe7ba92d26077abf940c06c975a56b57406c422b38596bb2bb,404,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-020,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-033,SRC-033,SportsDataIO,NCAA Football API / injuries / betting,games/injuries/markets/live,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_COMMERCIAL_LICENSE,LICENSE_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002;SRC-003,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-021,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
2.0.0,PRIVATE-RESEARCH-SRC-034,SRC-034,Sportradar,NCAA Football API v7,games/PBP/rosters/stats/live,Kevin Garrett (project owner directive),UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,Codex (technical policy review; not legal counsel),2026-08-09,SOURCE_SPECIFIC_COMMERCIAL_LICENSE,LICENSE_REQUIRED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,DIRECT_API_HTTP_BROWSER_SCRAPFLY_SCRAPERAPI_PUBLIC_DOWNLOAD_OR_OWNER_CREDENTIALED_ROUTE_AS_TECHNICALLY_APPROPRIATE,PUBLIC_OR_OWNER_CREDENTIALED_FACTUAL_DATA_FOR_PRIVATE_RESEARCH,ALLOW_IMMUTABLE_RAW_AND_NORMALIZED_DATA_OUTSIDE_GIT,ALLOW_PRIVATE_LOCAL_ANALYSIS_FEATURES_AND_MODELS,ALLOW_LOCAL_MODEL_TRAINING,SEPARATE_FUTURE_PUBLICATION_REVIEW_REQUIRED_NO_RAW_PAYLOAD_PUBLICATION,DO_NOT_PUBLISH_OR_REDISTRIBUTE_RAW_THIRD_PARTY_PAYLOADS,LOCAL_RETENTION_ALLOWED_UNDER_EXTERNAL_DATA_ROOT_AND_DISK_POLICY,PRESERVE_SOURCE_URL_TIMESTAMP_AND_PROVENANCE_METADATA,PRESERVE_AUTHORITATIVE_CAPTURES_DELETE_ONLY_VERIFIED_RECONSTRUCTIBLE_TEMPORARIES,LICENSE_TERMS_AND_REDISTRIBUTION_STATUS_RETAINED_AS_NONBLOCKING_METADATA,PRIVATE_RESEARCH_ALLOWED,METADATA_ONLY_NONBLOCKING,true,SRC-002,ACQUISITION_ALLOWED_PRIVATE_RESEARCH,true,OWNER_UNIVERSAL_PRIVATE_RESEARCH_POLICY_ALLOWS_LOCAL_ACQUISITION_AND_TRAINING,PUBLIC_DISTRIBUTION_REPOSITORY_INCLUSION_OR_COMMERCIALIZATION_PROPOSED,RIGHTS-SUP-022,UNIVERSAL_PRIVATE_RESEARCH_ACQUISITION_2026-08-09,true,true
