local_id,import_id,jira_key,jira_issue_id,verified
POST-SUBTASK-002,100306,,,false
POST-SUBTASK-003,100307,,,false
POST-SUBTASK-004,100308,,,false
POST-SUBTASK-005,100309,,,false
POST-SUBTASK-006,100310,,,false
POST-SUBTASK-007,100311,,,false
POST-SUBTASK-008,100312,,,false
POST-SUBTASK-009,100313,,,false
POST-SUBTASK-010,100314,,,false
POST-SUBTASK-011,100315,,,false
POST-SUBTASK-012,100316,,,false
POST-SUBTASK-013,100317,,,false
POST-SUBTASK-014,100318,,,false
POST-SUBTASK-015,100319,,,false
POST-SUBTASK-016,100320,,,false
POST-SUBTASK-017,100321,,,false
POST-SUBTASK-018,100322,,,false
POST-SUBTASK-019,100323,,,false
POST-SUBTASK-020,100324,,,false
POST-SUBTASK-021,100325,,,false
POST-SUBTASK-022,100326,,,false
POST-SUBTASK-023,100327,,,false
POST-SUBTASK-024,100328,,,false
POST-SUBTASK-025,100329,,,false
POST-SUBTASK-026,100330,,,false
POST-SUBTASK-027,100331,,,false
POST-SUBTASK-028,100332,,,false
POST-SUBTASK-029,100333,,,false
POST-SUBTASK-030,100334,,,false
POST-SUBTASK-031,100335,,,false
POST-SUBTASK-032,100336,,,false
POST-SUBTASK-033,100337,,,false
POST-SUBTASK-034,100338,,,false
POST-SUBTASK-035,100339,,,false
POST-SUBTASK-036,100340,,,false
POST-SUBTASK-037,100341,,,false
POST-SUBTASK-038,100342,,,false
POST-SUBTASK-039,100343,,,false
POST-SUBTASK-040,100344,,,false
POST-SUBTASK-041,100345,,,false
POST-SUBTASK-042,100346,,,false
POST-SUBTASK-043,100347,,,false
POST-SUBTASK-044,100348,,,false
POST-SUBTASK-045,100349,,,false
POST-SUBTASK-046,100350,,,false
POST-SUBTASK-047,100351,,,false
POST-SUBTASK-048,100352,,,false
POST-SUBTASK-049,100353,,,false
POST-SUBTASK-050,100354,,,false
POST-SUBTASK-051,100355,,,false
POST-SUBTASK-052,100356,,,false
POST-SUBTASK-053,100357,,,false
POST-SUBTASK-054,100358,,,false
POST-SUBTASK-055,100359,,,false
POST-SUBTASK-056,100360,,,false
POST-SUBTASK-057,100361,,,false
POST-SUBTASK-058,100362,,,false
POST-SUBTASK-059,100363,,,false
POST-SUBTASK-060,100364,,,false
POST-SUBTASK-061,100365,,,false
POST-SUBTASK-062,100366,,,false
POST-SUBTASK-063,100367,,,false
POST-SUBTASK-064,100368,,,false
POST-SUBTASK-065,100369,,,false
POST-SUBTASK-066,100370,,,false
POST-SUBTASK-067,100371,,,false
POST-SUBTASK-068,100372,,,false
POST-SUBTASK-069,100373,,,false
POST-SUBTASK-070,100374,,,false
POST-SUBTASK-071,100375,,,false
POST-SUBTASK-072,100376,,,false
POST-SUBTASK-073,100377,,,false
POST-SUBTASK-074,100378,,,false
POST-SUBTASK-075,100379,,,false
POST-SUBTASK-076,100380,,,false
POST-SUBTASK-077,100381,,,false
POST-SUBTASK-078,100382,,,false
POST-SUBTASK-079,100383,,,false
POST-SUBTASK-080,100384,,,false
POST-SUBTASK-081,100385,,,false
POST-SUBTASK-082,100386,,,false
POST-SUBTASK-083,100387,,,false
POST-SUBTASK-084,100388,,,false
POST-SUBTASK-085,100389,,,false
POST-SUBTASK-086,100390,,,false
POST-SUBTASK-087,100391,,,false
POST-SUBTASK-088,100392,,,false
POST-SUBTASK-089,100393,,,false
POST-SUBTASK-090,100394,,,false
POST-SUBTASK-091,100395,,,false
POST-SUBTASK-092,100396,,,false
POST-SUBTASK-093,100397,,,false
POST-SUBTASK-094,100398,,,false
POST-SUBTASK-095,100399,,,false
POST-SUBTASK-096,100400,,,false
POST-SUBTASK-097,100401,,,false
POST-SUBTASK-098,100402,,,false
POST-SUBTASK-099,100403,,,false
POST-SUBTASK-100,100404,,,false
POST-SUBTASK-101,100405,,,false
POST-SUBTASK-102,100406,,,false
POST-SUBTASK-103,100407,,,false
POST-SUBTASK-104,100408,,,false
POST-SUBTASK-105,100409,,,false
POST-SUBTASK-106,100410,,,false
POST-SUBTASK-107,100411,,,false
POST-SUBTASK-108,100412,,,false
POST-SUBTASK-109,100413,,,false
POST-SUBTASK-110,100414,,,false
POST-SUBTASK-111,100415,,,false
POST-SUBTASK-112,100416,,,false
POST-SUBTASK-113,100417,,,false
POST-SUBTASK-114,100418,,,false
POST-SUBTASK-115,100419,,,false
POST-SUBTASK-116,100420,,,false
POST-SUBTASK-117,100421,,,false
POST-SUBTASK-118,100422,,,false
POST-SUBTASK-119,100423,,,false
POST-SUBTASK-120,100424,,,false
POST-SUBTASK-121,100425,,,false
POST-SUBTASK-122,100426,,,false
POST-SUBTASK-123,100427,,,false
POST-SUBTASK-124,100428,,,false
POST-SUBTASK-125,100429,,,false
POST-SUBTASK-126,100430,,,false
POST-SUBTASK-127,100431,,,false
POST-SUBTASK-128,100432,,,false
POST-SUBTASK-129,100433,,,false
POST-SUBTASK-130,100434,,,false
POST-SUBTASK-131,100435,,,false
POST-SUBTASK-132,100436,,,false
POST-SUBTASK-133,100437,,,false
POST-SUBTASK-134,100438,,,false
POST-SUBTASK-135,100439,,,false
POST-SUBTASK-136,100440,,,false
POST-SUBTASK-137,100441,,,false
POST-SUBTASK-138,100442,,,false
POST-SUBTASK-139,100443,,,false
POST-SUBTASK-140,100444,,,false
POST-SUBTASK-141,100445,,,false
POST-SUBTASK-142,100446,,,false
POST-SUBTASK-143,100447,,,false
POST-SUBTASK-144,100448,,,false
POST-SUBTASK-145,100449,,,false
POST-SUBTASK-146,100450,,,false
POST-SUBTASK-147,100451,,,false
POST-SUBTASK-148,100452,,,false
POST-SUBTASK-149,100453,,,false
POST-SUBTASK-150,100454,,,false
POST-SUBTASK-151,100455,,,false
POST-SUBTASK-152,100456,,,false
POST-SUBTASK-153,100457,,,false
POST-SUBTASK-154,100458,,,false
POST-SUBTASK-155,100459,,,false
POST-SUBTASK-156,100460,,,false
POST-SUBTASK-157,100461,,,false
POST-SUBTASK-158,100462,,,false
POST-SUBTASK-159,100463,,,false
POST-EPIC-018,100464,,,false
POST-STORY-054,100465,,,false
POST-STORY-055,100466,,,false
POST-STORY-056,100467,,,false
POST-SUBTASK-160,100468,,,false
POST-SUBTASK-161,100469,,,false
POST-SUBTASK-162,100470,,,false
POST-SUBTASK-163,100471,,,false
POST-SUBTASK-164,100472,,,false
POST-SUBTASK-165,100473,,,false
POST-SUBTASK-166,100474,,,false
POST-SUBTASK-167,100475,,,false
POST-SUBTASK-168,100476,,,false
POST-SUBTASK-169,100477,,,false
POST-SUBTASK-170,100478,,,false
POST-SUBTASK-171,100479,,,false
POST-SUBTASK-172,100480,,,false
POST-SUBTASK-173,100481,,,false
POST-SUBTASK-174,100482,,,false
POST-SUBTASK-175,100483,,,false
POST-SUBTASK-176,100484,,,false
POST-SUBTASK-177,100485,,,false
POST-SUBTASK-178,100486,,,false
POST-SUBTASK-179,100487,,,false
POST-SUBTASK-180,100488,,,false
POST-SUBTASK-181,100489,,,false
POST-SUBTASK-182,100490,,,false
POST-SUBTASK-183,100491,,,false
POST-SUBTASK-184,100492,,,false
POST-SUBTASK-185,100493,,,false
POST-SUBTASK-186,100494,,,false
POST-SUBTASK-187,100495,,,false
POST-SUBTASK-188,100496,,,false
POST-SUBTASK-189,100497,,,false
POST-SUBTASK-190,100498,,,false
POST-SUBTASK-191,100499,,,false
POST-SUBTASK-192,100500,,,false
POST-SUBTASK-193,100501,,,false
POST-SUBTASK-194,100502,,,false
POST-SUBTASK-195,100503,,,false
POST-SUBTASK-196,100504,,,false
POST-SUBTASK-197,100505,,,false
