Issue type,Issue key,Issue ID,Summary,Parent,Description,Status,Priority,Labels,Component,Local Issue ID,Source IDs,Phase,Logical Workflow State,Implementation Maturity,Evidence State,Owner Historical Wave,Critical Path,Execution Lane,Execution Mode
Task,BAT-191,100191,[TASK-088] Define A&M high-resolution evidence acquisition/state overlay,100016,"Local ID: TASK-088

Objective
Define A&M high-resolution evidence acquisition/state overlay

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type DESIGN with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-058
- Historical dependency TASK-064
- Historical dependency TASK-070
- Historical dependency TASK-076
- Historical dependency TASK-082
- TASK-058
- TASK-064
- TASK-070
- TASK-076
- TASK-082

Acceptance Criteria
1. Stable ID TASK-088, parent EPIC-016, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_model_architecture_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w20_model_starter.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_model_architecture.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-088
- Existing artifact `A&M high-resolution state contract`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00121
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-088_define_a_and_m_high_resolution_evidence_acquisition_state_overlay.json",Done,High,design;historical;planning-program;w14;wave-completed;local-id-task-088,modeling,TASK-088,TASK-088,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,false,SOLO_WORKTREE,HISTORICAL_REFERENCE
Task,BAT-192,100192,[TASK-089] Define A&M unit/QB/OL/receiver/depth state,100016,"Local ID: TASK-089

Objective
Define A&M unit/QB/OL/receiver/depth state

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type DESIGN with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-088
- Historical dependency TASK-052
- TASK-052
- TASK-088

Acceptance Criteria
1. Stable ID TASK-089, parent EPIC-016, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_model_architecture_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w20_model_starter.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_model_architecture.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-089
- Existing artifact `A&M unit-state contracts`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00122
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-089_define_a_and_m_unit_qb_ol_receiver_depth_state.json",Done,High,design;historical;planning-program;w14;wave-completed;local-id-task-089,modeling,TASK-089,TASK-089,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,false,SOLO_WORKTREE,HISTORICAL_REFERENCE
Task,BAT-193,100193,[TASK-090] Define A&M regime/staff/availability current-state layer,100016,"Local ID: TASK-090

Objective
Define A&M regime/staff/availability current-state layer

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type DESIGN with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-088
- Historical dependency TASK-064
- TASK-064
- TASK-088

Acceptance Criteria
1. Stable ID TASK-090, parent EPIC-016, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_model_architecture_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w20_model_starter.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_model_architecture.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-090
- Existing artifact `A&M regime/availability overlay`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00123
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-090_define_a_and_m_regime_staff_availability_current_state_layer.json",Done,High,design;historical;planning-program;w14;wave-completed;local-id-task-090,modeling,TASK-090,TASK-090,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,false,SOLO_WORKTREE,HISTORICAL_REFERENCE
Task,BAT-194,100194,[TASK-091] Define A&M frequent forecast snapshot schedule candidates,100016,"Local ID: TASK-091

Objective
Define A&M frequent forecast snapshot schedule candidates

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type DESIGN with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-088
- Historical dependency TASK-018
- TASK-018
- TASK-088

Acceptance Criteria
1. Stable ID TASK-091, parent EPIC-016, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_model_architecture_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w20_model_starter.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_model_architecture.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-091
- Existing artifact `A&M snapshot cadence proposal`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00124
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-091_define_a_and_m_frequent_forecast_snapshot_schedule_candidates.json",Done,High,design;historical;planning-program;w14;wave-completed;local-id-task-091,modeling,TASK-091,TASK-091,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,false,SOLO_WORKTREE,HISTORICAL_REFERENCE
Task,BAT-195,100195,[TASK-092] Define A&M peer cohort/analog evidence interface,100016,"Local ID: TASK-092

Objective
Define A&M peer cohort/analog evidence interface

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type DESIGN with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-088
- Historical dependency TASK-035
- TASK-035
- TASK-088

Acceptance Criteria
1. Stable ID TASK-092, parent EPIC-016, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_model_architecture_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w20_model_starter.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_model_architecture.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-092
- Existing artifact `peer/analog contract`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00125
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-092_define_a_and_m_peer_cohort_analog_evidence_interface.json",Done,High,design;historical;planning-program;w14;wave-completed;local-id-task-092,modeling,TASK-092,TASK-092,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,false,SOLO_WORKTREE,HISTORICAL_REFERENCE
Task,BAT-196,100196,[TASK-093] Freeze A&M state interface,100016,"Local ID: TASK-093

Objective
Freeze A&M state interface

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type GATE with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-089
- Historical dependency TASK-090
- Historical dependency TASK-091
- Historical dependency TASK-092
- TASK-089
- TASK-090
- TASK-091
- TASK-092

Acceptance Criteria
1. Stable ID TASK-093, parent EPIC-016, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_model_architecture_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w20_model_starter.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_model_architecture.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-093
- Existing artifact `A&M team-state baseline`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00126
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-093_freeze_a_and_m_state_interface.json",Done,High,gate;historical;planning-program;w14;wave-completed;local-id-task-093,modeling,TASK-093,TASK-093,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,true,PROTECTED_GATE,HISTORICAL_REFERENCE
Task,BAT-197,100197,[TASK-094] Define specialization input/output semantic contract,100017,"Local ID: TASK-094

Objective
Define specialization input/output semantic contract

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type DESIGN with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-093
- TASK-093

Acceptance Criteria
1. Stable ID TASK-094, parent EPIC-017, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_tamu_specialization_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w20_model_starter.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_tamu_specialization.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-094
- Existing artifact `national→A&M specialization interface`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00127
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-094_define_specialization_input_output_semantic_contract.json",Done,High,design;historical;planning-program;w14;wave-completed;local-id-task-094,tamu-specialization,TASK-094,TASK-094,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,false,SOLO_WORKTREE,HISTORICAL_REFERENCE
Task,BAT-198,100198,[TASK-095] Design residual-adapter challenger,100017,"Local ID: TASK-095

Objective
Design residual-adapter challenger

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type EXPERIMENT_DESIGN with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-094
- TASK-094

Acceptance Criteria
1. Stable ID TASK-095, parent EPIC-017, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_model_architecture_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w20_model_starter.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_model_architecture.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-095
- Existing artifact `residual specialization candidate`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00128
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-095_design_residual_adapter_challenger.json",Done,High,experiment-design;historical;planning-program;w14;wave-completed;local-id-task-095,modeling,TASK-095,TASK-095,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,false,SOLO_WORKTREE,HISTORICAL_REFERENCE
Task,BAT-199,100199,[TASK-096] Design hierarchical/multi-task specialization challengers,100017,"Local ID: TASK-096

Objective
Design hierarchical/multi-task specialization challengers

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type EXPERIMENT_DESIGN with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-094
- TASK-094

Acceptance Criteria
1. Stable ID TASK-096, parent EPIC-017, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_model_architecture_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w20_model_starter.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_model_architecture.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-096
- Existing artifact `hierarchical/multi-task candidates`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00129
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-096_design_hierarchical_multi_task_specialization_challengers.json",Done,High,experiment-design;historical;planning-program;w14;wave-completed;local-id-task-096,modeling,TASK-096,TASK-096,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,false,SOLO_WORKTREE,HISTORICAL_REFERENCE
Task,BAT-200,100200,[TASK-097] Define shrinkage/no-adjustment fallback and overfit guard,100017,"Local ID: TASK-097

Objective
Define shrinkage/no-adjustment fallback and overfit guard

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type VALIDATION_DESIGN with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-095
- Historical dependency TASK-096
- TASK-095
- TASK-096

Acceptance Criteria
1. Stable ID TASK-097, parent EPIC-017, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_validation_science_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w25_final_handoff.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_validation_science.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-097
- Existing artifact `specialization overfit safeguards`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00130
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-097_define_shrinkage_no_adjustment_fallback_and_overfit_guard.json",Done,High,historical;planning-program;validation-design;w14;wave-completed;local-id-task-097,validation-promotion,TASK-097,TASK-097,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,false,PROTECTED_GATE,HISTORICAL_REFERENCE
Task,BAT-201,100201,[TASK-098] Define A&M-specific evaluation weighting/subgroups,100017,"Local ID: TASK-098

Objective
Define A&M-specific evaluation weighting/subgroups

Why This Exists
Preserve the original W14 WBS work unit, its dependencies, outputs, and scoped completion semantics as provenance for post-wave execution.

Scope
Original task type VALIDATION_DESIGN with mutation scope: as defined by its source documents.

Explicit In Scope
- Original WBS objective and outputs
- Original requirements and acceptance-control mappings
- Original dependency and execution-lane provenance

Explicit Out of Scope
- Reopening completed planning solely to rename it
- Treating a starter/design result as empirically validated production capability

Prerequisites / Dependencies
- Historical dependency TASK-094
- TASK-094

Acceptance Criteria
1. Stable ID TASK-098, parent EPIC-017, owner wave W14, and original status DONE are preserved.
2. Declared outputs are traceable to existing repository artifacts where resolvable, or remain recorded as historical output names without fabricating files.
3. Requirement, acceptance-control, and dependency references resolve to authoritative registries.
4. The record does not claim maturity beyond the task's original design, contract, functional-starter, synthetic-validation, or integration scope.

Definition of Done
1. The original historical scope and status are preserved with source evidence and stable identifiers.
2. The record does not claim production maturity beyond the original design, contract, starter, integration, or validation scope.
3. Any remaining empirical, production, target-hardware, or operating obligation is represented by separate actionable post-wave work.

Required Tests / Validation
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_validation_science_governance.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tests/test_w25_final_handoff.py — Run and retain the result when this issue touches the covered contract.
- EXISTING_AUTOMATED_TEST / EXISTING_AUTOMATED_TEST: tools/validate_validation_science.py — Run and retain the result when this issue touches the covered contract.

Required Evidence
- Authoritative WBS row TASK-098
- Existing artifact `A&M evaluation slice contract`

End-to-End Validation
Historical completion remains scoped; integrated product completion is evaluated only through the post-wave release path.

Stop Conditions
- Stop if completing this record would fabricate real-data, model-metric, source-rights, target-hardware, or operating evidence.

Source References
- SRCREF-00131
- SRCREF-02116
- SRCREF-02117

Governance Traceability Gate:

Canonical Record: jira/records/issues/tasks/TASK-098_define_a_and_m_specific_evaluation_weighting_subgroups.json",Done,High,historical;planning-program;validation-design;w14;wave-completed;local-id-task-098,validation-promotion,TASK-098,TASK-098,PHASE-3,DONE,CONTRACT_DEFINED,VERIFIED,W14,false,SOLO_WORKTREE,HISTORICAL_REFERENCE
