local_id,import_id,jira_key,jira_issue_id,verified,last_synced_at
POST-SUBTASK-012,100316,BAT-362,24502,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-013,100317,BAT-363,24503,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-014,100318,BAT-364,24504,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-015,100319,BAT-365,24505,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-016,100320,BAT-366,24506,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-017,100321,BAT-367,24507,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-018,100322,BAT-368,24508,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-019,100323,BAT-369,24509,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-020,100324,BAT-370,24510,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-021,100325,BAT-371,24511,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-022,100326,BAT-372,24512,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-023,100327,BAT-373,24513,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-024,100328,BAT-374,24514,true,2026-08-10T12:00:36.770645+00:00
POST-SUBTASK-025,100329,BAT-375,24515,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-026,100330,BAT-376,24516,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-027,100331,BAT-377,24517,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-028,100332,BAT-378,24518,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-029,100333,BAT-379,24519,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-030,100334,BAT-380,24520,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-031,100335,BAT-381,24521,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-032,100336,BAT-382,24522,true,2026-08-10T04:24:34.496382+00:00
POST-SUBTASK-033,100337,BAT-383,24523,true,2026-08-10T04:24:34.496382+00:00
