path,change_type,prior_sha256,current_sha256,notes
governance/ADAPTIVE_CHANGE_LOG.csv,MODIFIED,a8bdc773c977629ef167e0e975f4b9477e08673adca124e666cd4d60605aabed,e839d3c52c113110bb9d227033663e45a96a48d99c3f5d43449ac3ac75c89b54,W15 cumulative update
governance/ADAPTIVE_CHANGE_LOG.md,MODIFIED,645aa6d7f97ac3097c5310ed9d4df596b0039ebd1793e9f450f952b1fbdc7e9b,4b46a057156c7be69973592c8fdb95476b0464182dc5a37641cc8a672da20b27,W15 cumulative update
governance/ADR_ACCEPTANCE_TRACEABILITY.csv,MODIFIED,7eb0dad2c6d2cc582d6e680b5675018d6060eb79fb1e75e6a78f68e0e8e82e14,b94a0f30befd05d28d15a42c0e5ba8777e138b72f7998bc42fec746f3fb9b367,W15 cumulative update
governance/ADR_INDEX.csv,MODIFIED,404addad9189c9fa76628b81282f5a424f781cbc4cdd996b05e90544cb7a14f9,d1e1919ac5143ea717fecbd94ed5a222438869ae4bf3ba2b44ea83d69a69e04d,W15 cumulative update
governance/ASSUMPTIONS.md,MODIFIED,b10bf94a4b6d2d8783cad7f6d552d56677c90edb3e44519efac126c74f155138,39ba080db61765d2eda4de1d04984e584d7050e9b02570454c0aab3998ce5645,W15 cumulative update
governance/ASSUMPTION_CHALLENGE_LOG.md,MODIFIED,0f0c17eaff192e4b4c09f5fd04ce1a99a167719a7c4e43437636906f23e80731,d326f2fbcbe22305f451d00c220329042a21ca7bb3df8e237e52e13e2d7c4ba9,W15 cumulative update
governance/BAS_AGGIE_EXCESS_TEST_PLAN.csv,ADDED,,2bc74c0a2423604dc6010feb3aadb8ff693ebbd0b0f8a0b66cbfd47693ebe581,W15 new canonical artifact
governance/BAS_ANTI_CIRCULARITY_RULES.csv,ADDED,,9917d9cbc14abb1cc4388b6ace97995a5b4ad0ee07889ae91a01bb7850e81f71,W15 new canonical artifact
governance/BAS_COMPONENT_CANDIDATES.csv,ADDED,,8a1fcecef729ec89fb888063a1a521b6cad105899cd60075f25fb6de6593ce42,W15 new canonical artifact
governance/BAS_EXPECTATION_CROSSFIT_CONTRACTS.csv,ADDED,,ddfaff692706a5da16b67a5e86b79b5a7503726496d2f646b8a8f055461df4e9,W15 new canonical artifact
governance/BAS_GATE_STATUS.csv,ADDED,,e523ae88a6c3a99a547a9747613236899a7113f2fd79f8a42c30781702d8f793,W15 new canonical artifact
governance/BAS_GENERAL_FBS_BASELINE_CONTRACTS.csv,ADDED,,4edc552de80d1060ad726d91327322ee16ae868a5b98d88c0a521a3ec231899d,W15 new canonical artifact
governance/BAS_LABEL_CONTRACT.csv,ADDED,,6f4e45894805de592aef92794632c6042acaa4fb9c3290566a4ac7b46e4056ff,W15 new canonical artifact
governance/BAS_NULL_RESULT_POLICY.csv,ADDED,,1098edd17e0c30ec5e67d38d4b4139415acd63f9d85311134fe2ad1ba7a8c2ba,W15 new canonical artifact
governance/BAS_REGIME_STABILITY_CALIBRATION_PLAN.csv,ADDED,,1506aa2d6f2d25873e42012bb5aaaa39383d8d58b680488ca0fd8dab03c330df,W15 new canonical artifact
governance/CURRENT_BACKLOG.yaml,MODIFIED,14bfd0b2e266aea7a6ec86c2589e8f5a5e54fe98c3f86481425be8a24572476b,ec96597fbd6c76bdb43d224f06135f0bfe4682582753e05e86831283baa624fd,W15 cumulative update
governance/CURRENT_STATE.yaml,MODIFIED,f8417adec5adaeef1f8c91c5e18e8e9831c63c7eb7e0d9c6d69ab0947f2422fe,1c8f153cd24c585a4ca164dadba65e3a98de1ac432891e96e271cf475ad71052,W15 cumulative update
governance/DECISION_LEDGER.md,MODIFIED,4fcad468d37def144636f2a0ea6d80cfb8214704342da91f7eba54e812e710a6,89bf2b9eb8ace4141764b5971ee8d83f4ab554f16cf24b8743d252b73620c2f0,W15 cumulative update
governance/HYPOTHESIS_LEDGER.csv,MODIFIED,9970b84a386607ab31858e1dbad2693aa2ac7e7de8b6bd4148f97db7ec3f7edd,1841be38eecb01d37714117aea1707923909a02d6cea169eb3a5755f631d5a46,W15 cumulative update
governance/IMPLEMENTATION_WBS.csv,MODIFIED,ce0eeb8e8dab7156439f4b075c1df79c22eb36b4fda405a7072fa6dcd34afd75,dee5bec3376e701e7f051ffc7924fc480b6e3e2b5fd533941d6433c2d23be497,W15 cumulative update
governance/NEXT_WAVE.md,MODIFIED,ab2fe8b4e02e6be2fd73c05fd2af0ffff5d028ccebfd99c511ba0dd12db22f4b,708db47fc30777ac729eafa6024f78cc3d897841fc963145e30a5821cd618e25,W15 cumulative update
governance/OPEN_ISSUES.md,MODIFIED,fcc84549b57d57f6942d0506b934e9193df72aa388be93cebc440f57e4ff937b,60bb0248a6c7d4c18e9f311c7931e7a77584b67233c63c69ee5ad7f1b182c691,W15 cumulative update
governance/PROJECT_IDENTITY.yaml,MODIFIED,50cdc35b1b9ca860a47c363e3aeed889431b29477f1dd7c40861ce859c9af5cb,82cdce6bb026de6a92af3593e60c1661a4f4d7b01eb8fe967526f2a474a4b936,W15 cumulative update
governance/REQUIREMENTS_INDEX.csv,MODIFIED,05bbecae46ae7b512f594798b59dfbb5fa65e20279de680904af26b34215b6a1,0172b9da0c75d6ac12a48f580a9a50e7cc27bb9f09082c285caf798d9422a29b,W15 cumulative update
governance/REQUIREMENTS_TRACEABILITY.csv,MODIFIED,d4639ccf429ac4a82a5d0e86e8e73d4c0c71379f28f2f9330a139ca7ae4194bc,5656751d95fc730846cc7581782d93c151c274db7a5589685e9158a4b4dafffd,W15 cumulative update
governance/REQUIREMENT_ACCEPTANCE_MATRIX.csv,MODIFIED,00dfae89cd561e4102d64c58fd9a96237a98262ad40b445f1cf99d8a5216cbdc,b34fdfbd246052e3ee96e70c36b408654dc8967de1029055198dc97e18dab6b8,W15 cumulative update
governance/REQUIREMENT_TASK_TRACEABILITY.csv,MODIFIED,5004d037a791878eaf9672975e678d9b23bb168e790dff991452226ac1501f79,de8b35aed4d5c43e2f8f866432b9f1c2e97a8f36c145653a9af5fd91eb4fed63,W15 cumulative update
governance/RISKS.md,MODIFIED,f5565da7141318836883328f6874c7e2d5063dc91a91bc970df41d83f6edd61a,63c5868dd337262bf8954e41a89a7b2f10aa304bf65ec86030104b0fec584289,W15 cumulative update
governance/RISK_ACCEPTANCE_TRACEABILITY.csv,MODIFIED,f968a6a8dfd8b12c124a223e44dd1edf2e579522b34aad098b726beed294c954,0dc8bfea6ae07cab1e2a57734c811c51e154463f6c07b213ee51546c2208edde,W15 cumulative update
governance/RISK_REGISTER.csv,MODIFIED,3de79389a70f8939d725baf69e1f3a70eb62fe8d4cbf5963c8863b40ee7ffb08,6099f5d75437353c41e790b61f1f6ab0a3871c124677ddd17c81a21139518965,W15 cumulative update
governance/TASK_DEPENDENCIES.csv,MODIFIED,4c2007c54606bac5fa287fbc28c005d959b7009fe313d9ef780a953cac4045f0,94636a30762639a60fb05168d6072b8104feb54ae69734ad63f2b99f77f1f454,W15 cumulative update
governance/W15_ADAPTIVE_REVIEW.md,ADDED,,fdd850d63caf115db6d45a88a40f2ccdc1672fe307f5cab7b7aa86714302c4b7,W15 new canonical artifact
governance/W15_VALIDATION_REPORT.md,ADDED,,44790a0fd37c39ebe5c86418e66d76c1807ebea18dd2f6d4c068ffff5f7212e6,W15 new canonical artifact
governance/WAVE_LEDGER.md,MODIFIED,ff573085b8a9ea2100ba1548a75488930353f890e794da27bc450d197ed02d77,0dff4611e04a86cf18ca4bbe3b58acedd03af3aa62d151ef507a14fd937cb624,W15 cumulative update
governance/WAVE_PLAN.md,MODIFIED,e4f38f02b6e731a418eede68522af0155d32a97101c351ffb633b315755cc4fe,aefaa82e4d438878bbfdd05f96c935a9c5bb775f5c85efea71df8c50f5a07515,W15 cumulative update
governance/WAVE_PLAN_REVISIONS.md,MODIFIED,2795ab103b56028b7004f79b4e1d83de4423b1c335f5950a35583912a43c19f7,dd748e53a833a1e57de4c60360d05535130a79dcc77beb1726bed004f1ad6d81,W15 cumulative update
provenance/W15_INPUT_ARTIFACTS.csv,ADDED,,04dc07e5165f999862402e641d974c5d84f10c7812791100bfb5b80c2eb0081c,W15 new canonical artifact
pyproject.toml,MODIFIED,6fe4675caab7421753e5595f92ac62ddc1a882061bb6950341949e93adbcf1cb,fe1a1878c691eff02fc051580e4e1e6287e22e8f384a0b4e101aeeec647ef65a,W15 cumulative update
schemas/bas/bas_label.json,ADDED,,973c60d831bb91229c5d17fe42a6371b0bb8fae05df5bbc46e520695897b7152,W15 new canonical artifact
schemas/bas/component_residual.json,ADDED,,14841383d04ee527dc2d487f7ef5b40ee34f2b2048c4a7df91800e51dafd546a,W15 new canonical artifact
schemas/bas/expected_margin_evidence.json,ADDED,,0981890edf4dbd09cbe923a2ab8b53d0542ba274fd55fafba21682e8cd43fdfe,W15 new canonical artifact
src/aggie_analytics/__init__.py,MODIFIED,cc27a264ea5e9b2fcb90d60b749f7909141ae62d116cef2a5836b2fa257832b9,a7eba2675ebc04b4113e24eea2ea7b1c9b73e1aa6bc437ce9c98b8be6cb11306,W15 cumulative update
src/aggie_analytics/bas/__init__.py,ADDED,,9bf8aafa103c2aad97888455754105b60696bcde12151113e611e496be88c2f2,W15 new canonical artifact
src/aggie_analytics/bas/contracts.py,ADDED,,4db391c284f450497fcdd23a6184ee925cd48944ea4719d71dd7a3eda88aa2e3,W15 new canonical artifact
src/aggie_analytics/bas/labels.py,ADDED,,f9f7d0d6feca7b835b14d75855e66a3dc52d4b80be48bb793b626df08034bfd2,W15 new canonical artifact
tests/test_bas_science_governance.py,ADDED,,e55cb376cd60d8cbeebeee4c79cc6de1a203d4636f0aa76d5ef0b2ca6e49cc54,W15 new canonical artifact
tests/test_package_scaffold.py,MODIFIED,e7158e9bdfe8fd8023491b903b92ead75eedd33992afd9fdc93152cf6a7151b9,6bac3953109f0305ae8ef3f1c01596ed1d92219a8ade2ee7acc128d86718e29d,W15 cumulative update
tools/validate_bas_science.py,ADDED,,b1d6b433190928940080a84015df01864474e105de99c82dc8078362c7564241,W15 new canonical artifact
tools/validate_tamu_specialization.py,MODIFIED,c764c98a0d2a231064c0daca6b84363979c9288673f9c50489c52a3d0a01195f,14d42ffaff9e9f2c5a73eb24ccb79d7dd65545e0cb6e2cc20ccd26b7b9d4e29d,W15 cumulative update
