path,status,w03_bytes,w03_sha256,w04_prefreeze_bytes,w04_prefreeze_sha256
docs/context/UNRESOLVED_DATA_CONTEXT.md,UNCHANGED,449,64673bf292c2f766191aa8f63fa5d0a4002c4a47102f65535e9f843925c068b6,449,64673bf292c2f766191aa8f63fa5d0a4002c4a47102f65535e9f843925c068b6
governance/ACCEPTANCE_CONTROL_CATALOG.csv,ADDED_W04,,,10296,1027fe068bb97d8f43908d901bb7909ad7d7cccf4ec8154067f6a6a5bd28ccb2
governance/ACCEPTANCE_STATUS.json,MODIFIED_W04,1748,b38e0bface82a6eddb867536cec89be2534b1c791ef52fe4b7e3855a0150b937,1323,d7f288f8f6ea9d0a2baae031a62158fbb41cfd1ddad8fcc42c8de78164849aa4
governance/ACCEPTANCE_THRESHOLD_REGISTRY.csv,ADDED_W04,,,2109,a4674021ea16f21c49230e0315c9634bb1e1e7010742760decd6a792c88ba863
governance/ADAPTIVE_CHANGE_LOG.csv,MODIFIED_W04,2703,b005bd07b5a095545c8fa13abdc27888fe47dbff7bac1f108ca1ed5d3c37c2e4,4191,cc19c8e3d06f21ad7e0a4946eaa9220f29869d70c0cf4fdd14ddd7da4219a77a
governance/ADAPTIVE_CHANGE_LOG.md,MODIFIED_W04,6265,b55d3733fa4f32817d96c38f94834cb2eaf95625282f8750fd27a9e41fc90801,7234,72a13738bea378cd6253bafcb5464cee005c130cb27498b5b56ccf1dd0407813
governance/ADR_ACCEPTANCE_TRACEABILITY.csv,ADDED_W04,,,7314,cc24eb120905c2439ac1ed1214d614c101c34adc691c89693b72b28e0f9468a3
governance/ADR_INDEX.csv,MODIFIED_W04,15851,8db88c89a070489179bdc2396dc20ca0e9fb4eec6ae14800c5c43beb0f8f2f5a,18921,cdee624e28bc691052f128b27eebe8befe7e9560452eec0fbb1262c5ee91c3b9
governance/ARCHITECTURE_ALTERNATIVES.md,UNCHANGED,3611,81417f0b0d751ba7e238739bf2ffa8051363dfc90478286217031c5ee4f85167,3611,81417f0b0d751ba7e238739bf2ffa8051363dfc90478286217031c5ee4f85167
governance/ARCHITECTURE_DECISION_MATRIX.csv,UNCHANGED,2860,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6,2860,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6
governance/ASSUMPTIONS.csv,UNCHANGED,2739,57db6d0e158adf47bf5592f7e4ae84beadc97a2beede834c7ebe6b12706ab112,2739,57db6d0e158adf47bf5592f7e4ae84beadc97a2beede834c7ebe6b12706ab112
governance/ASSUMPTIONS.md,UNCHANGED,3636,a1762ac2d22f9335b790e983793ff75dd8d90cb4fd14036fb5269883f2f10a75,3636,a1762ac2d22f9335b790e983793ff75dd8d90cb4fd14036fb5269883f2f10a75
governance/ASSUMPTION_CHALLENGE_LOG.csv,MODIFIED_W04,2658,9294d6cd3ed89ca9b5dbda1c37d0a79d088123728535810e22fbfcd838718bb6,3655,e08d8b80528b671e4b3f03b667d30cf5ad2d7db917112ca92a82f852cd8c9b3e
governance/ASSUMPTION_CHALLENGE_LOG.md,MODIFIED_W04,5447,010640642bc4cc66b436e19bdd30d59b68dbc1c508079719b2b1de2488e22108,6590,e1328579422b8773bf05cc6829c5bdd796eacec2a0f0e5ad103c6e18001f2d07
governance/CONSTRAINT_CLASSIFICATION.md,MODIFIED_W04,806,607464b07f468c111281a3743d61c8d3695a52f56af92146c01f3f7ab00acdea,1523,2bde5d0705a5a8ee957ee2e80e139fe1b09882374a4b635c7bf42329220d1b5a
governance/CONSTRAINT_CLASSIFICATION_AUDIT.csv,ADDED_W04,,,32059,775b24d49d486437d3d06f2b8d4470cadece9eb09be1b35854f441ca53d9ddfb
governance/CURRENT_BACKLOG.yaml,MODIFIED_W04,1236,99131e9be73dfd5373ba7756bec3d50c1c6f076a7bb37b79802bcdabddcd2cf8,1148,5b25081b4caf7a909d87b663ab39cc03459607811463b6bcc27d1ba0f247cc54
governance/CURRENT_STATE.yaml,MODIFIED_W04,775,e4876ecacc4dbb785cb0a2002c022bf3a90f187e074bde6dc757ca2950b9aff5,873,4912b7673c508006cb37ad9aabf59cdf6935a8148c4e3236e6e538f077cfaf09
governance/DECISION_LEDGER.md,MODIFIED_W04,21438,d11bd239f869af7ec491924eade88102449d52f7e153105773fa7cb7239e3fee,22509,dd400f820026113434efc453a288828383d5d05a8c9b53de55de2ca3805a054f
governance/DO_NOT_DRIFT.md,MODIFIED_W04,2035,94cec1698c145b66ce96732b79820955c9ec38af3dcac3be4af7e799cf8f3e30,2527,2a9c00fd4520e7042c26d43623774cb74531bb6f5842d1e3a0c6ab49eff1ace2
governance/HYPOTHESIS_LEDGER.csv,UNCHANGED,5717,ff290b0d503232bfe82d54961fce7f874924973b7463db7e2d870ac4d013aa29,5717,ff290b0d503232bfe82d54961fce7f874924973b7463db7e2d870ac4d013aa29
governance/IMMUTABLE_RULES.md,MODIFIED_W04,1110,86a22493ae71f4869ec869b49e76ceb0e5944809cc7d158c85f9b51997ee87a3,1553,ac1b35a0febd1fdf30a1b2cce0b7b5ced28ee2fec4c445587e4e105727740d04
governance/NEXT_WAVE.md,MODIFIED_W04,1317,bcf8c85959684245aeda395b82bf0cb05573a5f6c822bbf61c1c691507304971,1258,4a03ca2c1127162b8b6643ccf6f7611990aad671d9f36bac71baf752e88d5783
governance/OPEN_ISSUES.md,MODIFIED_W04,12490,56ff6f36c542989dea43bbdd1bf09a48e555096faed7c4c175c2266f135a139d,13180,f6229a86201c8c9dbd95ac35fb97ddefe903c56fbc135584d837613b2859029d
governance/OPPORTUNITY_BACKLOG.yaml,UNCHANGED,2967,22e2c71dd03364df5c6c2be150dfebc6e817fd12eac8c177e1896bb3bacadee1,2967,22e2c71dd03364df5c6c2be150dfebc6e817fd12eac8c177e1896bb3bacadee1
governance/PROJECT_IDENTITY.yaml,MODIFIED_W04,338,3ec3b4ac5a080add27fba6ea6253d402fe2829ec0201125075ccea71839015b3,338,e51442c2ba1e0493e4f252a98d5d88470ba47e9ace90e5be79c14b3b208cc3b1
governance/PROTECTED_ACCEPTANCE_RULES.md,ADDED_W04,,,1014,9386935936da8dff9b92dfcacb8e6cd6fb139bc952296342d2097bd4538997a8
governance/REQUIREMENTS_INDEX.csv,MODIFIED_W04,38861,5eeb0291c4f5dde37122dccf5c543fa29eee525e95b7efa2eca301ebc7119028,49589,9467d7c7c33fba78503428a9e36b13903ad1e178f2fa66f47ffa9a4542cd7a98
governance/REQUIREMENTS_TRACEABILITY.csv,MODIFIED_W04,30659,839b075c6337f94a1d9608809877760b6f9bb72798cfe9de55ead6f5e9d6673d,33081,2f6b2c5d1b74a56f5cc36b6363cde6a5609907b86552b2112deba2a78707d679
governance/REQUIREMENT_ACCEPTANCE_MATRIX.csv,ADDED_W04,,,55434,b9427346363f25defb70287ff1c4b6cb30c2a4dae2fcfb39e2bbf0d06a278809
governance/RISKS.md,MODIFIED_W04,10689,cfc62e1d492a047a3a1138f2fa395a7b9ac63e8a5cb9a006a468dd15103ddf72,12789,835563e39fae2057f1c942cabfb22b1380cde6968b3291a8abff5789cbd42997
governance/RISK_ACCEPTANCE_TRACEABILITY.csv,ADDED_W04,,,6210,6778c7cd651dbc8f90fd1f7e156997929a74f0c74eecfa90059d04f831a6b816
governance/RISK_REGISTER.csv,MODIFIED_W04,7695,696f3bae44e10fadb4590069d5d5dd43f4825d7eff7b1f12a348faab97c019db,9362,b7eb1100425694408c9ae81d5afd8df12029abf459fa0fd401c6626adb2f72ca
governance/SOURCE_OF_TRUTH_MAP.md,MODIFIED_W04,1810,1a32d7c2e6f142285681c7f38aa65761f23cdbfe0dfb2c64589532aac44c09fb,2402,d607377083b415e9ce10fe7cbb3694e4e53d776ae9e507b6fd07943b2854d1f0
governance/SUPERSEDED_DECISIONS.csv,UNCHANGED,3392,58e93a37bab2c1d81a173e96b4855334e5e83fbda854b56e4bcdacc9e21d0620,3392,58e93a37bab2c1d81a173e96b4855334e5e83fbda854b56e4bcdacc9e21d0620
governance/SUPERSEDED_DECISIONS.md,UNCHANGED,4915,0b65bf3d135816e257430f809a6352961edfa298b59c7807b14fd3e2f511fd13,4915,0b65bf3d135816e257430f809a6352961edfa298b59c7807b14fd3e2f511fd13
governance/UNRESOLVED_QUESTIONS.csv,UNCHANGED,6969,95f7de0e3b79fc5cf13ebf1430c110787b12f9363c8289f7424ddd73deb27a05,6969,95f7de0e3b79fc5cf13ebf1430c110787b12f9363c8289f7424ddd73deb27a05
governance/W01_VALIDATION_REPORT.md,UNCHANGED,832,e6036d0e40f917b1d0b2ceeec198950881855102b99e3fbfbd50ca996e5329bc,832,e6036d0e40f917b1d0b2ceeec198950881855102b99e3fbfbd50ca996e5329bc
governance/W02_ADAPTIVE_REVIEW.md,UNCHANGED,1651,e22f2bef9830f6d07b15d151ee72292d1e66d2dd3ca804f1f51a9b839621b4b0,1651,e22f2bef9830f6d07b15d151ee72292d1e66d2dd3ca804f1f51a9b839621b4b0
governance/W02_VALIDATION_REPORT.md,UNCHANGED,2545,75ade198593a40f3002ae47a6781563c5261ad649240b364ebbe20c399570e5c,2545,75ade198593a40f3002ae47a6781563c5261ad649240b364ebbe20c399570e5c
governance/W03_ADAPTIVE_REVIEW.md,UNCHANGED,2981,14d4a91a9cb551d4f2c3172d68e9538bf04e4e68b1c1763287cd9a973e859272,2981,14d4a91a9cb551d4f2c3172d68e9538bf04e4e68b1c1763287cd9a973e859272
governance/W03_VALIDATION_REPORT.md,UNCHANGED,4853,ba9542feabff94ee84a0f104b8ca5efa4ec8e832ef491e9a01d69ef6ab1afb44,4853,ba9542feabff94ee84a0f104b8ca5efa4ec8e832ef491e9a01d69ef6ab1afb44
governance/W04_ADAPTIVE_REVIEW.md,ADDED_W04,,,1616,4aa43ae85071f9b523e5628e12b8ac1112a65577fc95e229c12f4267fa8bf7da
governance/W04_VALIDATION_REPORT.md,ADDED_W04,,,3857,ddd5816923755ca8e02c3ddfc745212796608f07d74d0cd8f113b02d28991667
governance/WAVE_LEDGER.md,MODIFIED_W04,780,c4e426de936affd9a8f3fe3796ea73d40f718640c5eb0f6e69111c96b9284acd,954,1e3c8b10686c13368514b0db4110eba8632f4a71215cceca41bfad68c1d62dc9
governance/WAVE_PLAN.md,MODIFIED_W04,2205,b33c9e3b2c54038a9adbf308c980508de0203ce66bda33425b31651c018a729d,2218,dddbb50e6a1bfb0939a93c52770025e4ce91dffc35ba4bd3dfe721c8d4b69de4
governance/WAVE_PLAN_REVISIONS.md,MODIFIED_W04,2523,dcaaf0dfa50e93113eab6b76a7cfb298a64390b211b7ab833be9107706d8a9f7,3301,d24a39bff4acdff6116588208ff62c78bfd31f7355f66ac7b2cc35aa3ea23e38
provenance/CURRENT_TREE.txt,MODIFIED_W04,3689,65d2b16bb1e5201d3116f31b9bbe78da0efe955664ab4c94ef3c2c38f33cbc90,4310,6c99fb48586bf70dbb85f19fd3fe4ce328490e3d68b312aca71b3f36c473b0f7
provenance/INPUT_ARTIFACTS.csv,UNCHANGED,828,f93ecd9c38c5cebca0855f2e57f0d3e5437ba3b23715949669c6658d1502ac41,828,f93ecd9c38c5cebca0855f2e57f0d3e5437ba3b23715949669c6658d1502ac41
provenance/MANIFEST_POLICY.md,UNCHANGED,824,6ccf5b7a51185dc09140ee7b917af0344a2be5a1b34d6e592018206d37da1dce,824,6ccf5b7a51185dc09140ee7b917af0344a2be5a1b34d6e592018206d37da1dce
provenance/PROJECT_FILE_HASHES.sha256,MODIFIED_W04,11430,1d96bbf77bb44fac497d8111c4cd548362ecc55b5f31748bbba60be16d47661d,13041,afc911740f1d9f5f2362f0209b38f466a08af7ac4dc04b61ffde2febc306caed
provenance/PROJECT_FILE_MANIFEST.csv,MODIFIED_W04,11882,3a990e6fb98d23cde2c7fe3c4195d794479a5cceeb83ac4fcfef106f0ab1011e,13556,be17605e310a9dd1d9b44bc36f519ad1490ecdc5944908ec7bc1b9103c4203c8
provenance/RECONNAISSANCE_FILE_INDEX.csv,UNCHANGED,28691,9db10f8fc1ee2c55c8334f7949197925717d1784cd28469da73e4281855ee95f,28691,9db10f8fc1ee2c55c8334f7949197925717d1784cd28469da73e4281855ee95f
provenance/RECON_REQUIRED_READING_STATUS.csv,UNCHANGED,9460,3ced155176b08607d4d69b0955a61e0c36c440c637da42d32e717dd15d750275,9460,3ced155176b08607d4d69b0955a61e0c36c440c637da42d32e717dd15d750275
provenance/SOURCE_CHAT_LOG_INDEX.csv,UNCHANGED,6631,00cc255ee5edde8999cabf0855ac743ce8f5a418857f8b0ff1deac8dd2e4d7a4,6631,00cc255ee5edde8999cabf0855ac743ce8f5a418857f8b0ff1deac8dd2e4d7a4
provenance/W02_FILE_CHANGE_SUMMARY.csv,UNCHANGED,18371,02b5c46849bf26623d7a7fa1784a7e405c09a60fc1e61435695c3e1f0f393299,18371,02b5c46849bf26623d7a7fa1784a7e405c09a60fc1e61435695c3e1f0f393299
provenance/W02_INPUT_ARTIFACTS.csv,UNCHANGED,871,355c3319a02386c5bdf2f3b54c3444f8fc191f47d57ca9182602b3560330d6e0,871,355c3319a02386c5bdf2f3b54c3444f8fc191f47d57ca9182602b3560330d6e0
provenance/W03_FILE_CHANGE_SUMMARY.csv,UNCHANGED,19225,a0868a9e4c341615d627e758462ac6b1feba07d0b96e3d699f89202e525fcd93,19225,a0868a9e4c341615d627e758462ac6b1feba07d0b96e3d699f89202e525fcd93
provenance/W03_INPUT_ARTIFACTS.csv,UNCHANGED,935,0f661e31fc51723d03862061a7c645b061b462b514aebf81037b9114326649b8,935,0f661e31fc51723d03862061a7c645b061b462b514aebf81037b9114326649b8
provenance/W04_INPUT_ARTIFACTS.csv,ADDED_W04,,,935,5e563e471bc63909c401b95f2099525f5257c00475e7941fff291cfe419160dc
pyproject.toml,MODIFIED_W04,473,9213620b82aeff58ff062f217f2d3d6440cf63b4ead46080a5039351e677142a,473,0047ffc7ce45b5f012263347a6a8d2408c93924d747fdec1a8e402a5bc65f283
scripts/bootstrap.ps1,UNCHANGED,353,ab458732b0a9f98ae656bbccd9e8a2b31b21a33dcede6493953d10338ed3323e,353,ab458732b0a9f98ae656bbccd9e8a2b31b21a33dcede6493953d10338ed3323e
scripts/bootstrap.py,UNCHANGED,1160,cc7dda6ddeb1b00db23db44c3df091045f23887d7a0e6294a623a49d9df3b99c,1160,cc7dda6ddeb1b00db23db44c3df091045f23887d7a0e6294a623a49d9df3b99c
scripts/new_worktree.ps1,UNCHANGED,725,77b69a40e25dbc03cfe142892736667c8359e7d36b19b0627ba3dac97514899e,725,77b69a40e25dbc03cfe142892736667c8359e7d36b19b0627ba3dac97514899e
scripts/package_wave.ps1,UNCHANGED,442,24fc0fd6e2df0974e7c516360babd69c21d8271cc1b1f493abeecef40e89f9fa,442,24fc0fd6e2df0974e7c516360babd69c21d8271cc1b1f493abeecef40e89f9fa
scripts/validate_repo.ps1,UNCHANGED,225,68438ffaa3956a175793079c874af2857d0b327bfcaecdaf77ca46a90c0c636c,225,68438ffaa3956a175793079c874af2857d0b327bfcaecdaf77ca46a90c0c636c
scripts/verify_prior_wave.ps1,UNCHANGED,510,4c69068a9e61bbeb71c648423d0c83a8c414ce933de174c50fb10af54f7f6acd,510,4c69068a9e61bbeb71c648423d0c83a8c414ce933de174c50fb10af54f7f6acd
src/aggie_analytics/__init__.py,MODIFIED_W04,247,1f96b5e1b0a8eca736376fe436d53fdda0d3cf33b20fa2ffdef275abedc17464,259,16b974df48ae886f1f26db4f73d4bd30ea4e41e56b3d8b966fabc08be3eed8fd
src/aggie_analytics/architecture/__init__.py,UNCHANGED,415,5be8d8a526d191804ad08f8ccbb24f3e8325cce36a89315a69d05e1c79fa20f4,415,5be8d8a526d191804ad08f8ccbb24f3e8325cce36a89315a69d05e1c79fa20f4
