path,change_type,prior_sha256,current_sha256,notes
governance/GAME_CONTEXT_CONTRACTS.csv,ADDED,,6f986817077abee19432e3ca314ef81c67a2137ba08e1e87301893dca881b5ac,W13 new canonical artifact
governance/HOME_FIELD_EXPERIMENT_PLAN.csv,ADDED,,e9c4a9ffa27b911806daae2644d4c32e6f71aae53caf4caa054f3ed017f05507,W13 new canonical artifact
governance/HYPOTHESIS_LEDGER.csv,MODIFIED,fe56b3d73e4f34b312e0ed20d031cfda7e0d319e6382e6bfee1ae63962ccff81,e907a95dc9073b0c0b64b0892ad1425ba42a5098ddade07434ea567cf49ac051,W13 cumulative update
governance/IMPLEMENTATION_WBS.csv,MODIFIED,2f33a1e91d19fba2c53ecef99009756d4bf3c936213459802a35b70635fdbb08,ad5194fc965dc6c2af0350a78f4a82ba1da35094c8b69049299505f79efddc65,W13 cumulative update
governance/MATCHUP_CONTEXT_GATE_STATUS.csv,ADDED,,0b6b2501b2355e5e8cde0cdeff25f1272d526b9086439c2bc536f6585c37dcc5,W13 new canonical artifact
governance/MECHANICS_GATE_STATUS.csv,ADDED,,b557358813fa014a6511ed3fb6801cddf222852c3f7046c6f1bd8688f1eba113,W13 new canonical artifact
governance/MECHANICS_INTERACTION_CANDIDATES.csv,ADDED,,a7e4e698e3c1fc905ff326163a5cdb4a7ff5e82abc4150ea97a3c418d4cbfe21,W13 new canonical artifact
governance/NEXT_WAVE.md,MODIFIED,339f3fd58b0e759d6e98b576b62073f21ac4ff241bd01b2ff8fa8b0c83dfba0f,8f80ab035b76cc7ad48361d1c2d1b46a08122712f1ac4ebf8beb487f7ba13281,W13 cumulative update
governance/OFFICIATING_EXPERIMENT_POLICY.csv,ADDED,,65d6e15eb9454f41d52dc00335848f4b78b3a4ab94cafd275d4b2e6f8bc8afd4,W13 new canonical artifact
governance/OPEN_ISSUES.md,MODIFIED,3b24eb68d1c33608a0968e908e08600aff50dbd46285cc6b8f638916f77ef24c,5ee9ea641e0146e7648d49a3e79d0eedf30a181a585e4a014fb925c34979ddac,W13 cumulative update
governance/OPPONENT_ADJUSTMENT_CANDIDATES.csv,ADDED,,dd0b0c84e15469ecf75543585a6a7c66b8775156e84dfc41120a2b1099cd910d,W13 new canonical artifact
governance/POSSESSION_TEMPO_CONTRACTS.csv,ADDED,,70396726adf19971c87fa65f5d154188b5407812b55f35ecc08a2d71368211b0,W13 new canonical artifact
governance/PRIVATE_RESOURCE_PROXY_CONTRACTS.csv,ADDED,,ec0a3a1ff1670fb2ffc8deb02f8d33df16452be80b9430d17b397a17df63987d,W13 new canonical artifact
governance/PROGRAM_RESOURCE_LANES.csv,ADDED,,d9ab6e07b638dd606140cab9ee44d0d17b27939be357bb9a6ccdbe2756f10823,W13 new canonical artifact
governance/PROJECT_IDENTITY.yaml,MODIFIED,4aacb856f6dcff8cd43bc198bb73dcebbb0296e9ed5b27658e1029d17fb9359a,398425692374d54ac01bbe98ed417bd6d215b855ce9756e354d67e5eb9dddf2d,W13 cumulative update
governance/REGULATORY_ENVIRONMENT_CONTRACTS.csv,ADDED,,2d19c358d8b8c25ce16f279b0572f895fd1d780d59b128b40223333764d3d929,W13 new canonical artifact
governance/REQUIREMENTS_INDEX.csv,MODIFIED,755ae06324be3d6aa3392a4e47dd80847683240e832668d4d6d45d33bd415942,6261903fcfcfa29b7588c7d91a788cf7bf6d46407c539bb9f30634f2594f0f3f,W13 cumulative update
governance/REQUIREMENTS_TRACEABILITY.csv,MODIFIED,d14c5facd2f0a446d7758769f1a5e54e74576f09fc42ad3f9a4acb3454c337e1,1024b572cfd09e5caefc0da73dbdb11ab11e385b7bce67d9100d9c4cbdc27630,W13 cumulative update
governance/REQUIREMENT_ACCEPTANCE_MATRIX.csv,MODIFIED,0526d11ec183ad8634adba3f86dd6a2f2b40d5af89e4d4ae2f12242ec9d0c55e,7161b5687ab4c2c97d3c01be6deab3a8c61a65a67b5d1b8f6462c94f0687f13f,W13 cumulative update
governance/REQUIREMENT_TASK_TRACEABILITY.csv,MODIFIED,2d8155028e7d89e990657b0a9b6852a2c8ae1689c07052b2d766a6af8e07ce90,12abdc0462e900aa65d3bb9ef5e85728c1e8d2cc3e02f33c3aca4dcac58bf106,W13 cumulative update
governance/RISKS.md,MODIFIED,354aa51addc51cecfc43a049e7cd57715d85c2a516f3b102e81662dec6bcf2af,3ca3dc56aebccd5ae7c94f8af532d09cfc75bd445a87ca61a406a034d468990e,W13 cumulative update
governance/RISK_ACCEPTANCE_TRACEABILITY.csv,MODIFIED,23986d99f2c212f615cfa3e573769c1270d1f75a93848d8b968b6985f91d36d8,9fc421845796456f552fda1ed3baab0d90c1399cd10fefe8ae8285ab682f0627,W13 cumulative update
governance/RISK_REGISTER.csv,MODIFIED,7fec7434af0211ff5bdcdfe799627cea3d8e9bf8bcf8bd3819793f2911e93146,23ea37ab4d0113be729104b647265dd5ece462cb1ac49533183b8db4b641962c,W13 cumulative update
governance/SCHEDULE_STRESS_CONTRACTS.csv,ADDED,,063b7e125179ae781ebfafd902a8b10a9ace57e6531809dc8724c29cce61542f,W13 new canonical artifact
governance/SCHEME_PLAY_CALLER_TENDENCY_CONTRACTS.csv,ADDED,,8ce68ad0a558ec613d1541c051c37c288733bd4038e074c75088c3ac65456d15,W13 new canonical artifact
governance/SCORE_STATE_POLICY_CANDIDATES.csv,ADDED,,24598954f3f3ab08082206feabe06d339201d4bf4fd40b6a9a2fc22356ee0913,W13 new canonical artifact
governance/SPECIAL_TEAMS_COMPONENT_CONTRACTS.csv,ADDED,,276a44ccbdbe8fae2b4799531b08c6454de3f5aaa5e5333c9bd81fef792f2275,W13 new canonical artifact
governance/STYLE_SIMILARITY_CANDIDATES.csv,ADDED,,d931b54d7e4e2408b2d160b9de3b42626667ad1be0ab6eca98fbdd00fb234500,W13 new canonical artifact
governance/TASK_DEPENDENCIES.csv,MODIFIED,0b1aeabd1bca6f83dab5a6673ddfca6385a36bcb237e70b76c70d372071dd497,4c2007c54606bac5fa287fbc28c005d959b7009fe313d9ef780a953cac4045f0,W13 cumulative update
governance/VENUE_TRAVEL_REST_CONTRACTS.csv,ADDED,,4e19a3f632b8e1cfab252325ec5da908cde0baa10a8c0fd3dc76720c5836c72d,W13 new canonical artifact
governance/W13_ADAPTIVE_REVIEW.md,ADDED,,d32eb157a954ea26b2a161996aaf2b6e52534fc99a298ce6b3c909917051a3d1,W13 new canonical artifact
governance/W13_VALIDATION_REPORT.md,ADDED,,dd32edf308ba4622b58fc1127c2bfcb6066181bbf6f0a4a655395e6de00619b2,W13 new canonical artifact
governance/WAVE_LEDGER.md,MODIFIED,097f9f0124b963fb69a172b607ecfb2b691755aeabc20f2e0feb0f4ed26fdcdb,f4bb82d47298e238d1abb6753c5e7f80e862a15d49bb2ae59c7ebd4b8211a18e,W13 cumulative update
governance/WAVE_PLAN.md,MODIFIED,a8a66eded8c44e5d23e754e3863a5fc5486f44175dc9353cbec6280877ab5ffc,28f17deab7e587033e0a62e08fce3aa6f6015a2d775df74f2d0f27d0fb49ae5a,W13 cumulative update
governance/WAVE_PLAN_REVISIONS.md,MODIFIED,d553425e954c21e5514971e265e19d73b96897c58c23338987ca3550eab69f2f,add0475f050a1110de560a39953bc6fb53893fab6343e72fc9f21f35c484fe2b,W13 cumulative update
governance/WEATHER_CONTEXT_CONTRACTS.csv,ADDED,,7e5658ecab8ca78d1e020c53b9f3a242ede610315e96cca183f4bac211fe9f49,W13 new canonical artifact
provenance/W13_INPUT_ARTIFACTS.csv,ADDED,,9466ecdbfb4f5fb5dcb6a9fa91ae0a40b9fd16f92b495fb496fec3c2680160f0,W13 new canonical artifact
pyproject.toml,MODIFIED,b5fd189f83c4a03b30573e17d9f53c20e7e27343d2c0405525b25b49c4f9d04a,a8ee03d6bc985ff943e23abd58da94827943444d666b1377245ee88dbf49985c,W13 cumulative update
schemas/context_intelligence/coach_role_episode.json,ADDED,,8c233fc210c892b89175b9e868d4cb3f28f9fafa0c92fd8619ca53f3886950d8,W13 new canonical artifact
schemas/context_intelligence/game_context_snapshot.json,ADDED,,2036a15cba140b01d7a114dfeae62767d5999706e3a875972450ddf0e8cce9aa,W13 new canonical artifact
schemas/context_intelligence/mechanics_state.json,ADDED,,03218ac421cee7e8d3cb37fd79f34c0a8bc029c88212c9e78bfc6bce46662344,W13 new canonical artifact
schemas/context_intelligence/officiating_evidence.json,ADDED,,e3931b1bcd2babb9212f2b7aba332f1c561ea9c1b7c6d1758e76bcdf9d0c197f,W13 new canonical artifact
schemas/context_intelligence/regulatory_environment.json,ADDED,,197bb21ce0d414364e10d424aeaedb4f9da02f9b59ecd78ff48eb4bdbd79498c,W13 new canonical artifact
src/aggie_analytics/__init__.py,MODIFIED,10629aa7f3a8f714461ce87215d78f22fbe1fff7f739dc5d327d949ddfa51ed6,a3160e0893db0b032bb3c427aadc30e8ea019c9b33e5ab654d8edfef36d01359,W13 cumulative update
src/aggie_analytics/context_intelligence/__init__.py,ADDED,,cacd1fb2314922b38b1b81ae52b521875e842e5b3a23c43dbc0a792d35419d59,W13 new canonical artifact
src/aggie_analytics/context_intelligence/coaching.py,ADDED,,10c25c9c8308556df1a11b2b83e1bcd8f109c314020ed6ff26ba3b57818ddede,W13 new canonical artifact
src/aggie_analytics/context_intelligence/context.py,ADDED,,2125d4b7d8b8cc22bae0f093b1cb496dafa87e5a27693506a106180baab08b37,W13 new canonical artifact
src/aggie_analytics/context_intelligence/mechanics.py,ADDED,,4b36e4dd1acecc489979997af3c8b24873af41a317ae87e8aa006d25ee63d698,W13 new canonical artifact
tests/test_context_intelligence_governance.py,ADDED,,a9d6c18cec7f3568c405a381651b125accd1fb0ba9690e8ac4d0df01944abd90,W13 new canonical artifact
tests/test_package_scaffold.py,MODIFIED,5f6ce02d147781553d896dc404695005994fd96e6a77607ffc19abecacdbb0fd,dbc48aaf6396af612d85562d0a910dbb1ff8069d2b44871c33bb643b66576863,W13 cumulative update
tools/validate_context_intelligence.py,ADDED,,311ee496449e7fa115d04681bed437f09354fda773687d2310a6fbfe270a7fb0,W13 new canonical artifact
tools/validate_player_intelligence.py,MODIFIED,51a3778e2a414a5d533c70cfe3b64fc739421268e14348536500ada17d22ae8c,18af81922e78b9b619137dc34b8617786bc4e325e24266fcc1ed7a15881803af,W13 cumulative update
