path,status,w06_sha256,w07_sha256
governance/ACCEPTANCE_THRESHOLD_REGISTRY.csv,MODIFIED,a4674021ea16f21c49230e0315c9634bb1e1e7010742760decd6a792c88ba863,810ec47f18ba79251a05712eae898200e57ced057150e0eaae56f894f4a67b31
governance/ADAPTIVE_CHANGE_LOG.csv,MODIFIED,f2f8d3d1e7353a034e6aa941f4776a9d4de3d34f20d5399ab670065de2cc824e,c42033852cee01d88482b14cee859a67948d4c75fe48be670b7bc60a6e87f0da
governance/ADAPTIVE_CHANGE_LOG.md,MODIFIED,0d75c482550c266a7651d233369cc977958e934c68d6f76265f4eb052b875d43,3b31d352d4a37980f88a4f8d4dfd727a585da1c0b109eaac1dab9efd1d42dd57
governance/ADR_ACCEPTANCE_TRACEABILITY.csv,MODIFIED,37214ed39ec1c388aa8304821981e5288cb9cdf0620aa835ae24ce35560ccd75,71f67c212ed7fcb1dcb28c8c9558e1e2fae1fd5619eb439a65520b8a7f642e72
governance/ADR_INDEX.csv,MODIFIED,72928e5bac88444d9927f311ac7c5b50fe846ecea6bc90076dae3ecf7df83cab,b73fec054902a320a4cc98e5ed673d56539ff10738e981ca0d07413aa5a7a2cb
governance/ASSUMPTIONS.csv,MODIFIED,30978a51ec562ea1bac084d0c07865c90b6eb3d6ebd92f533a12dc84b0029768,737bd61cd0322e771c454deed318c0f2be5c819ec027f92dad94383410ecaf66
governance/ASSUMPTIONS.md,MODIFIED,bc2ca449edbdb0fbcb5254110bf4fb53cd5dbe6baff8186876950307b06bbd7c,96b4ff76c7281f45451e196dbaae11792562c15d00f7944fa2cd358211aa5f45
governance/ASSUMPTION_CHALLENGE_LOG.csv,MODIFIED,a274e79afdde63148b1cc78514a470ce6b28126802f3a1f7ce35f89e6a1dc52c,12018520522b9a1f35e52b3e55d565d8c8cb0a73afeffc76d0577dda617afb61
governance/ASSUMPTION_CHALLENGE_LOG.md,MODIFIED,fefed639bf093217cd5aad7d007cc78d97a0bdcde6f46745f90f22fffce5d51f,2994eb58970f4cab0cf978d9842478078d013c3e41fb6c4f19cc6cc5bcdb5009
governance/CANONICAL_ENTITY_CATALOG.csv,ADDED,,4066e1b58d8dccde2ecb9481c74ab2d4e4a3e92da48ad6aed4149bd392d479ce
governance/CANONICAL_RELATIONSHIP_CATALOG.csv,ADDED,,05d2478f87468cc5965cff4a10241f642c96c295c27dae6cbcfd1c6e3c9251d0
governance/CODEX_WORK_PACKET_QUEUE.csv,MODIFIED,fdef00defb8827ec863e14eadac91f8df43962f1af2ece00e0af080f8115522a,3bb35f9acb5fe8e76432141b373a18a1a4131b1b748755a1f560911d4c741be0
governance/CURRENT_BACKLOG.yaml,MODIFIED,b6c7dfa00fcd9a793539ee7dc2960ed7f1dffa649ae56e9e0ea94e8abb82ae1f,e261053b239dd50c189f256c0a6b469f83a7e0dad33de3dcbaab465f383105a5
governance/CURRENT_STATE.yaml,MODIFIED,3360e97a2bc84f4e05a67587bb9c4c6c5ebe9a2fcc04651c38b0845541615c13,bfe43bccc215c393392cc6d1263bde4bf50efe50252c50888608504f2407034f
governance/DECISION_LEDGER.md,MODIFIED,813dee80d448dfa48fd1748fa661b483e90913865e1c24a9a6f5b35e2a5f6932,e73858f166ded9b7e493d50ca3d20769dbc41f6d1865873023342a05a1fd71e8
governance/ENTITY_RESOLUTION_STATES.csv,ADDED,,b0c0ac7009e4cb0eefcb4b751b2ffd9dd8d3bddb267a0084b05f184adbfc1ef1
governance/ENTITY_STORAGE_DECISION_MATRIX.csv,ADDED,,e3a201943f694e890a80ce19147d3c369b886b5f0624d3ea9814afd825a22753
governance/EPIC_CATALOG.csv,MODIFIED,a6889a1a727727005abb946b8ae5c4d43651c215449348bf4556876eb7c91313,62cdbd983353044fc05aa9586901e5dd3afe6a7866143679988ee001a211e339
governance/IMPLEMENTATION_PHASES.csv,MODIFIED,bb1e5c447de00d8b0b5702f764f14e47ae6b6e101721238132c43bc45a5cbb96,be40bc500aeeaa4c9f0da4d5130698a63c191c91c0baa4a1947ea14965a46cba
governance/IMPLEMENTATION_WBS.csv,MODIFIED,003f9bb6f8a44b38144453eb3748cfb2133b8da21716d5b0ae1330b2c2c7c735,d4376f33f342095e045f67909031c790c2c9669d6604435125b91ac9122f291c
governance/NEXT_WAVE.md,MODIFIED,ec1fc30e47bae880c61356fb19d09e15e86024b5a136fe7f541e25d7868f5370,e953d0d63f393fd94c324100a9a82e702ec964646c5d9cfa5ed400d8d7c1febc
governance/OPEN_ISSUES.md,MODIFIED,55679e83d3f3b84c6c1092676832e1cf159643c9c76ba322207ff52e6cc91918,099c31b97fb1160b97b83db8d7a31b0a59146b912dba439383ca234dc70b7ee6
governance/PROJECT_IDENTITY.yaml,MODIFIED,e24e456a88d4726eaf80399a26585d99a76ea8cdbc655dae426af3d1dcf3c2ff,a5d6a626103e891f92670ff77b330a07d322c911855e3ae2616efec666a4e224
governance/REQUIREMENTS_INDEX.csv,MODIFIED,7cf9478cb1043530c7134fb17fec3f8ca45b837424597efe7895331d636246c1,61e21d9381f999fa252236ee5a71359a1e81f9edf87b6fa4fb01e1746cd9e2a0
governance/REQUIREMENTS_TRACEABILITY.csv,MODIFIED,f5d2bece458608877578e0f6bd60915d6f1548ff7884532ff4e325d2fbfa737e,2b0c3508f1c0c03935c3641ffc4bc7786f2ec88349662dbbd6e43e7339153a04
governance/REQUIREMENT_ACCEPTANCE_MATRIX.csv,MODIFIED,8aa5aee0cda9170a65b67f7e33b12de1c9348911d88af4ed55f3dd07b6c3c57b,4ba573b737dd5d30c25d39c344a3c2e555cae241ec70432422f8580b8106ed88
governance/REQUIREMENT_TASK_TRACEABILITY.csv,MODIFIED,82cec085630afd456169c93009c1e6fb6fd64ef5d2785b18fc4945250f8a8b8d,65417d90500dedaf610721f3e02ce78e3828e48535782df21d0547c2b06c51c9
governance/RISKS.md,MODIFIED,a71014df0c5966246435a3e60fc955027bd65c5d9b32736b5cbac6b086a3911b,d0ec1725089e70c78b5112262a289cf214c0425132ab2831c1cf2828e587e883
governance/RISK_ACCEPTANCE_TRACEABILITY.csv,MODIFIED,b1581963c1e7799b97b961f379ba8a887276a0d5903f8e1824c625182da10fed,269619f9d82dbdbf4cc41fd17c557a4f688d45de831650985e2207cf586c3618
governance/RISK_REGISTER.csv,MODIFIED,48ca9458cb61bdf2a7ed6bd4aec650912ad8f48e25d6632aa8a856c1cd97e3d3,e4c633b306cd21990dd564eba4b793bcef001c684f55e86a719270bda4b4047f
governance/SHARED_CONTRACT_OWNERSHIP.csv,MODIFIED,af9fdb9da1567c026a83e5efc1660e579815c65c480bc368a7374eb0e34e171b,7ea2d0a36baca6384f8b5921e14857a379cc6450dd4343aced4e3474b2ab3cb4
governance/SOURCE_MAPPING_METHODS.csv,ADDED,,9c6ccbd6a2d06fd61f9b6a57ac3b0e3e37b8566f72fe51ab2236bae2704d4b8d
governance/SOURCE_OF_TRUTH_MAP.md,MODIFIED,e53d57df2c763fe6f2a61d62519964b2cf41a8819664a64060ee2726c414224a,ea7056935a479c1f8a4436492aef4281b8f5e18ece14c7499ce467ae887d56ae
governance/W07_ADAPTIVE_REVIEW.md,ADDED,,a0a44ee8af5f4fd1bafe9506b2208d3c8f59dcd1c72a3ae0b02dd921bad182cd
governance/W07_VALIDATION_REPORT.md,ADDED,,4d6c3487646cc7526e751cfa4fa9c7d13ff84fae3829efa92a9efc91d6b13a95
governance/WAVE_LEDGER.md,MODIFIED,c5b22b4b1f3c5684fd2e7905963f465740faf3425913d6e2fb454c1e11f61e2e,0fab970e463b0c73607e95d87bd76c45362230e44e3f31bbaaa1c78a9e1a3227
governance/WAVE_PLAN.md,MODIFIED,673532d9f4bf8ccb82c40cdd4e340cb33c3322ace3479b1479ca0ec1edceb41a,c756af016cc3502fe10bc7fcca747eef94f8c0d0d7d7f0ea200e4509a5489b7e
governance/WAVE_PLAN_REVISIONS.md,MODIFIED,ad990efb34606168daa2a43c544c783f331846eaae6c026ddcd8682128bab087,afcb449d9e1299e2133a1cf9e820b121b4c58906174e85b2157cecbc71dcd914
provenance/W07_INPUT_ARTIFACTS.csv,ADDED,,511099b924c927f4213bd66377f700dcf10416d444d514175aa449d0c7424199
pyproject.toml,MODIFIED,9ac6a176695d73f4c34a1d390632a7c6b25e95e02125ef2386f339dc5052c9db,fde74ec925cb141928bd30e2852789a64421a1343cb0ccb77f17b1a1974a218a
schemas/canonical/entities.json,ADDED,,fd1585a329ffeed3a7774aca8068c8bf6d52ca8018e0d95359842ec2cd0dc69e
schemas/canonical/evidence_identity.json,ADDED,,7ab79f4874f404031be17ecaf872c69d63dffef713f0aadee3e8d465613b66ab
schemas/canonical/resolution_decision.json,ADDED,,3226369588556f44c0fea1749ea245edc300b9af044965e891ac45d0c6329c89
schemas/canonical/source_mapping.json,ADDED,,c5976da7110e389705621498449dfc556b7bc3a928ef39264cf01553de4f84a2
src/aggie_analytics/__init__.py,MODIFIED,2970c800f9025ef13d0779b57adc1efdf230ef2a1c5358ecf7c48f5ee29ed041,4b318002b3eea48b699e4563229d538949e31f432ca4aec39a195c7a7ffb20fa
src/aggie_analytics/entities/__init__.py,ADDED,,10346983fd9b326838f427ec6e3ff29b6f4a9a45faf97b782ca6560cd1a36a51
src/aggie_analytics/entities/contracts.py,ADDED,,4ccf21ede675a4de43e7d21701319a9e4b2778fc1ce5da336bbbd086a9eb706b
src/aggie_analytics/entities/ids.py,ADDED,,249dac1046a3bcc8e75fa065b0eaa17ca401dd16ce4cb973bfefeaec5066d81e
tests/test_backlog_governance.py,MODIFIED,2780f9d589f4af42f03930f2a6b315b92b6df376062cc823d0888a22e0f528ea,1d9a4f959d5b4f91ac7968f97b5207221958bcbdc98722c0e489f4afd9aa593d
tests/test_entity_governance.py,ADDED,,67d49b627949c7e2a2b3240a9c7a44b526ed245f40c8483038e6201191d932b0
tests/test_package_scaffold.py,MODIFIED,c3234c469951f6219eb032c3fc02ff34cbe396aadbcef429470ef42c88fb797c,74e5fd14cf9900725adb54094d67d3201e4ce6542a907ed959971e1b68628aca
tests/test_repo_integrity_tools.py,MODIFIED,2f930ed8d5e88b421eb18670c1e9683359aedddd6d673681227ee13608f80a4e,8f8170ae2472455e4f9c45e0fd94f01d8850f38d30a97f3cacc31acf4fb544da
tools/packaging.py,MODIFIED,31188f948f37ce21b1a6e0932be2e4f72bfb72784af1d439efdb3afb392e1642,dc5c8ce29d600260493259f7ef60e4dbcc22ae8d16d58a9876b965ed1f127fa0
tools/validate_data_research.py,MODIFIED,47ea85decf7c3aee96c77a306039928dfe92e7fb08159f55bf10c0e4093bf532,c75721d6b55a25b952500a1bab82bba4d725d96b4fad559bfe3a9fbbbfd432d5
tools/validate_entities.py,ADDED,,f4293b7cfdc2fcac8394dfe968886f91c08619e82d97b42e280c2f38ee535fc1
tools/validate_repository.py,MODIFIED,44a945a669a3e42fc116a3c90bffc9a69c1069566e1d9fcf5e24585a3e95d392,ba45112801f546c6cdbc4c42d2223eb78d240ed5780b950f00069ecb4c380411
