path,present,sha256,read_status,reason
extensions/final_pre_25_wave_v1_2/documentation/RULE_ERA_AND_RULE_CHANGE_POLICY.md,YES,62a8c1d413a85397250129185656a216a280831dbcfe3d732b4f159490ca5656,READ_W01,Required master-prompt reading order / extension policy-schema ingest
extensions/final_pre_25_wave_v1_2/documentation/SOURCE_ACCESS_LICENSE_AND_REDISTRIBUTION_POLICY.md,YES,0d0adb2eeb6962efbb7d43a7aadcc171a84bbbbeda440a73313bfbc9ae2f2f43,READ_W01,Required master-prompt reading order / extension policy-schema ingest
extensions/final_pre_25_wave_v1_2/documentation/TARGET_SCORE_DISTRIBUTION_AND_UNCERTAINTY_CONTRACT.md,YES,f74d567e3531c4aadea60754fef20a827ba90fd1b0b122544ab7e960b7444f37,READ_W01,Required master-prompt reading order / extension policy-schema ingest
extensions/final_pre_25_wave_v1_2/schemas/FOOTBALL_MECHANICS_DERIVED_FEATURE_REGISTRY.csv,YES,d62b1e3ac18fbd804e30bd652d9198358b8d9dc7706aa66d36ee4fc980ad8219,READ_W01,Required master-prompt reading order / extension policy-schema ingest
extensions/final_pre_25_wave_v1_2/schemas/FOOTBALL_MECHANICS_SOURCE_FIELD_EVIDENCE.csv,YES,630d82894aa3ab299fab6c1c7bdd7a43b9366d6bfb7e3c27f653ebfab91e018d,READ_W01,Required master-prompt reading order / extension policy-schema ingest
extensions/final_pre_25_wave_v1_2/schemas/GAME_STAKES_CONTEXT_FEATURE_REGISTRY.csv,YES,31c6ac5b1218254b0e90e9ff22b983267c58915f8fb173bb66341c672df9e361,READ_W01,Required master-prompt reading order / extension policy-schema ingest
extensions/final_pre_25_wave_v1_2/schemas/MARKET_OBSERVATION_SCHEMA.csv,YES,5113fb95338deef098ec7246cf305c14163c95f97c843d327dd081ca8d1ec059,READ_W01,Required master-prompt reading order / extension policy-schema ingest
extensions/final_pre_25_wave_v1_2/schemas/OFFICIATING_EVIDENCE_SCHEMA.csv,YES,d0e94920601858a77dbbd2510c01c3d6729a952cb11fc5144c75ef0f2a1d6139,READ_W01,Required master-prompt reading order / extension policy-schema ingest
extensions/final_pre_25_wave_v1_2/schemas/PREDICTION_SNAPSHOT_SCHEMA.csv,YES,04bd9abfca5ae4150f3f6d0be6bb60946bba38bbd1cb2e15a0e8f80b4a6b75f4,READ_W01,Required master-prompt reading order / extension policy-schema ingest
extensions/final_pre_25_wave_v1_2/schemas/SOURCE_ACCESS_GOVERNANCE_SCHEMA.csv,YES,80ad4bd905d8485fb925b2195d0b101524f58a259a1b3189a346021954e82809,READ_W01,Required master-prompt reading order / extension policy-schema ingest
extensions/final_pre_25_wave_v1_2/schemas/UNCERTAINTY_OOD_FEATURE_REGISTRY.csv,YES,b04ef45f1ab7bd4d4a7e56df3d86fab3ed5702e6bafe61999decc87205bcaa1a,READ_W01,Required master-prompt reading order / extension policy-schema ingest
