path,bytes,sha256,extension,indexed_w01
analysis/RESOURCE_PUBLIC_PRIVATE_MODEL_STRATEGY.md,987,e6f335ae4f477b44d8d512d964e1d70108f9fdfdcd0ddc9f1b56008c2427a948,.md,YES
analysis/RESOURCE_SOURCE_COVERAGE_MATRIX.csv,1295,583017c337fb87f49660c49a7991cb110228fa3e9fdeb4f881fab077ea1ed9e1,.csv,YES
analysis/ROSTERS_DERIVED_SCHEMA_NOTE.md,714,89145450f3de84acd0f4e5d5743d21320c94ccf6b5eb84f3f09b93ecef97dd13,.md,YES
analysis/ROSTERS_SCHEMA_DISCREPANCY.md,818,bb577a38f1e5f5ffc0c08c8edb906c842da53cb55aca261a2d24136a09cfb710,.md,YES
analysis/SEASON_SUMMARY_SCHEMA_NOTE.md,769,99fe6bc72152d2c926dfb6a3fb0f2de558c15a66a10fac85ecae6f8ce1febb78,.md,YES
analysis/SPORTSDATAVERSE_CORE_928_COLUMN_INVENTORY.csv,321257,5a5eca3844c35adc836700850cacae5d3c4f7dc4a2000e1354fb2bb5f13cbb4a,.csv,YES
analysis/SPORTSDATAVERSE_CORE_DATASET_INVENTORY.csv,2422,c580e651dcc96bec1a21d607444fdf1f907b5c3bacd5a25c1f8c5be87bc662ad,.csv,YES
analysis/SPORTSDATAVERSE_DOCUMENTED_EXACT_COLUMN_REGISTRY.csv,338323,595706cad30001deb04396e4a5fa23f2e9a5a9cfe6cca6592e14b6e14cfa84ae,.csv,YES
analysis/SPORTSDATAVERSE_EXPANDED_DATASET_INVENTORY.csv,2973,49b429a287d2c15d5a4341e1bbe9b6038bc61cfc9fa6305c4fe80b64f29f003a,.csv,YES
analysis/SPORTSDATAVERSE_EXPANDED_FEATURE_FAMILY_SUMMARY.csv,450,e070f74a404264f20ffac4421f5a49c3b4b452921f922c3253d1828a2702a885,.csv,YES
analysis/SPORTSDATAVERSE_JOIN_KEY_FIELD_AUDIT.csv,7770,9ddbd57a43ae0d5b489d9a7ba54fdd7f772c1221c229493b1a4b933713c0f5e2,.csv,YES
analysis/SPORTSDATAVERSE_PATTERN_DEFINED_COLUMNS.csv,798,16627799fc82a475fc2cc9cc9dfdf50d83bdbef0abbe86fa9136dc2998bff658,.csv,YES
analysis/SPORTSDATAVERSE_REPORTED_COLUMN_COUNTS.csv,2050,4b8281d3fd2e5e623fe1b17f8fc2e0debcc2259b24f159f4f13edf112b1e2da5,.csv,YES
analysis/SPORTSDATAVERSE_SAMPLE_COVERAGE_MATRIX.csv,1934,95d5a63f4bc0cdd0220a18747f4b0b09848a0006b0c6ccdb7f9605e59768a3b2,.csv,YES
analysis/SPORTSDATAVERSE_SCHEMA_TYPE_SUMMARY.csv,1552,6078f29a6791b45238ebdbffc2939306455d0d4cdeeb8fed7570202b36625058,.csv,YES
analysis/SPORTSDATAVERSE_STEP02_FINDINGS.md,3276,d9b0b2b8d86241b6de6eeb7c4cbaf207996529898f3c4815bab2162cad952740,.md,YES
analysis/SPORTSDATAVERSE_TEMPORAL_CLASS_SUMMARY.csv,389,835900cdb8d1e51d808657788c0bd48c8abc299ecd4aee0a6c07815c0234ce3e,.csv,YES
analysis/SPREAD_CONVENTION_WARNING.md,1088,318f3ce271f69c008199f674a6492729ebec14a207d6d75b748438c0ce981e77,.md,YES
analysis/STEP04_WEATHER_VENUE_TRAVEL_FINDINGS.md,2372,bc7e509ff338665cb0072d1f78d24f2b02c35bbe37ae209003307bc7e5a21f89,.md,YES
analysis/STEP05_PROGRAM_RESOURCE_FINDINGS.md,1808,35c0892abef149db001cf03c06f9790df07c7e038ab9416e2466606eea4e1fab,.md,YES
analysis/TAMU_CROSS_SOURCE_JOIN_MAP.csv,828,48b4e3c5d6ad46438b977b1a3b3f786fa352f07d048ec5e51a4d0e54438bf77e,.csv,YES
analysis/TAMU_STEP06_FINDINGS.md,1271,0259b830d7266fd32b9b502d6a719fde759f214337da2d93dade5410fa90e01d,.md,YES
analysis/TAMU_TEMPORAL_EVIDENCE_MATRIX.csv,685,189cb3fd4ed8cae7820411683ca914dcedcdaa9aeb74b931ca4ca0031e748024,.csv,YES
analysis/TEMPORAL_AVAILABILITY_FIRST_PASS.csv,171786,887eaf43d703abc28dba49ef6873ada7923543145d9d622c8f805acabd23e925,.csv,YES
analysis/TRAVEL_DISTANCE_EXAMPLES_FROM_KYLE_FIELD.csv,2508,41e93171143de13e5da8cb07ce08749ad52df2f90f54cc1f1ab0057ac6d08e1f,.csv,YES
analysis/TRAVEL_FEATURE_REGISTRY.csv,1286,63e97c733cf5852fea7fc712f64475ca50ee29385b5975e7f4da147fd2b74b7e,.csv,YES
analysis/WEATHER_TEMPORAL_SAFETY_MATRIX.csv,814,772e88d6ba8938fc2bf267f868a56aeb3e729fb4dc6d5c45ea8adf1498390817,.csv,YES
analysis/WEATHER_VENUE_JOIN_MAP.csv,804,ce7f13c3753e79669b77e5eb4b66b045b01927eba656a5340fd5cf34615a74bc,.csv,YES
cfbd/CFBD_ENDPOINT_INVENTORY.csv,7596,5a8e1fedffc3a97642d87431477137ebe5f1a616bf21ff190d687329358ea045,.csv,YES
cfbd/CFBD_PRIORITY_SAMPLE_REQUESTS.csv,2193,298bebbfa48001e7ed94b0734b92a5b1488099aaa3c5ef5bc75a6837b628167e,.csv,YES
cfbd/documentation/ACQUISITION_GUIDE.md,705,7bbc44bbd5d228dcb9e28a2ba6d3169a4d0a52c71b94162a8807d43071fd801d,.md,YES
cfbd/documentation/AUTH_ACCESS_AND_TERMS_NOTES.md,874,39bcf7e449e885ba469a4f8a0033b8ce415f9893a47747f1cb35f7422e926665,.md,YES
cfbd/documentation/CFBD_SOURCE_AND_VERSION.md,1329,a2d492a3cfb854f601a421ac0b3681c6ce57c4d10a983ff196a9bf9884243bee,.md,YES
cfbd/documentation/README.md,1142,299d3ddf992769c8247bda0da52650476d9bbdb107c5720416b7bc6c4a5b8d20,.md,YES
cfbd/samples/README.md,820,059437c921e89ae69602fc5353a7b7b349b2a4d8a429b774f3d18d7209e41d4d,.md,YES
cfbd/schemas/CFBD_KEY_MODEL_FIELD_REGISTRY.csv,15180,06e06dfe69358554bd913ea894a7a16588ad09527e0c71257a5e5ae190a686d1,.csv,YES
cfbd/schemas/CFBD_KEY_MODEL_SCHEMA_PROVENANCE.csv,3229,7fb7cda1755e701b4d4dd9b196d1a64ff408b5c8eb93fc57a9d2ea8c55d14a04,.csv,YES
cfbd/schemas/CFBD_MODEL_CATALOG.csv,5282,71efd55286380647a74b672e27ab80066454d6b85880d05fb09fcdb63585616b,.csv,YES
cross_source/CANONICAL_DATA_RULES.md,1838,8d849fe1c69bf98bd0738d5fb3e2a5155f1cc6144366fa9699865115417c8fe6,.md,YES
cross_source/CANONICAL_ENTITY_REGISTRY.csv,1946,84e22a18767933b4f60a7a3d822e0f9fced0dc71353403a5e5474598a5e7141c,.csv,YES
cross_source/CANONICAL_JOIN_CONTRACTS.csv,2553,5adf6364ef5abb105be3fe0df0fa35f66b057806dcee89e109949c6209439943,.csv,YES
cross_source/CROSS_SOURCE_INTELLIGENCE_FINDINGS.md,4385,c878b1cb333edf172e56a8e5b4b394cc5f765232ca1dd082c27e0696f5d3f443,.md,YES
cross_source/DUPLICATION_AND_CORRELATION_CANDIDATES.csv,11710,d3e841f39a4960a47206bf97f72ce2d0facbfeca76378f33bb8fb34762ce67d5,.csv,YES
cross_source/FEATURE_FAMILY_COVERAGE_SUMMARY.csv,1495,0b2382e2aa8955982f6a3f06766fca78c55698526c4b44e61e62a1e2a2d156f5,.csv,YES
cross_source/FEATURE_FAMILY_SOURCE_COVERAGE.csv,1290,377f84d5c15394cf9162ef1acdc5c93053d0c9b6d77bad418a65a049e9fdb156,.csv,YES
cross_source/FULL_DATA_PROFILING_CONTRACT.md,1732,7a5be06b8d8052a6f1361c543235ab7c73a5c129c95e6fa5cb50c29e5e4ecb96,.md,YES
cross_source/MASTER_LEAKAGE_RISK_REGISTRY.csv,105714,eba1004356d98fb91ae47982c8ce7a5ddbcc76674e81a610797b87eabcb25a6f,.csv,YES
cross_source/MATERIALIZATION_READINESS_MATRIX.csv,1413,a07878c2bce8c499f910469c58a5535391b0b2bba577a6ef376c7f0ae91556ef,.csv,YES
cross_source/SAMPLE_FILE_PROFILE.csv,2734,319b7235265f44839882ee26a80af3e245a32931dc4f94662b1c53fd9575a7ef,.csv,YES
cross_source/SAMPLE_MISSINGNESS_PROFILE.csv,40067,2f0fdbc37d3c311f060a89d06f94a834a07be2d0726b229d0fc31bce8d20f263,.csv,YES
cross_source/SAMPLE_VALUE_RANGE_PROFILE.csv,42585,0762f94eaabcfea290ef7273db5f87c2dd07845dd3d672b64fdca3c08e7b80a3,.csv,YES
cross_source/SOURCE_CONFIDENCE_MATRIX.csv,1926,21ebb1eea91e61408e0b0ee801559132f8b631e7775af5d468fba4d164b68496,.csv,YES
cross_source/SOURCE_PROVENANCE_REQUIREMENTS.csv,1597,ee9719fc3721f745130831f5777603ced36bb07576810d3b6a828653877d574c,.csv,YES
cross_source/TEMPORAL_AVAILABILITY_SUMMARY.csv,771,ebb20c2ff9d56bf5c452286fdbc56e7ff70e5f4a244537bb4e2c9e809584e386,.csv,YES
cross_source/UNIFIED_FEATURE_FAMILY_MAP.csv,132156,30dd9e45ef685b48f765c3bcb84205ead07058ec5f6d50984a4c2e42ce977369,.csv,YES
cross_source/UNIFIED_TEMPORAL_FIELD_REGISTRY.csv,276869,c61856b9d5ec5fb61a6aa1526493681a0649d511c32d3060cc1f55cdfc46f516,.csv,YES
extensions/final_pre_25_wave_v1_2/README.md,1295,3717a4f8978763ae8b9b145b554c91cc495b0e7d03b262427c332e56f167a05b,.md,YES
extensions/final_pre_25_wave_v1_2/analysis/FINAL_DATA_READINESS_BY_FEATURE_FAMILY.csv,3202,2c026ee5a36b78014596456800493fd843bfe557249a0aae3d3e9a0eca92ab6b,.csv,YES
extensions/final_pre_25_wave_v1_2/analysis/FINAL_PRE_25_WAVE_GAP_AUDIT.md,2186,42aef2810cb415a26829f2eb27a4fab9323d81a0436691e57eca71448a837aa8,.md,YES
extensions/final_pre_25_wave_v1_2/documentation/FOOTBALL_MECHANICS_AND_GAME_STATE_POLICY.md,3192,d505912ea93dae6cb614e2549d61240c01258b2e2bdfe795c856b5f172a93eea,.md,YES
extensions/final_pre_25_wave_v1_2/documentation/GAME_EDGE_CASE_AND_ROW_ORIENTATION_POLICY.md,1401,104161af80ef6d1e13219bf0896bd6575c53ea4ebdac93500d294c4facb472ad,.md,YES
extensions/final_pre_25_wave_v1_2/documentation/GAME_STAKES_AND_CONTEXT_POLICY.md,1015,9110237163b531ee4c4af953ebb3da69ad7988436e10de04ca67d00ffce85bba,.md,YES
extensions/final_pre_25_wave_v1_2/documentation/LIVE_REPLAY_AND_COLLAPSE_RESEARCH_CONTRACT.md,1187,24ae009dcf5a4bb8cfbb83413a9c153f66954e09b2e2e52ec24518053cf996b4,.md,YES
extensions/final_pre_25_wave_v1_2/documentation/MARKET_AND_PREDICTION_SNAPSHOT_CONTRACT.md,1139,cf53f99b428c10c19a6e3c1e15a53b704cd7a4475ea0d8d0156d23b924c93f94,.md,YES
extensions/final_pre_25_wave_v1_2/documentation/OFFICIATING_AND_PENALTY_EVIDENCE_POLICY.md,1620,fdb9f9773e676ff014a1b63593677e60dad3b315aaaa5b30b3ff4cab19366654,.md,YES
extensions/final_pre_25_wave_v1_2/documentation/RULE_ERA_AND_RULE_CHANGE_POLICY.md,1265,62a8c1d413a85397250129185656a216a280831dbcfe3d732b4f159490ca5656,.md,YES
extensions/final_pre_25_wave_v1_2/documentation/SOURCE_ACCESS_LICENSE_AND_REDISTRIBUTION_POLICY.md,1531,0d0adb2eeb6962efbb7d43a7aadcc171a84bbbbeda440a73313bfbc9ae2f2f43,.md,YES
extensions/final_pre_25_wave_v1_2/documentation/TARGET_SCORE_DISTRIBUTION_AND_UNCERTAINTY_CONTRACT.md,1846,f74d567e3531c4aadea60754fef20a827ba90fd1b0b122544ab7e960b7444f37,.md,YES
extensions/final_pre_25_wave_v1_2/samples/RULE_CHANGE_EVIDENCE_2013_2026.csv,1659,6a4f34f80825966cbf63adab437477dfb961472c11398eda7a6f1fe662e1892a,.csv,YES
extensions/final_pre_25_wave_v1_2/samples/TAMU_OFFICIATING_REPRESENTATIVE.csv,828,4efd3ffcc5b3bf75110c57781ba4de551da5bd98e8ab6760f94bb44f8c50f2ef,.csv,YES
extensions/final_pre_25_wave_v1_2/schemas/FOOTBALL_MECHANICS_DERIVED_FEATURE_REGISTRY.csv,2937,d62b1e3ac18fbd804e30bd652d9198358b8d9dc7706aa66d36ee4fc980ad8219,.csv,YES
extensions/final_pre_25_wave_v1_2/schemas/FOOTBALL_MECHANICS_SOURCE_FIELD_EVIDENCE.csv,25608,630d82894aa3ab299fab6c1c7bdd7a43b9366d6bfb7e3c27f653ebfab91e018d,.csv,YES
extensions/final_pre_25_wave_v1_2/schemas/GAME_STAKES_CONTEXT_FEATURE_REGISTRY.csv,896,31c6ac5b1218254b0e90e9ff22b983267c58915f8fb173bb66341c672df9e361,.csv,YES
extensions/final_pre_25_wave_v1_2/schemas/MARKET_OBSERVATION_SCHEMA.csv,635,5113fb95338deef098ec7246cf305c14163c95f97c843d327dd081ca8d1ec059,.csv,YES
extensions/final_pre_25_wave_v1_2/schemas/OFFICIATING_EVIDENCE_SCHEMA.csv,567,d0e94920601858a77dbbd2510c01c3d6729a952cb11fc5144c75ef0f2a1d6139,.csv,YES
extensions/final_pre_25_wave_v1_2/schemas/PREDICTION_SNAPSHOT_SCHEMA.csv,879,04bd9abfca5ae4150f3f6d0be6bb60946bba38bbd1cb2e15a0e8f80b4a6b75f4,.csv,YES
extensions/final_pre_25_wave_v1_2/schemas/SOURCE_ACCESS_GOVERNANCE_SCHEMA.csv,551,80ad4bd905d8485fb925b2195d0b101524f58a259a1b3189a346021954e82809,.csv,YES
extensions/final_pre_25_wave_v1_2/schemas/UNCERTAINTY_OOD_FEATURE_REGISTRY.csv,902,b04ef45f1ab7bd4d4a7e56df3d86fab3ed5702e6bafe61999decc87205bcaa1a,.csv,YES
extensions/predictive_context_v1_1/README.md,1096,4ee3469318f2f0d28c5e9935b3f92529021a36c490c5243d335328154175cb7a,.md,YES
extensions/predictive_context_v1_1/analysis/EXTENSION_FEATURE_FAMILY_MAP.csv,758,9869ba204445d0eb861fb463c2d0357584e25dd475b80d306f9eec65cb798657,.csv,YES
extensions/predictive_context_v1_1/analysis/PREDICTIVE_CONTEXT_EXTENSION_FINDINGS.md,1813,51ff10bfa5da92b965de9aec4316838ff93595bdfddac2b0d5ef3f45873fa1a5,.md,YES
extensions/predictive_context_v1_1/documentation/COACH_ROLE_CONDITIONED_PROFILE_POLICY.md,2967,9e356b1522f0e7ec90591a69857cb58ac1fe3f83fef01e49fb943b30da96e389,.md,YES
extensions/predictive_context_v1_1/documentation/HOME_FIELD_STRENGTH_POLICY.md,2129,d6752023eacc84fee57bf4ba4fbf8d5a8ecc764e640f96d7e0b175ba95719366,.md,YES
extensions/predictive_context_v1_1/documentation/NFL_DRAFT_AND_DEVELOPMENT_POLICY.md,2415,28478b02a916d17c99e88c61b745d4b82df3e59a388646867b54d0c8fe0f040f,.md,YES
extensions/predictive_context_v1_1/documentation/PLAYER_AVAILABILITY_IMPACT_POLICY.md,2088,14d16af996dbbd460220b5f18b561e792556c197186b3b69cc39d2414fc2fbf4,.md,YES
extensions/predictive_context_v1_1/documentation/PRESEASON_HONORS_AND_WATCHLIST_POLICY.md,2127,9f4cc5b8ee6b53aff1764b1dabf9664a13e74e8c122ae5a692485caf12e442ed,.md,YES
extensions/predictive_context_v1_1/documentation/START_TIME_WEATHER_ENVIRONMENT_CONFIRMATION.md,1040,9ddc6c344e41b04874980f23cb10a0151307ab157d719d50ddf673d583231009,.md,YES
extensions/predictive_context_v1_1/documentation/TRANSFER_COMPETITION_TRANSLATION_POLICY.md,2277,5e736660aac72f220c4cd58475c2399b5850a783c040f785a865aa959c9b39f1,.md,YES
extensions/predictive_context_v1_1/samples/TAMU_PRESEASON_HONORS_REPRESENTATIVE.csv,1547,6eda97c14bd048a0437d3167cc9e05034da043ee95cf7b90fe92cf76f0c6613a,.csv,YES
extensions/predictive_context_v1_1/schemas/AVAILABILITY_IMPACT_FEATURE_REGISTRY.csv,1127,303bbe60d158f0daa798cc35ee7d86a6c51e5dc6d13a9e4b6a470c9833fb1ff6,.csv,YES
extensions/predictive_context_v1_1/schemas/COACH_ROLE_EPISODE_SCHEMA.csv,638,20c773b38ad4241e7fde4d91e49b500860adec8f51e3244500fefedf8768505a,.csv,YES
extensions/predictive_context_v1_1/schemas/COACH_UNIT_PERFORMANCE_SCHEMA.csv,797,054a348a0ae8ee4285b2e9cdb47440c9f4fb5742d3e5828d8f9ea21f5a47bca9,.csv,YES
extensions/predictive_context_v1_1/schemas/DRAFT_DEVELOPMENT_FEATURE_REGISTRY.csv,1324,e10058875264356b39e68ae65d82dd6bacb97a00bba001bf22ea2e0e530fcbe2,.csv,YES
extensions/predictive_context_v1_1/schemas/HOME_FIELD_FEATURE_REGISTRY.csv,1215,adacc1d01ac3cb5594992020c4cad4013275a807c8a8731832cab2066370c7d6,.csv,YES
extensions/predictive_context_v1_1/schemas/PLAYER_TRANSFER_TRANSLATION_SCHEMA.csv,1013,f54a9ab074f7ae32d777dc764eb554874efecd271575815e728a21e9ead1b66d,.csv,YES
extensions/predictive_context_v1_1/schemas/PRESEASON_HONOR_SCHEMA.csv,1009,97cce72d378a23fe5b6e5b9d9be0656b8e5d023be6765a5859f6536de817df02,.csv,YES
extensions/predictive_context_v1_1/schemas/PRESEASON_HONOR_SOURCE_REGISTRY.csv,926,6caf6c2d3b5fc46af783dfc4a903753908acf97d8aff3312ed5daaea21c32883,.csv,YES
final/FINAL_CHANGE_SUMMARY.md,2124,5b3d96530ed7ba3315cd9a87013fb27fb1c2871cb47c1419ac04523af5cd13b1,.md,YES
final/FINAL_QA_REPORT.json,1179,ca8c4c4258fb9822ad66c8806d62886e7c082eb229c20114db571f33290149ad,.json,YES
final/FINAL_READINESS.md,2644,8b0749a45e54eb62c7d332a606fad3a79d91dcced33c6a6437b915c76deac2ee,.md,YES
final/FINAL_SOURCE_READINESS.csv,1413,a07878c2bce8c499f910469c58a5535391b0b2bba577a6ef376c7f0ae91556ef,.csv,YES
final/HOW_TO_USE_WITH_25_WAVE_SESSION.md,2281,313b2d0655752df709fc6615a40117121441ab8651ea874052cadf34dcf36356,.md,YES
final/PFF_DEFERRED.md,780,c14cbc5e9a47443bad67b74db1045b0c5229fc4becc57ee0fa0f9809fb7a21f4,.md,YES
final/UNRESOLVED_GAPS_AND_FOLLOWUPS.csv,6497,85e7a4cd4aa424e72ba0c421fe7aee66196ecc096bc2a7640fb27ef4aaa359f2,.csv,YES
final/manifests/FINAL_FILE_HASHES.sha256,25420,7b97d4342c282a999689e596968337d4347a3fc732a0c0764787efd3717a252b,.sha256,YES
final/manifests/FINAL_FILE_MANIFEST.csv,26243,c392dec1340042f1a6e4a4695d7e779270cf6e3a3cfe7bc9ca7f22b5e4277bca,.csv,YES
pff_optional/README.md,339,204e077ebc3bd0b5afb4eb15a571ef931f13656946b8bf7f142c1a001ac726f9,.md,YES
resources/acquisition/README.md,412,4f3a37e558d1bedc3b2ee02c561c364a6a1daa013658db127f681e93e2bdb628,.md,YES
resources/documentation/EADA_SOURCE_AND_COVERAGE.md,1764,a4a8ba6181d68c8fd4d25775bf198f5e94f300bbca174367e374088858e7cc2f,.md,YES
resources/documentation/KNIGHT_NEWHOUSE_SOURCE_AND_COVERAGE.md,1608,ed6a426b47a299d735e7a435201e4153942828f22f4efc56da868878cd0355ae,.md,YES
resources/documentation/NIL_AND_DIRECT_COMPENSATION_POLICY.md,1042,6ab28acd3ce2bd159915651a51d9900f7e2dfddc8e8c8c13f01444502478fd79,.md,YES
resources/documentation/PRIVATE_SCHOOL_GAP_POLICY.md,1818,fe604d75faa109c6125c52c0a1aca39e41cccfd2209ca22d5ed69b1e0d958477,.md,YES
resources/documentation/PROGRAM_RESOURCE_STRATEGY.md,3004,808870f5590aa6b90492283e50a07a15117ec65b734f5c4359ac8c31ff56d14c,.md,YES
resources/documentation/README.md,279,270784a70c62b16ad23086db25653d0f467f4bb028c55c897f859d8ba5ab2ca4,.md,YES
resources/documentation/RESOURCE_ACQUISITION_GUIDE.md,1380,ec037d9f281a29ca81d8925e0141b0c809ef693338fb5bb76ac1d1c3f51364bc,.md,YES
resources/documentation/RESOURCE_FEATURE_USE_POLICY.md,2064,e0ee22bc74b247cd49a57510e597a662e69cad1a4013e6fb638b78644b435122,.md,YES
resources/documentation/RESOURCE_TEMPORAL_ASOF_POLICY.md,1341,31e6b542a041acc880f637a04ff95f938ee55c85ed1b627e99bdbba9b3a3c2f1,.md,YES
resources/documentation/STEP05_SOURCE_EVIDENCE.md,1879,bb02170d1b908a73824692ba2c71607458e4caf28a52303230dff6867580be16,.md,YES
resources/samples/EADA_REAL_SAMPLE_STATUS.md,506,82ded087f1b4bd48335d3b147ddeaa4914ef1100128ed00470eb1d8ecc71d512,.md,YES
resources/samples/KNIGHT_2024_PUBLIC_FBS_FOOTBALL_SPEND_SAMPLE.csv,2464,25bba21d4d5bbb540de6ce986122be81d2bcd564b38172d460d0155265b014cd,.csv,YES
resources/samples/KNIGHT_TAMU_REAL_SAMPLE.csv,1379,99240cee0d2b43cee9dc893bef6c102eddebde01ab7bf7a9883c5613ae093e6a,.csv,YES
resources/schemas/EADA_REQUIRED_FIELD_REGISTRY.csv,1872,f4597957d7b2527fd4e1adab430972bd120b62875883b48145afc73a9c21fc5f,.csv,YES
resources/schemas/KNIGHT_MFRS_KEY_FIELD_REGISTRY.csv,1994,5d403d051c491d20f2d89cba35538d9558284748dc6d413df0ed5d05a568157a,.csv,YES
resources/schemas/RESOURCE_CANONICAL_FIELD_MAP.csv,1125,cff66c705d9888b28a95ea9c778cd21c20d577bf1153e778a0d850ef242e8f6e,.csv,YES
resources/schemas/RESOURCE_CONFIDENCE_TIERS.csv,1016,c13f7c6a8d8f34f180d2730ae2122db82c87bee2854f89cadee1691bcd960b52,.csv,YES
sportsdataverse/documentation/ACQUISITION_GUIDE.md,1050,7656b6983963d835e8a780701359b711d42c29e5763d3d3e246ef5d8bb2cef4b,.md,YES
sportsdataverse/documentation/DATASETS.md,107497,a51fd9e2de07e5b1d3f8084e894a8a013c5756da41343edae896a2d8e0b7d31f,.md,YES
sportsdataverse/documentation/README.md,4014,105b716875a8834c2cf8c45f24e8419b10dded32984221a01d33ba632b21581c,.md,YES
sportsdataverse/documentation/SOURCE_URLS.txt,318,e376c60ec6ad9837f6c075bda2e147a86483609758d57c31815f015889424ffe,.txt,YES
sportsdataverse/raw_fixture/README.md,894,656d11f3f8b59c05752491f4726eb7f0b4e6675d4405d9bece35dfa3cfd22ad2,.md,YES
sportsdataverse/samples/real_game_401628455/README.md,2243,b376419689b328a126b8557f230fc463cae1fe6afa45edfa57b99189b3372aeb,.md,YES
sportsdataverse/samples/real_game_401628455/REAL_SAMPLE_MANIFEST.csv,1373,e7a1d7ab6287e47cf7cc11c366ffc21f859e0f4de2d6cabd6c17e3d2221ce767,.csv,YES
sportsdataverse/samples/real_game_401628455/betting_selected_real_fields.csv,153,b82f7154323aec387cb7137dc242d4bd071b3092d93a8f497b29f8858912275a,.csv,YES
