path,status,w02_sha256,w03_prefreeze_sha256
artifacts/README.md,UNCHANGED,3b602ad9a9f5a02011952964ded73f392d6f9a73c93b0f77a35173ff7ad23f2b,3b602ad9a9f5a02011952964ded73f392d6f9a73c93b0f77a35173ff7ad23f2b
configs/architecture_registry.json,ADDED_W03,,996f0c436ad777e35681f3f4ec43600b16dbd539accf64b84a834be4eb625055
configs/hydration_manifest.json,MODIFIED_W03,81d481847e6a439fefce969ce8063cb63f7f588a72e040975755647b16d53747,eb901a2e62f3f0b91635f40c494bc9148ebd551c92274858c534a56dd04fb2f6
configs/repository_policy.json,UNCHANGED,4e46a40ce4fe6d1bc8faa049c5f74aad5db1fe01eb0be2b431b9d25b41132839,4e46a40ce4fe6d1bc8faa049c5f74aad5db1fe01eb0be2b431b9d25b41132839
data/README.md,UNCHANGED,00ac41f052e61b9868a179def34bccfac8df9b3227b90dcafa2c2abdb21c52d9,00ac41f052e61b9868a179def34bccfac8df9b3227b90dcafa2c2abdb21c52d9
docs/00_PROJECT_CHARTER.md,MODIFIED_W03,d5ce0e3a413f10519d99e00368252ff4d44bb4f079665e172f9a6b80c1847f53,6ba75c6cecc607bc43adf7ec90f8596064f2146c48b32df586b53d4975e9a152
docs/00_TERMINOLOGY.md,UNCHANGED,3b4874ca3e0dba4f188b717ff75b70a7f47709a7667f45658b28098ff6db0bc2,3b4874ca3e0dba4f188b717ff75b70a7f47709a7667f45658b28098ff6db0bc2
docs/01_ARCHITECTURE.md,ADDED_W03,,a6f53bb36f185be5000a833dfb4caf5a99432f37575cd6d9908eb16e7f0c9381
docs/01_SOURCE_SYNTHESIS.md,UNCHANGED,4bc8cde084797a3315bae218ebce6ea84218774235fed53cca2d8526f289dd63,4bc8cde084797a3315bae218ebce6ea84218774235fed53cca2d8526f289dd63
docs/02_RECONNAISSANCE_FINDINGS_INDEX.md,UNCHANGED,08c1553df1a1b82e2c0f770e750c94b9e1b9f4fd1accc160bb73bc0a25e61be1,08c1553df1a1b82e2c0f770e750c94b9e1b9f4fd1accc160bb73bc0a25e61be1
docs/03_REQUIREMENTS_BASELINE.md,UNCHANGED,114b9eaa4e6c63e56f9993c950c9630c11faf9def733a24a6b5bc82daef8d547,114b9eaa4e6c63e56f9993c950c9630c11faf9def733a24a6b5bc82daef8d547
docs/04_REPOSITORY_OPERATIONS.md,UNCHANGED,2caf76a8a85592adf1fea83b4aff6867b622d25ff2975af555eeb1a6a8146868,2caf76a8a85592adf1fea83b4aff6867b622d25ff2975af555eeb1a6a8146868
docs/05_LOCAL_WINDOWS_SETUP.md,UNCHANGED,34d6b5c81b35ab1967e5d2a061eab604f597d53ca1eebf4df6eb3f33dcba5c80,34d6b5c81b35ab1967e5d2a061eab604f597d53ca1eebf4df6eb3f33dcba5c80
docs/06_GITHUB_CODEX_WORKFLOW.md,UNCHANGED,3ff557c129c061fb1be7a26a42b17c3ea31b00e4ab35a4d59cbaec030a6fe8da,3ff557c129c061fb1be7a26a42b17c3ea31b00e4ab35a4d59cbaec030a6fe8da
docs/07_PACKAGING_INTEGRITY.md,UNCHANGED,25e08209e76a304e2fae09835b90fa5741f506856d84747df066485e0c4c04b2,25e08209e76a304e2fae09835b90fa5741f506856d84747df066485e0c4c04b2
docs/architecture/DATAFLOW_AND_STORAGE.md,ADDED_W03,,784e9e0ee12304270a1a3125a8a9f5216ca61a2fd2eb6c346d688060cfeb59cc
docs/architecture/DEPLOYMENT_AND_EXECUTION_LANES.md,ADDED_W03,,373bbae28fb40c4d24015d7a1d4b1c4107ecbfb59533ef0860f289b07d4e321c
docs/architecture/INTERFACE_CONTRACTS.md,ADDED_W03,,d9a6839eb38b947a8b0102b98f7e3d4ca8a8c6cfcc29fa5fdfb83f7a47c99067
docs/architecture/MODEL_LAYERS.md,ADDED_W03,,e0ffb855fb0ef66e9479348712fec5392421caf78f41da35abe3b1beacd119b0
docs/architecture/NATIONAL_TAMU_INTERFACE.md,ADDED_W03,,c409e537167e830cc9c7e455a325c52efcab06bd164d4b074252207b957730fa
docs/architecture/PREDICTION_PIPELINE.md,ADDED_W03,,58fa7e399dbdcf0483f3ec42e3b0d51c5072c3e29829300667f716f033adc4c2
docs/architecture/RESEARCH_AND_LLM_PLANE.md,ADDED_W03,,17511efb815e063fd881ab4dce5a841ae3cfc71aec1e3594be26536a8bb2c294
docs/architecture/SYSTEM_BOUNDARIES.md,ADDED_W03,,db74bcff43a0ec8dba4bcc94d2fae12b8285a328139ae4c5fbadc4e222a461b4
docs/context/ADAPTIVE_ARCHITECTURE_CONTEXT.md,MODIFIED_W03,077acf59661ae737237cc0960bb81ec843f9cb2dcf71504bf39f1fe9a5b2644d,b5e26e0e4b3ea31c8bed7e5047e6e805f9ef220df6a8e66c7ce92bf113ca19e1
docs/context/AUTONOMY_MLOPS_CONTEXT.md,MODIFIED_W03,3e95bd81ef96a78b3c1d9cf4d828dc85d37ec377f7fb45203e2710433acb6199,d9ba8f7b2bad68405b8ba9b6daf76ece18f54e4ab060cd6cba81c3540674c047
docs/context/BAS_CONTEXT.md,UNCHANGED,28f85254615b1e4aef0eb7c522023a5ee2accfda8be4b9aaf18ccf17773f2f57,28f85254615b1e4aef0eb7c522023a5ee2accfda8be4b9aaf18ccf17773f2f57
docs/context/CURRENT_RESEARCH_FINDINGS.md,MODIFIED_W03,a567204602479722ec7ef4cdcf2b48d97277ae644d91ad1f6521ca3c5c8e6e41,9236e6f9139172798cb1fdfdc9ce1d9417dbd95927a5e99996675bdc18e5a65b
docs/context/DATA_CONTEXT.md,MODIFIED_W03,6ca46ffb832cd85d99606a4a12642d74c0aed62fc615a597fd25e5868820d0a1,0b7e6d8cd48e10eb6bea556a3cffc7ecc8dc68ca5febbaa51309d928ff5e268b
docs/context/MODELING_CONTEXT.md,MODIFIED_W03,493331857868bdb5935cc75bc6ef753cf01b838ea5127bfe2c066d3f78c46a63,b5db33506cdccb2c40b0facd071a340758237cf04084dbd1489da03ed2846e28
docs/context/TAMU_SPECIALIZATION_CONTEXT.md,UNCHANGED,d92bb8cb717d19dc9565c64b407cc9cf6ed33cc9e6721fc94897dbb52a1ec501,d92bb8cb717d19dc9565c64b407cc9cf6ed33cc9e6721fc94897dbb52a1ec501
docs/context/UNRESOLVED_DATA_CONTEXT.md,UNCHANGED,64673bf292c2f766191aa8f63fa5d0a4002c4a47102f65535e9f843925c068b6,64673bf292c2f766191aa8f63fa5d0a4002c4a47102f65535e9f843925c068b6
governance/ACCEPTANCE_STATUS.json,MODIFIED_W03,ad4ea24a89f155566e372a946e8ce620034f4d215e6c9c69404867c7b3544fd5,b38e0bface82a6eddb867536cec89be2534b1c791ef52fe4b7e3855a0150b937
governance/ADAPTIVE_CHANGE_LOG.csv,UNCHANGED,b005bd07b5a095545c8fa13abdc27888fe47dbff7bac1f108ca1ed5d3c37c2e4,b005bd07b5a095545c8fa13abdc27888fe47dbff7bac1f108ca1ed5d3c37c2e4
governance/ADAPTIVE_CHANGE_LOG.md,MODIFIED_W03,a6a3b125c18497e1e8d04f149135f19e7b2976307684bfce0cf6e94d57aeea9f,b55d3733fa4f32817d96c38f94834cb2eaf95625282f8750fd27a9e41fc90801
governance/ADR_INDEX.csv,MODIFIED_W03,9ae2efbc3232d9bb5ed5b12af8aba3931c06b2c7d5f74f1844b4ed94e6381660,8db88c89a070489179bdc2396dc20ca0e9fb4eec6ae14800c5c43beb0f8f2f5a
governance/ARCHITECTURE_ALTERNATIVES.md,MODIFIED_W03,7d6b5b91dfe3800a2f6b205000efde53d7fc2211fbaafad7315206628f7ef20c,81417f0b0d751ba7e238739bf2ffa8051363dfc90478286217031c5ee4f85167
governance/ARCHITECTURE_DECISION_MATRIX.csv,ADDED_W03,,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6
governance/ASSUMPTIONS.csv,MODIFIED_W03,fc5cfc08542457bca512ce17009cccba60a14f712112000ca1a021d834a205cd,57db6d0e158adf47bf5592f7e4ae84beadc97a2beede834c7ebe6b12706ab112
governance/ASSUMPTIONS.md,MODIFIED_W03,c2aa6c4a8a74263c7912df6d45837c624da1145076f8bc76d528201206c42f89,a1762ac2d22f9335b790e983793ff75dd8d90cb4fd14036fb5269883f2f10a75
governance/ASSUMPTION_CHALLENGE_LOG.csv,UNCHANGED,9294d6cd3ed89ca9b5dbda1c37d0a79d088123728535810e22fbfcd838718bb6,9294d6cd3ed89ca9b5dbda1c37d0a79d088123728535810e22fbfcd838718bb6
governance/ASSUMPTION_CHALLENGE_LOG.md,MODIFIED_W03,11bbcca71c281668cd96308b43a8df5fe42c4984c3d239c6199b7351af80368d,010640642bc4cc66b436e19bdd30d59b68dbc1c508079719b2b1de2488e22108
governance/CONSTRAINT_CLASSIFICATION.md,UNCHANGED,607464b07f468c111281a3743d61c8d3695a52f56af92146c01f3f7ab00acdea,607464b07f468c111281a3743d61c8d3695a52f56af92146c01f3f7ab00acdea
governance/CURRENT_BACKLOG.yaml,MODIFIED_W03,209c4ae69e0b88d4634551af5897b6b1f8376699c4a160ca2fa9a0bfe29cc7b9,99131e9be73dfd5373ba7756bec3d50c1c6f076a7bb37b79802bcdabddcd2cf8
governance/CURRENT_STATE.yaml,MODIFIED_W03,0a205a8c0ca3b8ea39976437636e8285b0be290901b62c24b4da5336fa234b76,e4876ecacc4dbb785cb0a2002c022bf3a90f187e074bde6dc757ca2950b9aff5
governance/DECISION_LEDGER.md,MODIFIED_W03,507eb986c6d32fe32335ee434b5e70384745de29665adcc5e0e5ef8d2e6068c1,d11bd239f869af7ec491924eade88102449d52f7e153105773fa7cb7239e3fee
governance/DO_NOT_DRIFT.md,MODIFIED_W03,75468fa2526036c015ff3ffe259641c04f96ac392aa5acfe78167477d425a1e2,94cec1698c145b66ce96732b79820955c9ec38af3dcac3be4af7e799cf8f3e30
governance/HYPOTHESIS_LEDGER.csv,UNCHANGED,ff290b0d503232bfe82d54961fce7f874924973b7463db7e2d870ac4d013aa29,ff290b0d503232bfe82d54961fce7f874924973b7463db7e2d870ac4d013aa29
governance/IMMUTABLE_RULES.md,UNCHANGED,86a22493ae71f4869ec869b49e76ceb0e5944809cc7d158c85f9b51997ee87a3,86a22493ae71f4869ec869b49e76ceb0e5944809cc7d158c85f9b51997ee87a3
governance/NEXT_WAVE.md,MODIFIED_W03,8a8a1bdb7a6ae0c21b75c197d020e47d6b674a42a46ce3e3d0f49f471edb1b68,bcf8c85959684245aeda395b82bf0cb05573a5f6c822bbf61c1c691507304971
governance/OPEN_ISSUES.md,MODIFIED_W03,2ef6d492f8f4fbd2491aa3b63f99c21957865e72290213801c778a0466c2fb9e,56ff6f36c542989dea43bbdd1bf09a48e555096faed7c4c175c2266f135a139d
governance/OPPORTUNITY_BACKLOG.yaml,MODIFIED_W03,e673714c36ef7c19d33d3d773cb2c73b0ead6aac6fc2cc2a4a8ec4ab83f2462b,22e2c71dd03364df5c6c2be150dfebc6e817fd12eac8c177e1896bb3bacadee1
governance/PROJECT_IDENTITY.yaml,MODIFIED_W03,32a78fa8d9b2029816063de7b9c6ba5b580c1d51131334012a498534083c645b,3ec3b4ac5a080add27fba6ea6253d402fe2829ec0201125075ccea71839015b3
governance/REQUIREMENTS_INDEX.csv,MODIFIED_W03,4020f306345e1369442ddfabdd51b45867b4ec6bb8229bfb3bfe78cb1275a18d,5eeb0291c4f5dde37122dccf5c543fa29eee525e95b7efa2eca301ebc7119028
governance/REQUIREMENTS_TRACEABILITY.csv,MODIFIED_W03,483b337b718dbd5e12d1d22bc4161bdcf91bc91bed34acbc743ae28b10dff832,839b075c6337f94a1d9608809877760b6f9bb72798cfe9de55ead6f5e9d6673d
governance/RISKS.md,MODIFIED_W03,a8fe3c030a558b43433787270f4ab5f27dd240a9109ad31204ded82e9b19b3cf,cfc62e1d492a047a3a1138f2fa395a7b9ac63e8a5cb9a006a468dd15103ddf72
governance/RISK_REGISTER.csv,MODIFIED_W03,9def0f88c36c9a8950ef04bc736cfe714274366de1e30461c1fcfc0b8f8e538e,696f3bae44e10fadb4590069d5d5dd43f4825d7eff7b1f12a348faab97c019db
governance/SOURCE_OF_TRUTH_MAP.md,MODIFIED_W03,f5bfe347c421a2c737fc8bf4c944463cbc6c03cf975297028c3e9e30fd569dde,1a32d7c2e6f142285681c7f38aa65761f23cdbfe0dfb2c64589532aac44c09fb
governance/SUPERSEDED_DECISIONS.csv,UNCHANGED,58e93a37bab2c1d81a173e96b4855334e5e83fbda854b56e4bcdacc9e21d0620,58e93a37bab2c1d81a173e96b4855334e5e83fbda854b56e4bcdacc9e21d0620
governance/SUPERSEDED_DECISIONS.md,UNCHANGED,0b65bf3d135816e257430f809a6352961edfa298b59c7807b14fd3e2f511fd13,0b65bf3d135816e257430f809a6352961edfa298b59c7807b14fd3e2f511fd13
governance/UNRESOLVED_QUESTIONS.csv,UNCHANGED,95f7de0e3b79fc5cf13ebf1430c110787b12f9363c8289f7424ddd73deb27a05,95f7de0e3b79fc5cf13ebf1430c110787b12f9363c8289f7424ddd73deb27a05
governance/W01_VALIDATION_REPORT.md,UNCHANGED,e6036d0e40f917b1d0b2ceeec198950881855102b99e3fbfbd50ca996e5329bc,e6036d0e40f917b1d0b2ceeec198950881855102b99e3fbfbd50ca996e5329bc
governance/W02_ADAPTIVE_REVIEW.md,UNCHANGED,e22f2bef9830f6d07b15d151ee72292d1e66d2dd3ca804f1f51a9b839621b4b0,e22f2bef9830f6d07b15d151ee72292d1e66d2dd3ca804f1f51a9b839621b4b0
governance/W02_VALIDATION_REPORT.md,UNCHANGED,75ade198593a40f3002ae47a6781563c5261ad649240b364ebbe20c399570e5c,75ade198593a40f3002ae47a6781563c5261ad649240b364ebbe20c399570e5c
governance/W03_ADAPTIVE_REVIEW.md,ADDED_W03,,14d4a91a9cb551d4f2c3172d68e9538bf04e4e68b1c1763287cd9a973e859272
governance/W03_VALIDATION_REPORT.md,ADDED_W03,,ba9542feabff94ee84a0f104b8ca5efa4ec8e832ef491e9a01d69ef6ab1afb44
governance/WAVE_LEDGER.md,MODIFIED_W03,3a055862f970134c485f52e53f9643887a193e6dc6ff0272e0c370633c2c88cf,c4e426de936affd9a8f3fe3796ea73d40f718640c5eb0f6e69111c96b9284acd
governance/WAVE_PLAN.md,MODIFIED_W03,a308a465127f43023cd94d39b810891138328a1514d536301edbd92cedf331a0,b33c9e3b2c54038a9adbf308c980508de0203ce66bda33425b31651c018a729d
governance/WAVE_PLAN_REVISIONS.md,MODIFIED_W03,d6f96b31698cfa56a4cdc485d4933cb2a13fb28f4d1a2e74fbdc92fdb2683047,dcaaf0dfa50e93113eab6b76a7cfb298a64390b211b7ab833be9107706d8a9f7
provenance/CURRENT_TREE.txt,MODIFIED_W03,ec5cca571cf1207aa9a8267686495ff172dfc1e0bce28bf592d1d89c5da038ce,ae10de8e3c75270e74e4320c0f687ed4a793d978487bfe1bec71ad6d873a8147
provenance/INPUT_ARTIFACTS.csv,UNCHANGED,f93ecd9c38c5cebca0855f2e57f0d3e5437ba3b23715949669c6658d1502ac41,f93ecd9c38c5cebca0855f2e57f0d3e5437ba3b23715949669c6658d1502ac41
provenance/MANIFEST_POLICY.md,UNCHANGED,6ccf5b7a51185dc09140ee7b917af0344a2be5a1b34d6e592018206d37da1dce,6ccf5b7a51185dc09140ee7b917af0344a2be5a1b34d6e592018206d37da1dce
provenance/PROJECT_FILE_HASHES.sha256,MODIFIED_W03,954bf6773894f946899a9feca4ad3347fa8e5498d500b99001db3a36cc464a80,ee8bbe1053b4c6063ac92bafc618062358bd7b55efd3941dce1fff2944cb404c
provenance/PROJECT_FILE_MANIFEST.csv,MODIFIED_W03,df902db58e81f4753e7c9aba302320ebbef0888f05e5567bc8c0d3036ab222e7,6613bbc9b40636c22a7c0ebd4498160178ddc32d15dfe68e2dd59057b6e8b291
provenance/RECONNAISSANCE_FILE_INDEX.csv,UNCHANGED,9db10f8fc1ee2c55c8334f7949197925717d1784cd28469da73e4281855ee95f,9db10f8fc1ee2c55c8334f7949197925717d1784cd28469da73e4281855ee95f
provenance/RECON_REQUIRED_READING_STATUS.csv,UNCHANGED,3ced155176b08607d4d69b0955a61e0c36c440c637da42d32e717dd15d750275,3ced155176b08607d4d69b0955a61e0c36c440c637da42d32e717dd15d750275
provenance/SOURCE_CHAT_LOG_INDEX.csv,UNCHANGED,00cc255ee5edde8999cabf0855ac743ce8f5a418857f8b0ff1deac8dd2e4d7a4,00cc255ee5edde8999cabf0855ac743ce8f5a418857f8b0ff1deac8dd2e4d7a4
provenance/W02_FILE_CHANGE_SUMMARY.csv,UNCHANGED,02b5c46849bf26623d7a7fa1784a7e405c09a60fc1e61435695c3e1f0f393299,02b5c46849bf26623d7a7fa1784a7e405c09a60fc1e61435695c3e1f0f393299
provenance/W02_INPUT_ARTIFACTS.csv,UNCHANGED,355c3319a02386c5bdf2f3b54c3444f8fc191f47d57ca9182602b3560330d6e0,355c3319a02386c5bdf2f3b54c3444f8fc191f47d57ca9182602b3560330d6e0
provenance/W03_INPUT_ARTIFACTS.csv,ADDED_W03,,0f661e31fc51723d03862061a7c645b061b462b514aebf81037b9114326649b8
pyproject.toml,MODIFIED_W03,61c133bc61f75be4eb793ca4b9b01ab87ada189cab98984742bfd90f0aab5aff,9213620b82aeff58ff062f217f2d3d6440cf63b4ead46080a5039351e677142a
scripts/bootstrap.ps1,UNCHANGED,ab458732b0a9f98ae656bbccd9e8a2b31b21a33dcede6493953d10338ed3323e,ab458732b0a9f98ae656bbccd9e8a2b31b21a33dcede6493953d10338ed3323e
scripts/bootstrap.py,UNCHANGED,cc7dda6ddeb1b00db23db44c3df091045f23887d7a0e6294a623a49d9df3b99c,cc7dda6ddeb1b00db23db44c3df091045f23887d7a0e6294a623a49d9df3b99c
scripts/new_worktree.ps1,UNCHANGED,77b69a40e25dbc03cfe142892736667c8359e7d36b19b0627ba3dac97514899e,77b69a40e25dbc03cfe142892736667c8359e7d36b19b0627ba3dac97514899e
scripts/package_wave.ps1,UNCHANGED,24fc0fd6e2df0974e7c516360babd69c21d8271cc1b1f493abeecef40e89f9fa,24fc0fd6e2df0974e7c516360babd69c21d8271cc1b1f493abeecef40e89f9fa
scripts/validate_repo.ps1,UNCHANGED,68438ffaa3956a175793079c874af2857d0b327bfcaecdaf77ca46a90c0c636c,68438ffaa3956a175793079c874af2857d0b327bfcaecdaf77ca46a90c0c636c
scripts/verify_prior_wave.ps1,UNCHANGED,4c69068a9e61bbeb71c648423d0c83a8c414ce933de174c50fb10af54f7f6acd,4c69068a9e61bbeb71c648423d0c83a8c414ce933de174c50fb10af54f7f6acd
src/aggie_analytics/__init__.py,MODIFIED_W03,41e30d17b315f2b10704c2189533164c4d414c2828fad3dd33bf84209043b217,1f96b5e1b0a8eca736376fe436d53fdda0d3cf33b20fa2ffdef275abedc17464
src/aggie_analytics/architecture/__init__.py,ADDED_W03,,5be8d8a526d191804ad08f8ccbb24f3e8325cce36a89315a69d05e1c79fa20f4
src/aggie_analytics/architecture/contracts.py,ADDED_W03,,3a8bc06e2dc6af77d2b4505d7b23ce3eec8321582493a97a24722fb795b667b5
src/aggie_analytics/architecture/registry.py,ADDED_W03,,4a57c9f8be9f3b0b50618ae8cf539915baa49b3812943d1f3e604398e501d972
tests/test_architecture.py,ADDED_W03,,932c826e74cdd9ec1d814e510fad6cf6586aadfdf451548152f2dd73e5ca8824
tests/test_package_scaffold.py,MODIFIED_W03,02f5e783dad4b3d089d84dceda9e00ea50b1cd7e048cca6d4810a571815ff62f,b1c8143298a0b41487c6ca9fca3ec9314cf9e7b996a389ecc461234d324ad5dc
tests/test_repo_integrity_tools.py,UNCHANGED,2f930ed8d5e88b421eb18670c1e9683359aedddd6d673681227ee13608f80a4e,2f930ed8d5e88b421eb18670c1e9683359aedddd6d673681227ee13608f80a4e
tests/test_wave03_governance.py,ADDED_W03,,03ef7fc09adb2ad536fc9e4ffd988bbcd8f4cac832fca125426abb85d3954c12
tools/__init__.py,UNCHANGED,efba3e38d7c65a07fb837354b33776aecd4fb11dad137e26ebed95b050d1f8f4,efba3e38d7c65a07fb837354b33776aecd4fb11dad137e26ebed95b050d1f8f4
tools/package_wave.py,UNCHANGED,d06ac78614c2592e285d68e39bd46544757312ac583641fa9149b529ebb3176f,d06ac78614c2592e285d68e39bd46544757312ac583641fa9149b529ebb3176f
tools/packaging.py,MODIFIED_W03,b50af9c6ce1e32e0e2dcb7d5946af03db03bc3349f60d44af163d7a9b3823afd,31188f948f37ce21b1a6e0932be2e4f72bfb72784af1d439efdb3afb392e1642
tools/repo_integrity.py,UNCHANGED,268de064f3197c39138429c8097dc2fc263f58aee3ced3718f1de3ddc3911752,268de064f3197c39138429c8097dc2fc263f58aee3ced3718f1de3ddc3911752
tools/validate_architecture.py,ADDED_W03,,16e31ee27bd970b8ba002ce304810273daf64961213c08204a33fab52a2614d7
tools/validate_repository.py,MODIFIED_W03,6280e7950d5c77e9c6fddf2b8108a24c2a21eac47467781147c95a28f35489a3,fed5b39f89707109c0602a1fb9bba3e481978accfe3501bc16a1937afe3b8978
tools/validate_wave_pair.py,UNCHANGED,37e10d8195abb27a18d4ef74630721048526469aee72168dba30305d4372ab6d,37e10d8195abb27a18d4ef74630721048526469aee72168dba30305d4372ab6d
tools/verify_prior_wave.py,UNCHANGED,4931413bc72b63008b0ff718603844b30935415b446ed9c520da21fe030ae054,4931413bc72b63008b0ff718603844b30935415b446ed9c520da21fe030ae054
