path,status,w04_bytes,w04_sha256,w05_prefreeze_bytes,w05_prefreeze_sha256
docs/context/BAS_CONTEXT.md,UNCHANGED,451,28f85254615b1e4aef0eb7c522023a5ee2accfda8be4b9aaf18ccf17773f2f57,451,28f85254615b1e4aef0eb7c522023a5ee2accfda8be4b9aaf18ccf17773f2f57
docs/context/CURRENT_RESEARCH_FINDINGS.md,UNCHANGED,1022,9236e6f9139172798cb1fdfdc9ce1d9417dbd95927a5e99996675bdc18e5a65b,1022,9236e6f9139172798cb1fdfdc9ce1d9417dbd95927a5e99996675bdc18e5a65b
docs/context/DATA_CONTEXT.md,UNCHANGED,937,0b7e6d8cd48e10eb6bea556a3cffc7ecc8dc68ca5febbaa51309d928ff5e268b,937,0b7e6d8cd48e10eb6bea556a3cffc7ecc8dc68ca5febbaa51309d928ff5e268b
docs/context/IMPLEMENTATION_CONTEXT.md,ADDED_W05,,,677,4dbfe95002c741b3416bc165fe5c484b698daf6ebd9ab9ac0f9b56e4c6f16a0d
docs/context/MODELING_CONTEXT.md,UNCHANGED,813,b5db33506cdccb2c40b0facd071a340758237cf04084dbd1489da03ed2846e28,813,b5db33506cdccb2c40b0facd071a340758237cf04084dbd1489da03ed2846e28
docs/context/TAMU_SPECIALIZATION_CONTEXT.md,UNCHANGED,430,d92bb8cb717d19dc9565c64b407cc9cf6ed33cc9e6721fc94897dbb52a1ec501,430,d92bb8cb717d19dc9565c64b407cc9cf6ed33cc9e6721fc94897dbb52a1ec501
docs/context/UNRESOLVED_DATA_CONTEXT.md,UNCHANGED,449,64673bf292c2f766191aa8f63fa5d0a4002c4a47102f65535e9f843925c068b6,449,64673bf292c2f766191aa8f63fa5d0a4002c4a47102f65535e9f843925c068b6
governance/ACCEPTANCE_CONTROL_CATALOG.csv,MODIFIED_W05,10296,1027fe068bb97d8f43908d901bb7909ad7d7cccf4ec8154067f6a6a5bd28ccb2,11992,41251ef9561eff059ceff12d65ec2e3f8520c4d8ca1100d3af70bdae14f1835b
governance/ACCEPTANCE_STATUS.json,MODIFIED_W05,1323,d7f288f8f6ea9d0a2baae031a62158fbb41cfd1ddad8fcc42c8de78164849aa4,1413,918bc4e8ab9bf3f4e4af265a9e2d1975c22b3a0b42d93d10b5d570087d8b9670
governance/ACCEPTANCE_TASK_TRACEABILITY.csv,ADDED_W05,,,89444,4c94f292d8df63ed99d0ef343d7036dd26761d08384e737c97233948a0216352
governance/ACCEPTANCE_THRESHOLD_REGISTRY.csv,UNCHANGED,2109,a4674021ea16f21c49230e0315c9634bb1e1e7010742760decd6a792c88ba863,2109,a4674021ea16f21c49230e0315c9634bb1e1e7010742760decd6a792c88ba863
governance/ADAPTIVE_CHANGE_LOG.csv,MODIFIED_W05,4191,cc19c8e3d06f21ad7e0a4946eaa9220f29869d70c0cf4fdd14ddd7da4219a77a,5400,4c3b9d0a5d3507a04a268b9b2057e338edde0225e0dcbc596e8aa8880ddf885a
governance/ADAPTIVE_CHANGE_LOG.md,MODIFIED_W05,7234,72a13738bea378cd6253bafcb5464cee005c130cb27498b5b56ccf1dd0407813,7628,89f1ba46fff0fd36f30cf24a3d2a32e1ef94e7677ba021b8c76f363fb498c04f
governance/ADR_ACCEPTANCE_TRACEABILITY.csv,MODIFIED_W05,7314,cc24eb120905c2439ac1ed1214d614c101c34adc691c89693b72b28e0f9468a3,8763,93bd72149ff81cf55e2429cd0762ad5307b3e39d8aea04ab8ccb23fd2a41f0cf
governance/ADR_INDEX.csv,MODIFIED_W05,18921,cdee624e28bc691052f128b27eebe8befe7e9560452eec0fbb1262c5ee91c3b9,21530,e241e2b3ea1449e039e79c158bb5e3bee81fbae4355fb9ba1ef51e7b55cadd9e
governance/ARCHITECTURE_ALTERNATIVES.md,UNCHANGED,3611,81417f0b0d751ba7e238739bf2ffa8051363dfc90478286217031c5ee4f85167,3611,81417f0b0d751ba7e238739bf2ffa8051363dfc90478286217031c5ee4f85167
governance/ARCHITECTURE_DECISION_MATRIX.csv,UNCHANGED,2860,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6,2860,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6
governance/ASSUMPTIONS.csv,UNCHANGED,2739,57db6d0e158adf47bf5592f7e4ae84beadc97a2beede834c7ebe6b12706ab112,2739,57db6d0e158adf47bf5592f7e4ae84beadc97a2beede834c7ebe6b12706ab112
governance/ASSUMPTIONS.md,UNCHANGED,3636,a1762ac2d22f9335b790e983793ff75dd8d90cb4fd14036fb5269883f2f10a75,3636,a1762ac2d22f9335b790e983793ff75dd8d90cb4fd14036fb5269883f2f10a75
governance/ASSUMPTION_CHALLENGE_LOG.csv,MODIFIED_W05,3655,e08d8b80528b671e4b3f03b667d30cf5ad2d7db917112ca92a82f852cd8c9b3e,4598,a274e79afdde63148b1cc78514a470ce6b28126802f3a1f7ce35f89e6a1dc52c
governance/ASSUMPTION_CHALLENGE_LOG.md,MODIFIED_W05,6590,e1328579422b8773bf05cc6829c5bdd796eacec2a0f0e5ad103c6e18001f2d07,6920,fefed639bf093217cd5aad7d007cc78d97a0bdcde6f46745f90f22fffce5d51f
governance/CODEX_WORK_PACKET_QUEUE.csv,ADDED_W05,,,13549,6e3cfe386e93b7c16306f526467cf80c2af835b68b8e80c1fcc9173e75f313aa
governance/CONSTRAINT_CLASSIFICATION.md,MODIFIED_W05,1523,2bde5d0705a5a8ee957ee2e80e139fe1b09882374a4b635c7bf42329220d1b5a,1826,528eb8940e4c309284c1aed79667ebfdaaee937912a27204a3ecc98096269f53
governance/CONSTRAINT_CLASSIFICATION_AUDIT.csv,UNCHANGED,32059,775b24d49d486437d3d06f2b8d4470cadece9eb09be1b35854f441ca53d9ddfb,32059,775b24d49d486437d3d06f2b8d4470cadece9eb09be1b35854f441ca53d9ddfb
governance/CRITICAL_PATH.csv,ADDED_W05,,,2126,880b91788acc001d251f080b39ae008a09cfa58b60ed77f4480cf56a7bf45efb
governance/CRITICAL_PATH.md,ADDED_W05,,,1753,450b2eed9b19e818887f264c630464680b347e579310b203637819233be704fc
governance/CURRENT_BACKLOG.yaml,MODIFIED_W05,1148,5b25081b4caf7a909d87b663ab39cc03459607811463b6bcc27d1ba0f247cc54,1080,8b73446c32da5b1fe8b26f2b1c56a104e09a5ebb51395f19feaa6398b5738bd4
governance/CURRENT_STATE.yaml,MODIFIED_W05,873,4912b7673c508006cb37ad9aabf59cdf6935a8148c4e3236e6e538f077cfaf09,1071,f0976ae62261da89695bf26c7404241f6f32353a0e37c2546ece1bb63ef1b342
governance/DECISION_LEDGER.md,MODIFIED_W05,22509,dd400f820026113434efc453a288828383d5d05a8c9b53de55de2ca3805a054f,25534,685c0a11ac9809e3c816f35614b0ca61fc373332da112973ad2997341a0bd302
governance/DO_NOT_DRIFT.md,UNCHANGED,2527,2a9c00fd4520e7042c26d43623774cb74531bb6f5842d1e3a0c6ab49eff1ace2,2527,2a9c00fd4520e7042c26d43623774cb74531bb6f5842d1e3a0c6ab49eff1ace2
governance/EPIC_CATALOG.csv,ADDED_W05,,,6537,c24843a63441b5fd13ad3ec54c9150900c80c4ab1bc0bcbc77be796f68a5062d
governance/HYPOTHESIS_LEDGER.csv,UNCHANGED,5717,ff290b0d503232bfe82d54961fce7f874924973b7463db7e2d870ac4d013aa29,5717,ff290b0d503232bfe82d54961fce7f874924973b7463db7e2d870ac4d013aa29
governance/IMMUTABLE_RULES.md,UNCHANGED,1553,ac1b35a0febd1fdf30a1b2cce0b7b5ced28ee2fec4c445587e4e105727740d04,1553,ac1b35a0febd1fdf30a1b2cce0b7b5ced28ee2fec4c445587e4e105727740d04
governance/IMPLEMENTATION_COMPLEXITY_CLASSES.csv,ADDED_W05,,,697,22f424b0b688163a6134fa649881c6aed539af673edea2dfc8ef34fdfb7ca53a
governance/IMPLEMENTATION_PHASES.csv,ADDED_W05,,,1898,bb1e5c447de00d8b0b5702f764f14e47ae6b6e101721238132c43bc45a5cbb96
governance/IMPLEMENTATION_WBS.csv,ADDED_W05,,,51809,0d6baf8323add95050cacf6731279ee3d5e3c2f52fa296ff1f05457c600d763b
governance/NEXT_WAVE.md,MODIFIED_W05,1258,4a03ca2c1127162b8b6643ccf6f7611990aad671d9f36bac71baf752e88d5783,1279,634152da9f340511ea7fd004e6251bd43a701968d3176325d64d9c1a8c66a6b4
governance/OPEN_ISSUES.md,MODIFIED_W05,13180,f6229a86201c8c9dbd95ac35fb97ddefe903c56fbc135584d837613b2859029d,13931,5485bba524f893f72e62f238a36159ce9f44cdc61000cee7b0d2fcb89c96c0c5
governance/OPPORTUNITY_BACKLOG.yaml,UNCHANGED,2967,22e2c71dd03364df5c6c2be150dfebc6e817fd12eac8c177e1896bb3bacadee1,2967,22e2c71dd03364df5c6c2be150dfebc6e817fd12eac8c177e1896bb3bacadee1
governance/PROJECT_IDENTITY.yaml,MODIFIED_W05,338,e51442c2ba1e0493e4f252a98d5d88470ba47e9ace90e5be79c14b3b208cc3b1,381,36fa807c05f11149841a8579d4281bb6fd4ba328da97f967308ccbeeaeafd24a
governance/PROTECTED_ACCEPTANCE_RULES.md,UNCHANGED,1014,9386935936da8dff9b92dfcacb8e6cd6fb139bc952296342d2097bd4538997a8,1014,9386935936da8dff9b92dfcacb8e6cd6fb139bc952296342d2097bd4538997a8
governance/REQUIREMENTS_INDEX.csv,MODIFIED_W05,49589,9467d7c7c33fba78503428a9e36b13903ad1e178f2fa66f47ffa9a4542cd7a98,54980,9f2bfc6b9c0921dfb928f8c56ce91c3b86508e60acf15ebd55aee621664cca7f
governance/REQUIREMENTS_TRACEABILITY.csv,MODIFIED_W05,33081,2f6b2c5d1b74a56f5cc36b6363cde6a5609907b86552b2112deba2a78707d679,36990,4e152a66090ad7c0d3316516419bc2d90bdb38d9b208e7d2078c27d473f8cf0a
governance/REQUIREMENT_ACCEPTANCE_MATRIX.csv,MODIFIED_W05,55434,b9427346363f25defb70287ff1c4b6cb30c2a4dae2fcfb39e2bbf0d06a278809,62444,9a2ee7a3530433be2815bf7351e077a6e0b17cee78dca87f2f358423a6a11834
governance/REQUIREMENT_TASK_TRACEABILITY.csv,ADDED_W05,,,98598,3f06ae60f804e519faebf10c7334dbd25df33c9024cae50d2940d4e85e319f23
governance/RISKS.md,MODIFIED_W05,12789,835563e39fae2057f1c942cabfb22b1380cde6968b3291a8abff5789cbd42997,15360,656d1e3077c8abddfca6009d67f5f7227b3d93b1e0d95458a5114224646b4b9e
governance/RISK_ACCEPTANCE_TRACEABILITY.csv,MODIFIED_W05,6210,6778c7cd651dbc8f90fd1f7e156997929a74f0c74eecfa90059d04f831a6b816,7447,1fa54b6b2325228576a6cc9393392debf745e9f682137305d9bd03445509025b
governance/RISK_REGISTER.csv,MODIFIED_W05,9362,b7eb1100425694408c9ae81d5afd8df12029abf459fa0fd401c6626adb2f72ca,11284,e80d43c4370a44a9efc5d208d9e70b21a0a0d6808271e0db84747b1362b809f8
governance/SHARED_CONTRACT_OWNERSHIP.csv,ADDED_W05,,,1273,af9fdb9da1567c026a83e5efc1660e579815c65c480bc368a7374eb0e34e171b
governance/SOURCE_OF_TRUTH_MAP.md,MODIFIED_W05,2402,d607377083b415e9ce10fe7cbb3694e4e53d776ae9e507b6fd07943b2854d1f0,3061,05b52045e78155c9af04ef930ba99cfcbda6b720d383490d121183daf720c896
governance/SUPERSEDED_DECISIONS.csv,UNCHANGED,3392,58e93a37bab2c1d81a173e96b4855334e5e83fbda854b56e4bcdacc9e21d0620,3392,58e93a37bab2c1d81a173e96b4855334e5e83fbda854b56e4bcdacc9e21d0620
governance/SUPERSEDED_DECISIONS.md,UNCHANGED,4915,0b65bf3d135816e257430f809a6352961edfa298b59c7807b14fd3e2f511fd13,4915,0b65bf3d135816e257430f809a6352961edfa298b59c7807b14fd3e2f511fd13
governance/TASK_DEPENDENCIES.csv,ADDED_W05,,,37665,3ad84284feadb4abf9c8a227910fa3ed18d921a2e01f689d85b64eed4b2ff5ab
governance/UNRESOLVED_QUESTIONS.csv,UNCHANGED,6969,95f7de0e3b79fc5cf13ebf1430c110787b12f9363c8289f7424ddd73deb27a05,6969,95f7de0e3b79fc5cf13ebf1430c110787b12f9363c8289f7424ddd73deb27a05
governance/W01_VALIDATION_REPORT.md,UNCHANGED,832,e6036d0e40f917b1d0b2ceeec198950881855102b99e3fbfbd50ca996e5329bc,832,e6036d0e40f917b1d0b2ceeec198950881855102b99e3fbfbd50ca996e5329bc
governance/W02_ADAPTIVE_REVIEW.md,UNCHANGED,1651,e22f2bef9830f6d07b15d151ee72292d1e66d2dd3ca804f1f51a9b839621b4b0,1651,e22f2bef9830f6d07b15d151ee72292d1e66d2dd3ca804f1f51a9b839621b4b0
governance/W02_VALIDATION_REPORT.md,UNCHANGED,2545,75ade198593a40f3002ae47a6781563c5261ad649240b364ebbe20c399570e5c,2545,75ade198593a40f3002ae47a6781563c5261ad649240b364ebbe20c399570e5c
governance/W03_ADAPTIVE_REVIEW.md,UNCHANGED,2981,14d4a91a9cb551d4f2c3172d68e9538bf04e4e68b1c1763287cd9a973e859272,2981,14d4a91a9cb551d4f2c3172d68e9538bf04e4e68b1c1763287cd9a973e859272
governance/W03_VALIDATION_REPORT.md,UNCHANGED,4853,ba9542feabff94ee84a0f104b8ca5efa4ec8e832ef491e9a01d69ef6ab1afb44,4853,ba9542feabff94ee84a0f104b8ca5efa4ec8e832ef491e9a01d69ef6ab1afb44
governance/W04_ADAPTIVE_REVIEW.md,UNCHANGED,1616,4aa43ae85071f9b523e5628e12b8ac1112a65577fc95e229c12f4267fa8bf7da,1616,4aa43ae85071f9b523e5628e12b8ac1112a65577fc95e229c12f4267fa8bf7da
governance/W04_VALIDATION_REPORT.md,UNCHANGED,3864,e0ece7524b5f6750d2a69c7c9f67e4f5a0d19bb6d0aa70dad692bc0f65fab2ed,3864,e0ece7524b5f6750d2a69c7c9f67e4f5a0d19bb6d0aa70dad692bc0f65fab2ed
governance/W05_ADAPTIVE_REVIEW.md,ADDED_W05,,,1726,62ec99dd59f1d5da8b2a8e35a69211cb4ac910ce54b3aa4321048ff8f67600be
governance/WAVE_LEDGER.md,MODIFIED_W05,954,1e3c8b10686c13368514b0db4110eba8632f4a71215cceca41bfad68c1d62dc9,1382,4a8f036cb34f97b36ebc9f6ff5d1f148ba2d9f0b3ec4f71bded6270dd10598c5
governance/WAVE_PLAN.md,MODIFIED_W05,2218,dddbb50e6a1bfb0939a93c52770025e4ce91dffc35ba4bd3dfe721c8d4b69de4,2567,59c98d7511d9c0f670e953959c332a252189ac8336d0744b0852819f19ce26b4
governance/WAVE_PLAN_REVISIONS.md,MODIFIED_W05,3301,d24a39bff4acdff6116588208ff62c78bfd31f7355f66ac7b2cc35aa3ea23e38,3588,abb02da87dee592d84068e209a123a8939ea0785eb82f4d9e390ada97c77fd1c
provenance/CURRENT_TREE.txt,MODIFIED_W05,4384,64135941855184026b1edc088fe20171c5676b986bf2e49bb4f348432f2cecff,5148,3d858bfbb2d66aacf4cf834f634f467db7d854ffdb09471db7fde64993013023
provenance/INPUT_ARTIFACTS.csv,UNCHANGED,828,f93ecd9c38c5cebca0855f2e57f0d3e5437ba3b23715949669c6658d1502ac41,828,f93ecd9c38c5cebca0855f2e57f0d3e5437ba3b23715949669c6658d1502ac41
provenance/MANIFEST_POLICY.md,UNCHANGED,824,6ccf5b7a51185dc09140ee7b917af0344a2be5a1b34d6e592018206d37da1dce,824,6ccf5b7a51185dc09140ee7b917af0344a2be5a1b34d6e592018206d37da1dce
provenance/PROJECT_FILE_HASHES.sha256,MODIFIED_W05,13247,2b0922083f0a90bb407333f2bede8e86f9f6249566416c5c574b0bfb35e4cff3,15397,4ff6be0e4641f05be560db3a9e1cf552e4ac708d39da04b6f412802a7d93d0c2
